# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=bounded, version=0.3, since=2026-09-01T00:00:00Z, until=2026-09-21T14:00:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_288d505_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (12 record(s) matching this query); records: 10; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 2; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_288d505_auto-nocaps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_288d505_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_288d505_auto-nocaps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
bounded@0.3	csv5	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	1672.5	pcrec_25b1984f_auto-caps-simdna	1672.5	pcrec_288d505_auto-nocaps-simdna	1672.5	1.080684	1.977694	1.000045	1.001099	10714.438320	10694.950526	1.000000	1.000476	10686.778933	10695.724736
bounded@0.3	csv5	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2282.9	libpcre2_10.46_jit-caps-simdna	2282.9			1.007839	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	csv5	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	1982.6	pcrec_25b1984f_auto-caps-simdna	1982.6	pcrec_25b1984f_auto-nocaps-simdna	1985.8	excluded	excluded	1.000000	1.001608	2.857021	2.912979	1.001897	1.004669	2.875318	2.915909
bounded@0.3	csv5	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	943.9	pcrec_d34c9131_auto-caps-simdna	989.6	pcrec_288d505_auto-nocaps-simdna	943.9	22.052200	6.419179	1.051724	1.046585	381.584469	381.764187	1.000000	1.048433	381.455756	381.692685
bounded@0.3	ctx-greedy-256	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	105418.0	libpcre2_10.46_jit-caps-simdna	105418.0	pcrec_25b1984f_auto-nocaps-simdna	198449.9	5.263868	1.000000	1.898814	1.882505	4.193064	4.181436	1.898760	1.880618	4.190423	4.189087
bounded@0.3	ctx-greedy-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2543.8	libpcre2_10.46_jit-caps-simdna	2543.8			1.003223	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-greedy-256	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	637.8	pcrec_25b1984f_vm-caps-simdna	637.8	pcrec_25b1984f_auto-nocaps-simdna	638.2	excluded	excluded	1.006859	1.000743	1.000000	1.152732	1.549997	1.001513	1.001195	1.163478
bounded@0.3	ctx-greedy-256	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5066.3	libpcre2_10.46_jit-caps-simdna	5066.3	pcrec_288d505_auto-nocaps-simdna	7183.8	4.704489	1.000000	1.429996	1.427436	3.333239	3.337819	1.417958	1.431262	3.323502	3.356639
bounded@0.3	ctx-lazy-1024	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	104268.7	libpcre2_10.46_jit-caps-simdna	104268.7	pcrec_288d505_auto-nocaps-simdna	197330.6	5.332331	1.000000	1.921584	1.926254	3.674693	3.672097	1.892520	1.923370	3.679853	3.681622
bounded@0.3	ctx-lazy-1024	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	7552.4	libpcre2_10.46_jit-caps-simdna	7552.4			1.000332	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-1024	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	1428.5	pcrec_25b1984f_auto-caps-simdna	1428.5	pcrec_25b1984f_auto-nocaps-simdna	1429.3	excluded	excluded	1.000000	1.000534	1.009014	1.047856	1.519930	1.003237	1.012087	1.048377
bounded@0.3	ctx-lazy-1024	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6200.2	libpcre2_10.46_jit-caps-simdna	6200.2	pcrec_25b1984f_auto-nocaps-simdna	8842.1	5.831632	1.000000	1.425877	1.426093	2.733058	2.718174	1.552984	1.424552	2.722228	2.725916
bounded@0.3	ctx-lazy-256	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	104146.4	libpcre2_10.46_jit-caps-simdna	104146.4	pcrec_288d505_auto-nocaps-simdna	197423.1	5.327199	1.000000	1.924636	1.928196	3.676567	3.682708	1.895631	1.925871	3.684965	3.679159
bounded@0.3	ctx-lazy-256	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7549.4	libpcre2_10.46_interp-caps-simdna	7549.4			1.000000	1.001246	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-256	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	1426.7	pcrec_25b1984f_auto-caps-simdna	1429.8	pcrec_25b1984f_auto-nocaps-simdna	1426.7	excluded	excluded	1.002207	1.000000	1.003122	1.047938	1.516708	1.004726	1.008788	1.049412
bounded@0.3	ctx-lazy-256	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6254.9	libpcre2_10.46_jit-caps-simdna	6254.9	pcrec_25b1984f_auto-nocaps-simdna	8832.6	5.765543	1.000000	1.412910	1.412109	2.695526	2.692219	1.538916	1.413341	2.695681	2.694195
bounded@0.3	ctx-lazy-64	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	104388.9	libpcre2_10.46_jit-caps-simdna	104388.9	pcrec_288d505_auto-nocaps-simdna	197377.9	5.315666	1.000000	1.919741	1.922514	3.734182	3.669914	1.890794	1.920528	3.676137	3.674912
bounded@0.3	ctx-lazy-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	6153.5	libpcre2_10.46_interp-caps-simdna	6153.5			1.000000	1.004820	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-64	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	1187.8	pcrec_d34c9131_auto-caps-simdna	1187.8	pcrec_25b1984f_auto-nocaps-simdna	1190.1	excluded	excluded	1.000807	1.001872	1.001247	1.055042	1.566363	1.000000	1.001069	1.059422
bounded@0.3	ctx-lazy-64	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5279.9	libpcre2_10.46_jit-caps-simdna	5279.9	pcrec_25b1984f_auto-nocaps-simdna	8353.7	5.503073	1.000000	1.582109	1.582173	3.263463	3.254489	1.686126	1.585058	3.248447	3.260612
bounded@0.3	dig-exact-16	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	63426.8	pcrec_25b1984f_auto-caps-simdna	63458.6	pcrec_25b1984f_auto-nocaps-simdna	63426.8	3.313031	1.520095	1.000501	1.000000	3.116658	3.137410	1.185780	1.008241	3.114930	3.132665
bounded@0.3	dig-exact-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2455.0	libpcre2_10.46_interp-caps-simdna	2455.0			1.000000	1.011214	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-16	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	514.8	pcrec_25b1984f_vm-in-caps-simdna	514.8	pcrec_288d505_auto-nocaps-simdna	723.5	excluded	excluded	1.405936	1.406469	1.131747	1.000000	1.405474	1.410941	1.142539	1.000251
bounded@0.3	dig-exact-16	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2149.1	pcrec_25b1984f_auto-caps-simdna	2150.3	pcrec_25b1984f_auto-nocaps-simdna	2149.1	8.876045	1.890893	1.000592	1.000000	3.863722	3.927747	1.058987	1.003289	3.864706	3.924718
bounded@0.3	dig-exact-2	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	99935.2	pcrec_25b1984f_auto-caps-simdna	99970.8	pcrec_25b1984f_auto-nocaps-simdna	99935.2	10.374536	4.488171	1.000356	1.000000	1.907011	2.000534	1.508089	1.000746	1.913593	2.000683
bounded@0.3	dig-exact-2	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3043.6	libpcre2_10.46_interp-caps-simdna	3043.6			1.000000	1.007288	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-2	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	347.4	pcrec_25b1984f_vm-in-caps-simdna	347.4	pcrec_25b1984f_auto-nocaps-simdna	546.3	excluded	excluded	1.583552	1.572736	1.169193	1.000000	1.573732	1.572132	1.173459	1.000176
bounded@0.3	dig-exact-2	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	940.0	pcrec_25b1984f_auto-caps-simdna	940.0	pcrec_25b1984f_auto-nocaps-simdna	940.8	5.351385	2.655209	1.000000	1.000782	2.215462	2.272867	1.176086	1.003700	2.236099	2.192768
bounded@0.3	dig-exact-32	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	65766.9	pcrec_d34c9131_auto-caps-simdna	65766.9	pcrec_25b1984f_auto-nocaps-simdna	66166.0	2.367828	1.093473	1.010137	1.006068	2.178013	2.194566	1.011925	1.000000	2.177450	2.193156
bounded@0.3	dig-exact-32	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2083.5	libpcre2_10.46_jit-caps-simdna	2083.5			1.002225	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-32	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	587.8	pcrec_d34c9131_vm-in-caps-simdna	587.8	pcrec_25b1984f_auto-nocaps-simdna	896.1	excluded	excluded	1.535915	1.524462	1.107920	1.002597	1.528223	1.543559	1.106239	1.000000
bounded@0.3	dig-exact-32	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	2173.6	pcrec_d34c9131_auto-caps-simdna	2173.6	pcrec_25b1984f_auto-nocaps-simdna	2186.3	7.401192	1.757341	1.007100	1.005816	3.588786	3.519637	1.040897	1.000000	3.578986	3.540276
bounded@0.3	dig-exact-8	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	71284.1	pcrec_25b1984f_auto-caps-simdna	71284.1	pcrec_25b1984f_auto-nocaps-simdna	71967.3	4.513854	2.044944	1.000000	1.009583	2.843623	2.883286	1.263763	1.001069	2.841349	2.903310
bounded@0.3	dig-exact-8	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2752.3	libpcre2_10.46_jit-caps-simdna	2752.3			1.002814	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-8	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	424.1	pcrec_25b1984f_vm-in-caps-simdna	424.1	pcrec_288d505_auto-nocaps-simdna	611.2	excluded	excluded	1.434235	1.444307	1.167771	1.000000	1.440988	1.446406	1.153161	1.007517
bounded@0.3	dig-exact-8	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1933.0	pcrec_d34c9131_auto-caps-simdna	1933.0	pcrec_25b1984f_auto-nocaps-simdna	1938.4	8.992424	1.952250	1.008245	1.002781	3.702240	3.747901	1.078318	1.000000	3.714526	3.748485
bounded@0.3	dig-upto-16	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	73678.5	pcrec_d34c9131_auto-caps-simdna	74708.4	pcrec_25b1984f_auto-nocaps-simdna	73678.5	2.834210	1.578996	1.015709	1.000000	2.681713	2.696460	1.145188	1.013978	2.710708	2.694675
bounded@0.3	dig-upto-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3647.0	libpcre2_10.46_interp-caps-simdna	3647.0			1.000000	1.002323	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-16	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	521.8	pcrec_d34c9131_vm-in-caps-simdna	521.8	pcrec_288d505_auto-nocaps-simdna	746.2	excluded	excluded	1.433879	1.430843	1.101311	1.000830	1.429841	1.435190	1.107141	1.000000
bounded@0.3	dig-upto-16	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1292.5	pcrec_d34c9131_auto-caps-simdna	1292.5	pcrec_25b1984f_auto-nocaps-simdna	1295.8	3.938401	2.088328	1.013217	1.002515	2.015918	1.980423	1.088291	1.000000	2.021995	1.977020
bounded@0.3	dig-upto-2	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	147694.3	pcrec_d34c9131_auto-caps-simdna	147785.6	pcrec_288d505_auto-nocaps-simdna	147694.3	7.273554	3.139817	1.546576	1.532944	1.309297	1.373009	1.000000	1.000618	1.309257	1.356599
bounded@0.3	dig-upto-2	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3412.5	libpcre2_10.46_jit-caps-simdna	3412.5			1.002229	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-2	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	348.0	pcrec_25b1984f_vm-in-caps-simdna	348.0	pcrec_25b1984f_auto-nocaps-simdna	547.8	excluded	excluded	1.580281	1.574164	1.180536	1.000000	1.576071	1.569531	1.186791	1.001263
bounded@0.3	dig-upto-2	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1021.4	pcrec_25b1984f_auto-caps-simdna	1028.3	pcrec_288d505_auto-nocaps-simdna	1021.4	4.806226	2.536718	1.006787	1.008898	1.807297	1.873031	1.000000	1.021820	1.812759	1.811771
bounded@0.3	dig-upto-32	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	68239.9	pcrec_25b1984f_auto-caps-simdna	68239.9	pcrec_25b1984f_auto-nocaps-simdna	68407.8	2.096295	1.308529	1.000000	1.002461	2.096181	2.107977	1.116517	1.004773	2.112758	2.108096
bounded@0.3	dig-upto-32	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3761.0	libpcre2_10.46_jit-caps-simdna	3761.0			1.004618	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-32	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	574.4	pcrec_25b1984f_vm-in-caps-simdna	574.4	pcrec_288d505_auto-nocaps-simdna	942.9	excluded	excluded	1.648973	1.647051	1.028658	1.000000	1.641587	1.652861	1.036141	1.002807
bounded@0.3	dig-upto-32	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1406.5	pcrec_d34c9131_auto-caps-simdna	1406.5	pcrec_25b1984f_auto-nocaps-simdna	1408.7	3.677384	1.955400	1.008570	1.001513	1.455286	1.429343	1.071398	1.000000	1.460020	1.428009
bounded@0.3	dig-upto-4	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	116764.6	pcrec_d34c9131_auto-caps-simdna	116764.6	pcrec_25b1984f_auto-nocaps-simdna	116909.7	5.000555	2.219339	1.000147	1.001243	1.660854	1.690165	1.207772	1.000000	1.667203	1.681581
bounded@0.3	dig-upto-4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3464.1	libpcre2_10.46_interp-caps-simdna	3464.1			1.000000	1.004319	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-4	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	387.2	pcrec_25b1984f_vm-in-caps-simdna	387.2	pcrec_288d505_auto-nocaps-simdna	557.9	excluded	excluded	1.447021	1.445887	1.144252	1.000000	1.440696	1.452597	1.145408	1.006696
bounded@0.3	dig-upto-4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1183.1	pcrec_d34c9131_auto-caps-simdna	1183.1	pcrec_25b1984f_auto-nocaps-simdna	1186.6	4.193114	2.199424	1.004364	1.002942	1.802695	1.782274	1.047606	1.000000	1.803879	1.788143
bounded@0.3	dig-upto-8	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	88075.1	pcrec_d34c9131_auto-caps-simdna	88075.1	pcrec_25b1984f_auto-nocaps-simdna	88829.0	3.749989	1.858885	1.003972	1.008560	2.305859	2.338129	1.157530	1.000000	2.302319	2.324450
bounded@0.3	dig-upto-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3528.4	libpcre2_10.46_interp-caps-simdna	3528.4			1.000000	1.005237	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-8	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	435.2	pcrec_d34c9131_vm-in-caps-simdna	435.2	pcrec_25b1984f_auto-nocaps-simdna	621.1	excluded	excluded	1.435400	1.427212	1.111904	1.000747	1.428419	1.428220	1.107804	1.000000
bounded@0.3	dig-upto-8	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1226.2	pcrec_d34c9131_auto-caps-simdna	1226.3	pcrec_25b1984f_auto-nocaps-simdna	1226.2	4.062365	2.149963	1.002439	1.000000	2.079169	2.095063	1.070079	1.000104	2.086779	2.040296
bounded@0.3	dotted4	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	34566.7	libpcre2_10.46_jit-caps-simdna	34566.7	pcrec_288d505_auto-nocaps-simdna	66439.6	1.794999	1.000000	2.165050	2.166015	26.356648	26.757102	1.922070	2.165068	26.292975	26.653798
bounded@0.3	dotted4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2073.6	libpcre2_10.46_interp-caps-simdna	2073.6			1.000000	1.003169	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dotted4	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	574.4	pcrec_25b1984f_auto-caps-simdna	574.6	pcrec_25b1984f_auto-nocaps-simdna	574.4	excluded	excluded	1.000207	1.000000	1.315117	1.490327	1.025158	1.000804	1.326466	1.501848
bounded@0.3	dotted4	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	3116.5	libpcre2_10.46_jit-caps-simdna	3155.7	pcrec_288d505_auto-nocaps-simdna	3116.5	3.847656	1.012597	1.040746	1.046751	8.174419	8.359436	1.000000	1.045359	8.205493	8.300214
bounded@0.3	floor	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	1670.9	pcrec_d34c9131_auto-caps-simdna	1671.5	pcrec_288d505_auto-nocaps-simdna	1670.9	1.073528	2.533226	1.005486	1.005981	37.709438	38.482817	1.000000	1.000335	37.822228	37.754303
bounded@0.3	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1409.6	libpcre2_10.46_jit-caps-simdna	1409.6			1.002654	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	floor	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	275.4	pcrec_d34c9131_vm-caps-simdna	275.4	pcrec_288d505_auto-nocaps-simdna	492.3	excluded	excluded	1.818256	1.819378	1.000134	1.055282	1.787479	1.813231	1.000000	1.077892
bounded@0.3	floor	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	468.5	pcrec_d34c9131_auto-caps-simdna	468.5	pcrec_288d505_auto-nocaps-simdna	469.3	4.111193	3.758980	1.009070	1.012955	3.228612	3.148033	1.001679	1.000000	3.220658	3.128026
bounded@0.3	grp-upto-1024	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	125442.0	pcrec_d34c9131_auto-caps-simdna	125602.4	pcrec_25b1984f_auto-nocaps-simdna	125442.0	54.801270	8.853210	1.004389	1.000000	1.401190	1.488160	1.242445	1.001279	1.391386	1.434725
bounded@0.3	grp-upto-1024	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	123425.3	libpcre2_10.46_jit-caps-simdna	123425.3			1.000030	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	grp-upto-1024	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	1885.2	pcrec_d34c9131_vm-in-caps-simdna	1885.2	pcrec_288d505_auto-nocaps-simdna	4830.9	excluded	excluded	2.560812	2.564220	1.039844	1.061380	2.562598	2.564306	1.020858	1.000000
bounded@0.3	grp-upto-1024	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	988.4	pcrec_25b1984f_auto-caps-simdna	988.4	pcrec_25b1984f_auto-nocaps-simdna	989.7	48.263322	4.621959	1.000000	1.001323	1.120800	1.111763	1.057816	1.012238	1.131074	1.112715
bounded@0.3	hex32	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	255819.0	pcrec_25b1984f_auto-caps-simdna	268110.0	pcrec_288d505_auto-nocaps-simdna	255819.0	4.730671	1.121070	1.048046	1.046872	1.446977	1.450199	1.000000	1.053252	1.449997	1.451778
bounded@0.3	hex32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2351.7	libpcre2_10.46_interp-caps-simdna	2351.7			1.000000	1.003937	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	hex32	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	677.2	pcrec_d34c9131_vm-in-caps-simdna	677.2	pcrec_288d505_auto-nocaps-simdna	991.7	excluded	excluded	1.467079	1.469364	1.022062	1.001332	1.464397	1.467411	1.031121	1.000000
bounded@0.3	hex32	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2804.1	pcrec_25b1984f_auto-caps-simdna	2824.8	pcrec_25b1984f_auto-nocaps-simdna	2804.1	11.491737	1.778111	1.007391	1.000000	4.035300	3.947478	1.057674	1.014971	3.939249	3.934021
bounded@0.3	line-80	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	32186.9	libpcre2_10.46_jit-caps-simdna	32186.9	pcrec_288d505_auto-nocaps-simdna	75528.0	3.959065	1.000000	2.342779	2.349214	2.455860	2.458505	2.346548	2.348350	2.458147	2.459279
bounded@0.3	line-80	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	9784.7	libpcre2_10.46_interp-caps-simdna	9784.7			1.000000	1.000193	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	line-80	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	4621.7	pcrec_25b1984f_vm-in-caps-simdna	4621.7	pcrec_25b1984f_auto-nocaps-simdna	5413.8	excluded	excluded	1.176565	1.171402	1.001300	1.000000	1.184988	1.177554	1.004937	1.000856
bounded@0.3	line-80	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2928.9	libpcre2_10.46_jit-caps-simdna	2928.9	pcrec_25b1984f_auto-nocaps-simdna	3746.0	2.102192	1.000000	1.273284	1.278985	5.524302	5.536681	1.288486	1.266018	5.526551	5.539422
bounded@0.3	nest2-4	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	73934.9	pcrec_25b1984f_auto-caps-simdna	74139.8	pcrec_25b1984f_auto-nocaps-simdna	73934.9	6.264610	1.430624	1.002771	1.000000	6.325228	6.335535	1.143358	1.012516	6.349294	6.313625
bounded@0.3	nest2-4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	105170.8	libpcre2_10.46_jit-caps-simdna	105170.8			1.002147	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-4	match-compliance	whole-subject	pcrec_25b1984f_auto-caps-simdna	744.7	pcrec_25b1984f_auto-caps-simdna	744.7	pcrec_25b1984f_auto-nocaps-simdna	745.8	excluded	excluded	1.000000	1.001489	24.845051	24.917378	1.002535	1.014305	24.888298	24.896235
bounded@0.3	nest2-4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1293.3	pcrec_d34c9131_auto-caps-simdna	1293.3	pcrec_25b1984f_auto-nocaps-simdna	1310.5	6.252059	2.118428	1.000768	1.013347	4.297785	4.371499	1.079053	1.000000	4.279269	4.367601
bounded@0.3	nest2-64	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	62411.4	pcrec_d34c9131_auto-caps-simdna	62411.4	pcrec_25b1984f_auto-nocaps-simdna	62432.0	1.519414	1.166105	1.001883	1.000330	7.653195	7.455198	1.014695	1.000000	7.658524	7.451619
bounded@0.3	nest2-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7681.8	libpcre2_10.46_interp-caps-simdna	7681.8			1.000000	1.000525	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
