# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, until=2026-09-21T14:30:16Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	cls-fold-pair	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.4	pcrec_25b1984f_vm-in-caps-simdna	251.4	rust_1.13.1_default-caps-simdna	424.9	excluded	excluded	1.725347	1.738591	1.096511	1.000000	1.689873
syntax@0.1	cls-fold-pair	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	520.4	pcrec_25b1984f_auto-caps-simdna	520.4	pcrec_25b1984f_auto-nocaps-simdna	535.6	4.175697	3.035321	1.000000	1.029087	1.945270	1.785496	2.783449
syntax@0.1	cls-h	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	132216.5	libpcre2_10.46_jit-caps-simdna	132216.5	pcrec_25b1984f_auto-nocaps-simdna	254050.4	6.129352	1.000000	1.928179	1.921472	7.621056	7.718737	refused
syntax@0.1	cls-h	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1630.4	libpcre2_10.46_jit-caps-simdna	1630.4			1.009163	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	cls-h	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	274.4	pcrec_25b1984f_vm-in-caps-simdna	274.4	pcrec_25b1984f_auto-nocaps-simdna	471.7	excluded	excluded	1.683769	1.718654	1.002710	1.000000	refused
syntax@0.1	cls-h	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	470.5	pcrec_25b1984f_auto-caps-simdna	471.5	pcrec_25b1984f_auto-nocaps-simdna	470.5	4.008086	3.544269	1.002225	1.000000	1.771111	1.662840	refused
syntax@0.1	cls-i-class	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	926051.9	libpcre2_10.46_jit-caps-simdna	1347423.7	rust_1.13.1_default-caps-simdna	926051.9	4.421234	1.455020	1.534197	1.527217	2.063435	2.131007	1.000000
syntax@0.1	cls-i-class	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1723.3	libpcre2_10.46_interp-caps-simdna	1723.3			1.000000	1.005638	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-i-class	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	259.5	pcrec_25b1984f_vm-in-caps-simdna	259.5	pcrec_25b1984f_auto-nocaps-simdna	451.1	excluded	excluded	1.757499	1.737953	1.041422	1.000000	2.420232
syntax@0.1	cls-i-class	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	678.6	pcrec_25b1984f_auto-caps-simdna	681.5	pcrec_25b1984f_auto-nocaps-simdna	678.6	3.852493	2.479799	1.004299	1.000000	1.487019	1.423039	2.872879
syntax@0.1	cls-mixed-case	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	790458.8	pcrec_25b1984f_auto-caps-simdna	791671.3	pcrec_25b1984f_auto-nocaps-simdna	790458.8	4.069051	1.436129	1.001534	1.000000	2.641981	2.660324	2.149751
syntax@0.1	cls-mixed-case	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.4	libpcre2_10.46_jit-caps-simdna	1422.4			1.013538	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-mixed-case	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_vm-in-caps-simdna	254.0	rust_1.13.1_default-caps-simdna	425.2	excluded	excluded	1.713568	1.742322	1.090609	1.000000	1.674175
syntax@0.1	cls-mixed-case	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	530.3	pcrec_25b1984f_auto-caps-simdna	532.6	pcrec_25b1984f_auto-nocaps-simdna	530.3	4.116885	3.093382	1.004209	1.000000	2.193666	2.123165	4.317568
syntax@0.1	cls-n-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	300585.9	libpcre2_10.46_jit-caps-simdna	300585.9	pcrec_25b1984f_auto-nocaps-simdna	517309.4	8.905708	1.000000	1.720874	1.721003	5.535573	5.544356	refused
syntax@0.1	cls-n-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1772.6	libpcre2_10.46_jit-caps-simdna	1772.6			1.011203	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	cls-n-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	260.9	pcrec_25b1984f_vm-in-caps-simdna	260.9	pcrec_25b1984f_auto-nocaps-simdna	454.7	excluded	excluded	1.743769	1.742956	1.026160	1.000000	refused
syntax@0.1	cls-n-uc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	519.5	pcrec_25b1984f_auto-caps-simdna	519.8	pcrec_25b1984f_auto-nocaps-simdna	519.5	4.980078	3.391643	1.000678	1.000000	2.128129	2.078985	refused
syntax@0.1	cls-negset	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	745494.8	pcrec_25b1984f_auto-caps-simdna	745564.5	pcrec_25b1984f_auto-nocaps-simdna	745494.8	3.805379	1.291376	1.000094	1.000000	2.950387	2.950849	1.683424
syntax@0.1	cls-negset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1386.5	libpcre2_10.46_jit-caps-simdna	1386.5			1.013440	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-negset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.1	pcrec_25b1984f_vm-in-caps-simdna	250.1	pcrec_25b1984f_auto-nocaps-simdna	430.5	excluded	excluded	1.715234	1.721224	1.099505	1.000000	1.916586
syntax@0.1	cls-negset	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	502.7	pcrec_25b1984f_auto-caps-simdna	502.7	pcrec_25b1984f_auto-nocaps-simdna	506.2	4.376007	3.424237	1.000000	1.006933	2.632151	2.564725	3.453548
syntax@0.1	cls-pair-ctl	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	647727.5	pcrec_25b1984f_auto-caps-simdna	839426.1	rust_1.13.1_default-caps-simdna	647727.5	4.883447	1.780591	1.295956	1.296973	3.336487	3.363255	1.000000
syntax@0.1	cls-pair-ctl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1415.8	libpcre2_10.46_jit-caps-simdna	1415.8			1.014618	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-pair-ctl	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	253.6	pcrec_25b1984f_vm-in-caps-simdna	253.6	rust_1.13.1_default-caps-simdna	424.6	excluded	excluded	1.738150	1.731439	1.094285	1.000000	1.674287
syntax@0.1	cls-pair-ctl	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	524.7	pcrec_25b1984f_auto-caps-simdna	524.7	pcrec_25b1984f_auto-nocaps-simdna	530.7	4.136127	3.133354	1.000000	1.011357	2.220218	2.147956	2.749569
syntax@0.1	cls-posix	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5919306.8	pcrec_25b1984f_vm-caps-simdna	5919306.8	pcrec_25b1984f_auto-nocaps-simdna	6419001.6	4.647506	1.925081	1.085210	1.084418	1.000000	1.006469	3.883254
syntax@0.1	cls-posix	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3537.1	libpcre2_10.46_interp-caps-simdna	3537.1			1.000000	1.001624	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-posix	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	450.2	pcrec_25b1984f_vm-in-caps-simdna	450.2	pcrec_25b1984f_auto-nocaps-simdna	611.3	excluded	excluded	1.357565	1.357690	1.038907	1.000000	4.793614
syntax@0.1	cls-posix	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	606.0	pcrec_25b1984f_vm-in-caps-simdna	606.0	pcrec_25b1984f_auto-nocaps-simdna	752.8	6.981595	2.978010	1.255919	1.242323	1.066279	1.000000	13.212883
syntax@0.1	cls-range	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	273221.0	libpcre2_10.46_jit-caps-simdna	273221.0	pcrec_25b1984f_auto-nocaps-simdna	278930.5	4.811193	1.000000	1.019985	1.020897	2.424257	2.445995	1.796558
syntax@0.1	cls-range	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1210.0	libpcre2_10.46_jit-caps-simdna	1210.0			1.034790	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-range	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	260.7	pcrec_25b1984f_vm-caps-simdna	260.7	pcrec_25b1984f_auto-nocaps-simdna	440.2	excluded	excluded	1.691982	1.688381	1.000000	1.000105	3.553280
syntax@0.1	cls-range	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	415.1	pcrec_25b1984f_auto-caps-simdna	421.3	pcrec_25b1984f_auto-nocaps-simdna	415.1	4.051530	3.747657	1.014930	1.000000	1.661345	1.517220	3.451673
syntax@0.1	cls-s-lc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	286720.3	libpcre2_10.46_jit-caps-simdna	286720.3	rust_1.13.1_default-caps-simdna	344760.5	9.232067	1.000000	2.541648	2.531242	3.352636	3.356171	1.202428
syntax@0.1	cls-s-lc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1321.9	libpcre2_10.46_jit-caps-simdna	1321.9			1.038969	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-s-lc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.2	pcrec_25b1984f_vm-in-caps-simdna	250.2	pcrec_25b1984f_auto-nocaps-simdna	454.8	excluded	excluded	1.833463	1.817882	1.051778	1.000000	2.744781
syntax@0.1	cls-s-lc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	522.0	pcrec_25b1984f_auto-caps-simdna	524.3	pcrec_25b1984f_auto-nocaps-simdna	522.0	4.249892	3.293577	1.004429	1.000000	1.320511	1.143566	2.400456
syntax@0.1	cls-s-uc	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2871149.2	pcrec_25b1984f_auto-caps-simdna	3173717.5	rust_1.13.1_default-caps-simdna	2871149.2	34.804641	1.158528	1.105382	1.107556	8.443452	8.359914	1.000000
syntax@0.1	cls-s-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1536.4	libpcre2_10.46_jit-caps-simdna	1536.4			1.014175	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-s-uc	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	730.2	pcrec_25b1984f_auto-caps-simdna	732.7	pcrec_25b1984f_auto-nocaps-simdna	730.2	excluded	excluded	1.003520	1.000000	1.626388	1.741479	1.736790
syntax@0.1	cls-s-uc	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1176.0	pcrec_25b1984f_auto-caps-simdna	1184.6	pcrec_25b1984f_auto-nocaps-simdna	1176.0	4.213723	1.480097	1.007366	1.000000	13.735502	13.570352	2.100934
syntax@0.1	cls-v	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	170296.3	libpcre2_10.46_jit-caps-simdna	170296.3	pcrec_25b1984f_auto-nocaps-simdna	431628.1	14.048869	1.000000	2.535502	2.534571	5.286441	5.265020	wrong
syntax@0.1	cls-v	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1902.8	libpcre2_10.46_jit-caps-simdna	1902.8			1.010575	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-v	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	273.8	pcrec_25b1984f_vm-in-caps-simdna	273.8	pcrec_25b1984f_auto-nocaps-simdna	463.8	excluded	excluded	1.695116	1.693702	1.055888	1.000000	wrong
syntax@0.1	cls-v	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	509.8	pcrec_25b1984f_auto-caps-simdna	509.8	pcrec_25b1984f_auto-nocaps-simdna	515.0	5.889191	3.320659	1.000000	1.010244	1.392318	1.268090	wrong
syntax@0.1	cls-w	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5705896.5	pcrec_25b1984f_vm-caps-simdna	5705896.5	pcrec_25b1984f_auto-nocaps-simdna	6891632.2	5.298636	2.246983	1.206930	1.207809	1.000000	1.009090	4.405116
syntax@0.1	cls-w	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4050.8	libpcre2_10.46_jit-caps-simdna	4050.8			1.000236	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-w	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	471.7	pcrec_25b1984f_vm-in-caps-simdna	471.7	pcrec_25b1984f_auto-nocaps-simdna	631.0	excluded	excluded	1.328722	1.337715	1.012166	1.000000	5.252765
syntax@0.1	cls-w	short-subject-search	plain	pcrec_25b1984f_vm-in-caps-simdna	572.2	pcrec_25b1984f_vm-in-caps-simdna	572.2	pcrec_25b1984f_auto-nocaps-simdna	802.1	7.918992	3.445672	1.399280	1.401825	1.052304	1.000000	15.554967
syntax@0.1	cnd-group	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	5117814.8	libpcre2_10.46_jit-caps-simdna	5117814.8			1.542233	1.000000	refused	refused	refused	refused	refused
syntax@0.1	cnd-group	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2408.1	libpcre2_10.46_jit-caps-simdna	2408.1			1.000352	1.000000	refused	refused	refused	refused	refused
syntax@0.1	cnd-group	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2163.6	libpcre2_10.46_jit-caps-simdna	2163.6			2.393005	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-cr	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	23128.8	pcrec_25b1984f_auto-caps-simdna	23128.8	pcrec_25b1984f_auto-nocaps-simdna	23151.8	98.635384	7.152448	1.000000	1.000995	73.429437	73.419151	2.154939
syntax@0.1	esc-cr	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1530.5	libpcre2_10.46_jit-caps-simdna	1530.5			1.006674	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-cr	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	259.4	pcrec_25b1984f_vm-in-caps-simdna	259.4	rust_1.13.1_default-caps-simdna	417.5	excluded	excluded	1.752562	1.791116	1.031128	1.000000	1.609810
syntax@0.1	esc-cr	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	365.8	pcrec_25b1984f_auto-caps-simdna	365.8	pcrec_25b1984f_auto-nocaps-simdna	366.1	6.752588	4.470741	1.000000	1.000849	3.341307	3.098074	1.413311
syntax@0.1	esc-ctrl	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	57290.3	libpcre2_10.46_jit-caps-simdna	57290.3			12.053518	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-ctrl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1330.2	libpcre2_10.46_jit-caps-simdna	1330.2			1.016008	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-ctrl	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1562.2	libpcre2_10.46_jit-caps-simdna	1562.2			1.294233	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-hex	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	345567.2	libpcre2_10.46_jit-caps-simdna	514903.6	rust_1.13.1_default-caps-simdna	345567.2	8.683520	1.490024	2.428806	2.428152	4.999040	4.976877	1.000000
syntax@0.1	esc-hex	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1404.1	libpcre2_10.46_jit-caps-simdna	1404.1			1.015942	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.8	pcrec_25b1984f_vm-in-caps-simdna	251.8	rust_1.13.1_default-caps-simdna	423.3	excluded	excluded	1.720645	1.727869	1.097207	1.000000	1.681053
syntax@0.1	esc-hex	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	522.8	pcrec_25b1984f_auto-caps-simdna	522.8	pcrec_25b1984f_auto-nocaps-simdna	522.9	4.086725	3.299820	1.000000	1.000370	1.900938	1.775143	1.953118
syntax@0.1	esc-hex-braced	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	39786.2	pcrec_25b1984f_auto-caps-simdna	39905.0	pcrec_25b1984f_auto-nocaps-simdna	39786.2	55.947374	6.904687	1.002987	1.000000	42.160735	42.170160	wrong
syntax@0.1	esc-hex-braced	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.7	libpcre2_10.46_jit-caps-simdna	1422.7			1.012958	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex-braced	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_auto-nocaps-simdna	437.0	excluded	excluded	1.766375	1.736143	1.053393	1.000000	wrong
syntax@0.1	esc-hex-braced	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	369.5	pcrec_25b1984f_auto-caps-simdna	370.1	pcrec_25b1984f_auto-nocaps-simdna	369.5	4.413350	4.243794	1.001465	1.000000	3.041306	2.888263	wrong
syntax@0.1	esc-nl	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	71370.7	libpcre2_10.46_jit-caps-simdna	166739.5	rust_1.13.1_default-caps-simdna	71370.7	32.041101	2.336245	4.544270	4.543162	29.057351	29.221461	1.000000
syntax@0.1	esc-nl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1650.8	libpcre2_10.46_jit-caps-simdna	1650.8			1.008817	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-nl	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	258.9	pcrec_25b1984f_vm-in-caps-simdna	258.9	rust_1.13.1_default-caps-simdna	429.5	excluded	excluded	1.750038	1.751503	1.019930	1.000000	1.658833
syntax@0.1	esc-nl	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	372.0	pcrec_25b1984f_auto-caps-simdna	372.1	pcrec_25b1984f_auto-nocaps-simdna	372.0	7.179455	4.407953	1.000251	1.000000	3.841620	3.684406	1.523945
syntax@0.1	esc-octal-0	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	168150.4	libpcre2_10.46_jit-caps-simdna	168150.4	pcrec_25b1984f_auto-nocaps-simdna	448971.5	13.729649	1.000000	2.670106	2.670060	12.484999	12.490373	refused
syntax@0.1	esc-octal-0	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1714.1	libpcre2_10.46_jit-caps-simdna	1714.1			1.008913	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	esc-octal-0	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	262.0	pcrec_25b1984f_vm-in-caps-simdna	262.0	pcrec_25b1984f_auto-nocaps-simdna	459.9	excluded	excluded	1.750220	1.755393	1.021175	1.000000	refused
syntax@0.1	esc-octal-0	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	515.5	pcrec_25b1984f_auto-caps-simdna	515.5	pcrec_25b1984f_auto-nocaps-simdna	516.1	5.320073	3.420718	1.000000	1.001202	2.739297	2.629962	refused
syntax@0.1	esc-octal-o	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	517143.8	libpcre2_10.46_jit-caps-simdna	517143.8			5.802997	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	libpcre2_10.46_jit-caps-simdna	1408.3			1.011946	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1594.8	libpcre2_10.46_jit-caps-simdna	1594.8			1.340174	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	106124.2	libpcre2_10.46_jit-caps-simdna	106124.2	pcrec_25b1984f_auto-nocaps-simdna	122559.0	9.885853	1.000000	1.155486	1.154864	13.416137	13.367711	refused
syntax@0.1	esc-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.1	libpcre2_10.46_jit-caps-simdna	1420.1			1.015468	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	esc-quote	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_auto-nocaps-simdna	439.8	excluded	excluded	1.734768	1.747576	1.048371	1.000000	refused
syntax@0.1	esc-quote	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	408.1	pcrec_25b1984f_auto-caps-simdna	415.1	pcrec_25b1984f_auto-nocaps-simdna	408.1	4.006153	4.135237	1.017044	1.000000	2.626955	2.488818	refused
syntax@0.1	esc-tab	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	56460.4	pcrec_25b1984f_auto-caps-simdna	66914.9	rust_1.13.1_default-caps-simdna	56460.4	13.019935	2.021234	1.185165	1.180791	31.586113	31.253658	1.000000
syntax@0.1	esc-tab	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1458.7	libpcre2_10.46_jit-caps-simdna	1458.7			1.016448	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-tab	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	255.0	pcrec_25b1984f_vm-in-caps-simdna	255.0	rust_1.13.1_default-caps-simdna	428.6	excluded	excluded	1.771309	1.740388	1.018280	1.000000	1.680484
syntax@0.1	esc-tab	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	379.3	pcrec_25b1984f_auto-caps-simdna	379.3	pcrec_25b1984f_auto-nocaps-simdna	379.5	4.845651	4.552032	1.000000	1.000485	3.505423	3.351884	1.490418
syntax@0.1	floor	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	23131.6	pcrec_25b1984f_auto-caps-simdna	23131.6	pcrec_25b1984f_auto-nocaps-simdna	23157.6	1.002856	2.247160	1.000000	1.001124	35.258458	35.222368	1.014599
syntax@0.1	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1264.4	libpcre2_10.46_jit-caps-simdna	1264.4			1.003634	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	floor	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	236.3	pcrec_25b1984f_vm-caps-simdna	236.3	rust_1.13.1_default-caps-simdna	239.4	excluded	excluded	1.827287	1.841237	1.000000	1.051392	1.012856
syntax@0.1	floor	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	386.4	pcrec_25b1984f_auto-caps-simdna	386.4	pcrec_25b1984f_auto-nocaps-simdna	390.6	3.902473	4.191078	1.000000	1.010890	2.071667	2.016321	1.984296
syntax@0.1	grp-atomic-alt	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	403210.2	libpcre2_10.46_jit-caps-simdna	403210.2	pcrec_25b1984f_auto-nocaps-simdna	994565.6	19.493763	1.000000	2.482010	2.466618	26.184253	31.016317	refused
syntax@0.1	grp-atomic-alt	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.7	libpcre2_10.46_jit-caps-simdna	1420.7			1.020298	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-atomic-alt	match-compliance	whole-subject	pcrec_25b1984f_vm-caps-simdna	486.3	pcrec_25b1984f_vm-caps-simdna	486.3	pcrec_25b1984f_auto-nocaps-simdna	486.3	excluded	excluded	1.000312	1.000090	1.000000	1.311373	refused
syntax@0.1	grp-atomic-alt	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	963.7	pcrec_25b1984f_auto-caps-simdna	965.0	pcrec_25b1984f_auto-nocaps-simdna	963.7	6.692098	1.796899	1.001306	1.000000	6.952788	8.579590	refused
syntax@0.1	grp-atomic-rep	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	816701.8	pcrec_25b1984f_auto-caps-simdna	816701.8	pcrec_25b1984f_auto-nocaps-simdna	817434.4	8.632767	1.786049	1.000000	1.000897	4.765062	4.778513	refused
