# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=capability, version=0.1, since=2026-09-22T00:00:00Z, until=2026-09-23T18:00:00Z, testee=pcrec_8d716693_auto-caps-simdna, testee=pcrec_8d716693_auto-nocaps-simdna, testee=pcrec_8d716693_vm-caps-simdna, testee=pcrec_8d716693_vm-in-caps-simdna, testee=pcrec_b1885a83_auto-caps-simdna, testee=pcrec_b1885a83_auto-nocaps-simdna, testee=pcrec_b1885a83_vm-caps-simdna, testee=pcrec_b1885a83_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (11 record(s) matching this query); records: 11; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6; superseded: 0; newer_not_measured: 0; testees: oniguruma_6.9.10_default-caps-simdna,pcrec_8d716693_auto-caps-simdna,pcrec_8d716693_auto-nocaps-simdna,pcrec_8d716693_vm-caps-simdna,pcrec_8d716693_vm-in-caps-simdna,pcrec_b1885a83_auto-caps-simdna,pcrec_b1885a83_auto-nocaps-simdna,pcrec_b1885a83_vm-caps-simdna,pcrec_b1885a83_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; capture_class: yes=oniguruma_6.9.10_default-caps-simdna,pcrec_8d716693_auto-caps-simdna,pcrec_8d716693_vm-caps-simdna,pcrec_8d716693_vm-in-caps-simdna,pcrec_b1885a83_auto-caps-simdna,pcrec_b1885a83_vm-caps-simdna,pcrec_b1885a83_vm-in-caps-simdna; no=pcrec_8d716693_auto-nocaps-simdna,pcrec_b1885a83_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	oniguruma_6.9.10_default-caps-simdna	pcrec_8d716693_auto-caps-simdna	pcrec_8d716693_auto-nocaps-simdna	pcrec_8d716693_vm-caps-simdna	pcrec_8d716693_vm-in-caps-simdna	pcrec_b1885a83_auto-caps-simdna	pcrec_b1885a83_auto-nocaps-simdna	pcrec_b1885a83_vm-caps-simdna	pcrec_b1885a83_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna	vectorscan_5.4.11_block-nosom-nocaps-simd
capability@0.1	trim-nested-star	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	407.0	pcrec_8d716693_vm-caps-simdna	10185990.8	pcrec_b1885a83_auto-nocaps-simdna	407.0	30852.193340	25080.649980	1.040861	25028.723200	25149.861372	25035.442837	1.000000	25036.393291	25139.154744	4.889523	4.577639
capability@0.1	utf8-lead-no-cont	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	481108.8	pcrec_b1885a83_auto-caps-simdna	481110.7	pcrec_b1885a83_auto-nocaps-simdna	481108.8	4.230398	1.000629	1.001336	7.610073	7.610739	1.000004	1.000000	7.610493	7.610965	unsup	unsup
capability@0.1	utf8-lead-no-cont	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1224.7	pcrec_8d716693_auto-caps-simdna	1225.4	pcrec_8d716693_auto-nocaps-simdna	1224.7	4.027516	1.000554	1.000000	4.035155	4.048425	1.015693	1.010368	4.044743	4.068809	unsup	unsup
capability@0.1	uuid-near-miss	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	18.3	pcrec_b1885a83_auto-caps-simdna	27.6	rust_1.13.1_default-caps-simdna	18.3	5.093805	1.505335	1.506038	1.842824	2.212473	1.504942	1.505326	1.920081	2.096631	1.000000	1.654192
capability@0.1	uuid-near-miss	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	573.7	pcrec_8d716693_auto-caps-simdna	667.3	vectorscan_5.4.11_block-nosom-nocaps-simd	573.7	4.866791	1.163101	1.170578	1.340672	1.569906	1.170498	1.170358	1.356836	1.443980	1.213575	1.000000
capability@0.1	wild-codegrammar-json-array-begin	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	124.3	pcrec_8d716693_auto-caps-simdna	349512.7	vectorscan_5.4.11_block-nosom-nocaps-simd	124.3	32115.411326	2811.588093	2812.021309	8793.755941	8895.136816	2813.251140	2812.524163	8860.607212	8806.864739	2469.366992	1.000000
capability@0.1	wild-codegrammar-json-array-begin	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	624.1	pcrec_8d716693_auto-caps-simdna	624.1	pcrec_b1885a83_auto-nocaps-simdna	624.6	7.451297	1.000000	1.001084	1.097391	1.098960	1.000622	1.000824	1.133066	1.096552	2.133849	3.320586
capability@0.1	wild-codegrammar-json-constant	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	182624.7	pcrec_b1885a83_auto-caps-simdna	4196060.3	vectorscan_5.4.11_block-nosom-nocaps-simd	182624.7	35.947495	22.993986	22.988522	25.813440	25.791782	22.976416	22.986260	25.859607	25.802719	1.536013	1.000000
capability@0.1	wild-codegrammar-json-constant	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	2423.2	pcrec_8d716693_auto-caps-simdna	2423.8	pcrec_8d716693_auto-nocaps-simdna	2423.2	5.554028	1.000253	1.000000	1.400348	1.399490	1.005957	1.003781	1.410773	1.379165	1.266540	1.241669
capability@0.1	wild-codegrammar-json-number-extended	large-subject-throughput	plain	pcrec_8d716693_auto-caps-simdna	2447249.4	pcrec_8d716693_auto-caps-simdna	2447249.4	pcrec_8d716693_auto-nocaps-simdna	2451638.9	9.538722	1.000000	1.001794	4.072695	4.128237	1.008121	1.008970	4.090298	4.112064	4.330734	refused
capability@0.1	wild-codegrammar-json-number-extended	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	1393.3	pcrec_8d716693_auto-caps-simdna	1393.3	pcrec_8d716693_auto-nocaps-simdna	1393.8	8.400791	1.000000	1.000392	5.276686	5.323946	1.076079	1.075692	5.262391	5.334794	8.369038	refused
capability@0.1	wild-codegrammar-json-object-begin	large-subject-throughput	plain	pcrec_b1885a83_vm-in-caps-simdna	23110.8	pcrec_b1885a83_vm-in-caps-simdna	23110.8	pcrec_b1885a83_auto-nocaps-simdna	23136.4	96.419889	1.000842	1.003207	1.000892	1.000058	1.000534	1.001107	1.002223	1.000000	1.013441	1.398407
capability@0.1	wild-codegrammar-json-object-begin	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	597.9	pcrec_8d716693_auto-caps-simdna	597.9	pcrec_8d716693_auto-nocaps-simdna	598.1	7.341039	1.000000	1.000458	1.098958	1.099591	1.000793	1.000800	1.136872	1.098297	2.051717	3.416742
capability@0.1	wild-codegrammar-json-stringcontent-escape	large-subject-throughput	plain	pcrec_b1885a83_auto-caps-simdna	23120.4	pcrec_b1885a83_auto-caps-simdna	23120.4	pcrec_8d716693_auto-nocaps-simdna	23134.0	96.388791	1.000078	1.000590	1.000327	1.001835	1.000000	1.000605	1.003999	1.001683	1.019398	refused
capability@0.1	wild-codegrammar-json-stringcontent-escape	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	674.5	pcrec_8d716693_auto-caps-simdna	674.5	pcrec_8d716693_auto-nocaps-simdna	674.9	7.457512	1.000000	1.000629	1.251131	1.411972	1.000964	1.000826	1.287715	1.412582	4.373788	refused
capability@0.1	wild-datetime-datefinder-alternation	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	664.5	oniguruma_6.9.10_default-caps-simdna	2130195568.0	vectorscan_5.4.11_block-nosom-nocaps-simd	664.5	3205933.516904	refused	15634.557398	refused	refused	refused	15752.356798	refused	refused	52607.147985	1.000000
capability@0.1	wild-datetime-datefinder-alternation	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1949.6	oniguruma_6.9.10_default-caps-simdna	766271.8	pcrec_8d716693_auto-nocaps-simdna	1949.6	393.038044	refused	1.000000	refused	refused	refused	1.036695	refused	refused	44.981970	1.926501
capability@0.1	wild-datetime-moment-iso8601	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	36.9	pcrec_8d716693_auto-caps-simdna	48.7	pcrec_b1885a83_auto-nocaps-simdna	36.9	26.714862	1.319709	1.000667	2.015765	2.121939	1.333353	1.000000	1.960504	2.096482	8.147099	3.980984
capability@0.1	wild-datetime-moment-iso8601	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	631.5	pcrec_b1885a83_vm-caps-simdna	816.9	pcrec_8d716693_auto-nocaps-simdna	631.5	18.432370	1.337744	1.000000	1.338462	1.460274	1.341777	1.003576	1.293666	1.464626	3.256227	2.562874
capability@0.1	wild-logparse-base10num-grok	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	4035877.6	pcrec_b1885a83_auto-caps-simdna	4040416.0	pcrec_b1885a83_auto-nocaps-simdna	4035877.6	6.723873	1.002041	1.001925	5.769499	5.872053	1.001125	1.000000	5.810260	5.890239	unsup	unsup
capability@0.1	wild-logparse-base10num-grok	short-subject-search	plain	pcrec_b1885a83_auto-caps-simdna	2479.6	pcrec_b1885a83_auto-caps-simdna	2479.6	pcrec_b1885a83_auto-nocaps-simdna	2484.6	6.400182	1.003589	1.005832	7.381805	7.482154	1.000000	1.002019	7.408453	7.503713	unsup	unsup
capability@0.1	wild-logparse-base10num-noatomic	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	3990114.4	pcrec_8d716693_auto-caps-simdna	3998590.4	pcrec_8d716693_auto-nocaps-simdna	3990114.4	6.431631	1.002124	1.000000	5.824568	5.831515	1.031880	1.000186	5.829152	5.838069	unsup	unsup
capability@0.1	wild-logparse-base10num-noatomic	short-subject-search	plain	pcrec_b1885a83_auto-caps-simdna	2443.0	pcrec_b1885a83_auto-caps-simdna	2443.0	pcrec_8d716693_auto-nocaps-simdna	2447.1	6.514304	1.001502	1.001687	7.298962	7.347984	1.000000	1.004780	7.285320	7.397506	unsup	unsup
capability@0.1	wild-logparse-quotedstring-grok	large-subject-throughput	plain	pcrec_b1885a83_auto-caps-simdna	1009802.4	pcrec_b1885a83_auto-caps-simdna	1009802.4	pcrec_b1885a83_auto-nocaps-simdna	1010147.7	3.434497	1.001139	1.000458	46.288767	46.178661	1.000000	1.000342	46.270191	46.186910	unsup	unsup
capability@0.1	wild-logparse-quotedstring-grok	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	1946.3	pcrec_8d716693_auto-caps-simdna	1946.3	pcrec_8d716693_auto-nocaps-simdna	1948.5	3.236070	1.000000	1.001149	25.162279	25.319270	1.006942	1.001618	25.179000	25.248266	unsup	unsup
capability@0.1	wild-logparse-quotedstring-noatomic	large-subject-throughput	plain	pcrec_b1885a83_auto-caps-simdna	930520.4	pcrec_b1885a83_auto-caps-simdna	930520.4	pcrec_8d716693_auto-nocaps-simdna	930525.1	3.509139	1.000091	1.000005	24.884662	24.910909	1.000000	1.000793	24.752306	24.881513	unsup	unsup
capability@0.1	wild-logparse-quotedstring-noatomic	short-subject-search	plain	pcrec_b1885a83_auto-caps-simdna	1843.8	pcrec_b1885a83_auto-caps-simdna	1843.8	pcrec_b1885a83_auto-nocaps-simdna	1847.7	156.782809	1.001756	1.003613	61.994027	62.120923	1.000000	1.002154	61.931985	62.029067	unsup	unsup
capability@0.1	wild-logparse-syslogbase-expanded	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	3988580.9	pcrec_b1885a83_auto-caps-simdna	3989200.0	pcrec_b1885a83_auto-nocaps-simdna	3988580.9	17.431290	1.000554	1.000249	9.988249	9.959331	1.000155	1.000000	9.989642	9.948519	unsup	unsup
capability@0.1	wild-logparse-syslogbase-expanded	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1591.0	pcrec_8d716693_auto-caps-simdna	1781.0	pcrec_8d716693_auto-nocaps-simdna	1591.0	14.747468	1.119406	1.000000	4.608007	4.660053	1.121104	1.001374	4.623844	4.645703	unsup	unsup
capability@0.1	wild-logparse-winpath-grok	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	23122.8	pcrec_b1885a83_vm-caps-simdna	23131.5	pcrec_b1885a83_auto-nocaps-simdna	23122.8	96.381659	1.001627	1.000186	1.001002	1.002345	1.001029	1.000000	1.000378	1.000840	unsup	unsup
capability@0.1	wild-logparse-winpath-grok	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	928.3	pcrec_b1885a83_auto-caps-simdna	928.5	pcrec_b1885a83_auto-nocaps-simdna	928.3	5.745515	1.006486	1.005559	1.103556	1.192780	1.000147	1.000000	1.099984	1.208281	unsup	unsup
capability@0.1	wild-secrets-aws-access-key-id	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	135353.4	oniguruma_6.9.10_default-caps-simdna	2169998.5	rust_1.13.1_default-caps-simdna	135353.4	16.032098	29.125040	29.453496	69.062588	68.991686	29.132149	29.424683	68.953291	68.989666	1.000000	2.162603
capability@0.1	wild-secrets-aws-access-key-id	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	982.3	pcrec_8d716693_auto-caps-simdna	1167.8	pcrec_8d716693_auto-nocaps-simdna	982.3	7.646337	1.188816	1.000000	1.970905	2.065706	1.229196	1.030749	1.962483	2.064315	2.189363	2.138054
capability@0.1	wild-secrets-github-pat	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	46778.6	pcrec_8d716693_auto-caps-simdna	124604.5	rust_1.13.1_default-caps-simdna	46778.6	8.856108	2.663708	2.667860	115.170521	125.207268	2.766151	2.756801	2.760781	2.684693	1.000000	1.287627
capability@0.1	wild-secrets-github-pat	short-subject-search	plain	pcrec_b1885a83_vm-caps-simdna	685.3	pcrec_b1885a83_vm-caps-simdna	685.3	vectorscan_5.4.11_block-nosom-nocaps-simd	824.4	4.323035	1.538580	1.400170	1.153851	1.353733	1.597686	1.365530	1.000000	1.237707	2.494579	1.202923
capability@0.1	wild-secrets-slack-webhook-url	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	111588.1	pcrec_8d716693_auto-caps-simdna	341850.0	vectorscan_5.4.11_block-nosom-nocaps-simd	111588.1	11.199477	3.063498	3.036147	43.618741	43.647122	3.115531	3.140343	3.116547	3.120621	5.783801	1.000000
capability@0.1	wild-secrets-slack-webhook-url	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	693.8	pcrec_b1885a83_vm-caps-simdna	841.0	vectorscan_5.4.11_block-nosom-nocaps-simd	693.8	4.857025	1.695150	1.383349	2.014750	2.141044	1.698133	1.384596	1.212141	1.362315	3.830283	1.000000
capability@0.1	wild-secrets-username-password-pair	large-subject-throughput	plain	pcrec_8d716693_auto-caps-simdna	23101.6	pcrec_8d716693_auto-caps-simdna	23101.6	pcrec_b1885a83_auto-nocaps-simdna	23117.6	209.502313	1.000000	1.001821	1.002652	1.003570	1.002396	1.000694	1.001612	1.000604	21.136382	20.574408
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	721.1	pcrec_8d716693_auto-caps-simdna	1073.7	pcrec_b1885a83_auto-nocaps-simdna	721.1	12.494974	1.489050	1.000455	1.524715	1.609746	1.489715	1.000000	1.519636	1.614050	3.382127	2.442144
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	82113.0	pcrec_b1885a83_vm-caps-simdna	356696.7	rust_1.13.1_default-caps-simdna	82113.0	16.330228	5.030491	5.032417	48.142486	48.050096	4.370234	4.366664	4.343975	4.344288	1.000000	1.865931
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_b1885a83_auto-caps-simdna	646.0	pcrec_b1885a83_auto-caps-simdna	646.0	pcrec_b1885a83_auto-nocaps-simdna	648.9	4.625562	1.094665	1.094345	3.707030	3.930188	1.000000	1.004531	1.181883	1.342698	2.081265	3.730741
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	24.9	pcrec_b1885a83_auto-caps-simdna	25.0	pcrec_b1885a83_auto-nocaps-simdna	24.9	6.070552	1.365448	1.395566	1.281422	1.420297	1.001756	1.000000	1.072052	1.283790	3.242309	8.756754
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	628.9	pcrec_b1885a83_auto-caps-simdna	629.4	pcrec_b1885a83_auto-nocaps-simdna	628.9	5.528082	1.024212	1.025759	1.019235	1.083859	1.000811	1.000000	1.044474	1.123840	2.538052	4.365344
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	243.2	pcrec_8d716693_auto-caps-simdna	7002348.8	vectorscan_5.4.11_block-nosom-nocaps-simd	243.2	411868.288016	28791.284836	15835.732827	104132.115894	106450.293564	28845.391138	15609.060551	104833.969332	106410.958723	54089.110679	1.000000
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1187.0	pcrec_8d716693_auto-caps-simdna	2880.9	pcrec_8d716693_auto-nocaps-simdna	1187.0	14.526694	2.426989	1.000000	87.632002	86.260024	2.609322	1.018334	87.671951	86.170369	11.125014	3.272370
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	43.7	pcrec_8d716693_auto-caps-simdna	43.9	pcrec_8d716693_auto-nocaps-simdna	43.7	50961.511704	1.002975	1.000000	1.810216	1.949681	529.469530	528.570867	530.423159	528.555488	2.484279	4.469021
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	662.2	pcrec_b1885a83_auto-caps-simdna	663.2	pcrec_b1885a83_auto-nocaps-simdna	662.2	7.932075	1.183042	1.183122	1.477927	1.554179	1.001573	1.000000	1.186631	1.283932	3.876461	3.531982
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	18.2	pcrec_b1885a83_vm-caps-simdna	28.5	rust_1.13.1_default-caps-simdna	18.2	20.282862	1.709563	1.371794	1.588047	1.882776	1.712587	1.374020	1.564664	1.905041	1.000000	1.672315
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	626.5	pcrec_b1885a83_auto-caps-simdna	858.3	pcrec_8d716693_auto-nocaps-simdna	626.5	5.728243	1.388788	1.000000	1.418433	1.632072	1.370135	1.000402	1.451014	1.659109	2.008835	1.516073
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	12.5	pcrec_8d716693_auto-caps-simdna	25.8	pcrec_8d716693_auto-nocaps-simdna	12.5	7.577057	2.069021	1.000000	2.543137	3.018983	2.145461	1.070627	2.534610	3.134697	1.461872	2.455930
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	417.8	pcrec_8d716693_auto-caps-simdna	751.8	pcrec_b1885a83_auto-nocaps-simdna	417.8	11.982743	1.799552	1.025325	1.994224	2.324824	1.836881	1.000000	1.997579	2.333633	3.977686	2.363267
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	82265.3	pcrec_b1885a83_auto-caps-simdna	82495.1	pcrec_8d716693_auto-nocaps-simdna	82265.3	29.398275	1.002940	1.000000	97.574909	97.640714	1.002793	1.000914	97.623397	97.572694	2.561624	2.957643
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	780.6	pcrec_8d716693_auto-caps-simdna	780.6	pcrec_b1885a83_auto-nocaps-simdna	785.2	5.427278	1.000000	1.010266	1.321194	1.320433	1.008026	1.005938	1.311569	1.326343	1.593473	2.077859
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	600527.6	pcrec_8d716693_auto-caps-simdna	4081835.7	vectorscan_5.4.11_block-nosom-nocaps-simd	600527.6	108.643992	6.797083	6.798727	34.783886	34.849336	6.799718	6.796196	34.748629	34.745493	4.075879	1.000000
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	2687.2	pcrec_b1885a83_auto-caps-simdna	2689.2	pcrec_b1885a83_auto-nocaps-simdna	2687.2	16.714267	1.001554	1.000221	6.123060	6.108356	1.000725	1.000000	6.120959	6.110759	1.642850	1.305696
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	160000.2	pcrec_8d716693_auto-caps-simdna	1358357.1	vectorscan_5.4.11_block-nosom-nocaps-simd	160000.2	30.959608	8.489724	8.505011	62.443336	62.379326	8.508154	8.502888	62.452315	62.480765	2.429880	1.000000
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	668.0	pcrec_b1885a83_auto-caps-simdna	670.6	pcrec_b1885a83_auto-nocaps-simdna	668.0	18.742944	1.004554	1.005223	1.850609	1.971119	1.003847	1.000000	1.808899	1.968879	4.798065	3.975072
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	86460.7	pcrec_b1885a83_auto-caps-simdna	995851.5	vectorscan_5.4.11_block-nosom-nocaps-simd	86460.7	39.635408	11.571276	11.577697	49.860918	49.868642	11.517963	11.536427	49.867611	49.852351	3.244653	1.000000
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1125.0	pcrec_b1885a83_auto-caps-simdna	1126.0	pcrec_8d716693_auto-nocaps-simdna	1125.0	7.751981	1.002720	1.000000	4.645985	4.724737	1.000881	1.001784	4.608791	4.719986	1.895153	1.920065
capability@0.1	wild-waf-crs-942360-concat-sqli	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	878544.4	pcrec_b1885a83_auto-caps-simdna	12109237.8	vectorscan_5.4.11_block-nosom-nocaps-simd	878544.4	169.873912	13.822785	13.815030	54.928824	54.988243	13.783296	13.842131	54.806718	55.037369	2.796243	1.000000
capability@0.1	wild-waf-crs-942360-concat-sqli	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	4566.7	pcrec_b1885a83_auto-caps-simdna	7423.9	vectorscan_5.4.11_block-nosom-nocaps-simd	4566.7	31.421943	1.626181	1.623076	10.725446	10.606246	1.625679	1.630384	10.650902	10.786446	1.056523	1.000000
capability@0.1	wild-waf-crs-942500-comment-obfuscation	large-subject-throughput	plain	pcrec_b1885a83_auto-nocaps-simdna	23120.7	pcrec_b1885a83_vm-caps-simdna	23145.8	pcrec_b1885a83_auto-nocaps-simdna	23120.7	64.797277	1.001406	1.001201	176.759364	176.457395	1.001576	1.000000	1.001083	1.001128	1.784680	2.604074
capability@0.1	wild-waf-crs-942500-comment-obfuscation	short-subject-search	plain	pcrec_b1885a83_auto-nocaps-simdna	637.7	pcrec_b1885a83_auto-caps-simdna	640.4	pcrec_b1885a83_auto-nocaps-simdna	637.7	6.093598	1.102271	1.105698	2.376875	2.535419	1.004310	1.000000	1.444588	1.619103	3.807471	3.871209
capability@0.1	winpath-near-miss	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	90.3	oniguruma_6.9.10_default-caps-simdna	93.3	rust_1.13.1_default-caps-simdna	90.3	1.033573	256.175507	256.132937	256.418199	256.428225	256.394047	256.412535	256.393202	256.534672	1.000000	1.732867
capability@0.1	winpath-near-miss	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	584.7	pcrec_8d716693_auto-caps-simdna	585.3	pcrec_8d716693_auto-nocaps-simdna	584.7	5.011985	1.000910	1.000000	1.436504	1.548132	1.102924	1.102841	1.516874	1.624519	3.072511	2.538017
