# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=altwide, version=0.2, until=2026-09-21T03:25:59Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_334fd10e_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_334fd10e_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_auto-nocaps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna; no=pcrec_334fd10e_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_334fd10e_auto-nocaps-simdna	pcrec_334fd10e_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	rust_1.13.1_default-caps-simdna
altwide@0.2	w-1024	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1011.6			rust_1.13.1_default-caps-simdna	1011.6	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	w-1024	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12427.8	libpcre2_10.46_jit-caps-simdna	5097629.2	rust_1.13.1_default-caps-simdna	12427.8	3246.104336	410.180244	refused	refused	refused	refused	1.000000
altwide@0.2	w-128	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1805375.4	pcrec_d34c9131_auto-caps-simdna	3114195.5	rust_1.13.1_default-caps-simdna	1805375.4	638.464834	46.443225	1.726790	8.071746	1.724957	8.192259	1.000000
altwide@0.2	w-128	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	27694.0	libpcre2_10.46_jit-caps-simdna	27694.0			1.000222	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-128	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	367.9	pcrec_d34c9131_vm-caps-simdna	367.9	pcrec_334fd10e_auto-nocaps-simdna	504.2	excluded	excluded	1.370630	1.081153	1.393874	1.000000	2.116938
altwide@0.2	w-128	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	7584.5	pcrec_d34c9131_auto-caps-simdna	7584.5	pcrec_334fd10e_auto-nocaps-simdna	7590.9	703.983636	53.099026	1.000838	5.634458	1.000000	5.609658	1.509913
altwide@0.2	w-192	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1988782.1	pcrec_d34c9131_auto-caps-simdna	3142416.7	rust_1.13.1_default-caps-simdna	1988782.1	865.850452	83.516872	1.567921	7.978491	1.580071	8.005068	1.000000
altwide@0.2	w-192	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	40106.0	libpcre2_10.46_jit-caps-simdna	40106.0			1.000098	1.000000	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-192	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	384.9	pcrec_d34c9131_vm-caps-simdna	384.9	pcrec_334fd10e_auto-nocaps-simdna	502.6	excluded	excluded	1.305709	1.036585	1.327298	1.000000	2.024644
altwide@0.2	w-192	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	7596.6	pcrec_d34c9131_auto-caps-simdna	7614.4	pcrec_334fd10e_auto-nocaps-simdna	7596.6	1044.330504	104.620666	1.000000	5.979844	1.002341	5.947264	1.519586
altwide@0.2	w-2048	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	9951817.2	libpcre2_10.46_jit-caps-simdna	3096624395.0	rust_1.13.1_default-caps-simdna	9951817.2	1857.419843	311.161705	refused	refused	refused	refused	1.000000
altwide@0.2	w-2048	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	377102.2	libpcre2_10.46_jit-caps-simdna	377102.2			1.001027	1.000000	refused	refused	refused	refused	excluded
altwide@0.2	w-2048	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1130.9			rust_1.13.1_default-caps-simdna	1130.9	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	w-2048	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12355.6	libpcre2_10.46_jit-caps-simdna	11547658.0	rust_1.13.1_default-caps-simdna	12355.6	6056.532737	934.612434	refused	refused	refused	refused	1.000000
altwide@0.2	w-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2251186.6	pcrec_d34c9131_auto-caps-simdna	2900625.5	rust_1.13.1_default-caps-simdna	2251186.6	1042.450546	105.914900	1.289673	7.059244	1.288487	7.064148	1.000000
altwide@0.2	w-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	53454.8	libpcre2_10.46_jit-caps-simdna	53454.8			1.005552	1.000000	refused	excluded	refused	excluded	excluded
altwide@0.2	w-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	382.2	pcrec_d34c9131_vm-caps-simdna	382.2	rust_1.13.1_default-caps-simdna	907.7	excluded	excluded	refused	1.066812	refused	1.000000	2.375368
altwide@0.2	w-256	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	7610.3	pcrec_d34c9131_auto-caps-simdna	7610.3	pcrec_334fd10e_auto-nocaps-simdna	7626.8	1400.537674	150.606555	1.002165	5.827667	1.000000	5.820835	1.586170
altwide@0.2	w-384	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2797091.2	pcrec_334fd10e_vm-in-caps-simdna	16734286.9	rust_1.13.1_default-caps-simdna	2797091.2	1248.443493	147.028037	refused	5.982746	refused	6.010339	1.000000
altwide@0.2	w-384	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	76997.9	libpcre2_10.46_jit-caps-simdna	76997.9			1.000931	1.000000	refused	excluded	refused	excluded	excluded
altwide@0.2	w-384	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	397.0	pcrec_d34c9131_vm-caps-simdna	397.0	rust_1.13.1_default-caps-simdna	898.8	excluded	excluded	refused	1.030314	refused	1.000000	2.264036
altwide@0.2	w-384	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12007.7	pcrec_334fd10e_vm-in-caps-simdna	52614.8	rust_1.13.1_default-caps-simdna	12007.7	1322.524668	157.648647	refused	4.381753	refused	4.402482	1.000000
altwide@0.2	w-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	3420235.0	libpcre2_10.46_jit-caps-simdna	588053816.0	rust_1.13.1_default-caps-simdna	3420235.0	1359.308720	171.933746	refused	refused	refused	refused	1.000000
altwide@0.2	w-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	102346.8	libpcre2_10.46_interp-caps-simdna	102346.8			1.000000	1.002173	refused	refused	refused	refused	excluded
altwide@0.2	w-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.3			rust_1.13.1_default-caps-simdna	1008.3	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	w-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	12608.6	libpcre2_10.46_jit-caps-simdna	2687414.0	rust_1.13.1_default-caps-simdna	12608.6	1676.687788	213.140689	refused	refused	refused	refused	1.000000
altwide@0.2	w-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2273091.7	pcrec_d34c9131_auto-caps-simdna	3416564.8	rust_1.13.1_default-caps-simdna	2273091.7	249.397122	14.921187	1.499205	5.794188	1.503048	5.798945	1.000000
altwide@0.2	w-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	15229.1	libpcre2_10.46_interp-caps-simdna	15229.1			1.000000	1.000350	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-64	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	410.3	pcrec_d34c9131_vm-caps-simdna	410.3	pcrec_334fd10e_auto-nocaps-simdna	501.2	excluded	excluded	1.221436	1.022470	1.227936	1.000000	1.895296
altwide@0.2	w-64	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	7424.7	pcrec_d34c9131_auto-caps-simdna	7427.3	pcrec_334fd10e_auto-nocaps-simdna	7424.7	357.041144	22.041833	1.000000	6.298769	1.000359	6.287193	1.351781
altwide@0.2	w-8	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	195332.1	pcrec_d34c9131_auto-caps-simdna	2256257.3	rust_1.13.1_default-caps-simdna	195332.1	147.205188	16.876151	11.532632	46.990535	11.550881	46.974465	1.000000
altwide@0.2	w-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2991.2	libpcre2_10.46_interp-caps-simdna	2991.2			1.000000	1.004107	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-8	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	370.8	pcrec_d34c9131_vm-caps-simdna	370.8	pcrec_334fd10e_auto-nocaps-simdna	466.3	excluded	excluded	1.257737	1.065402	1.161172	1.000000	2.082309
altwide@0.2	w-8	short-subject-search	plain	rust_1.13.1_default-caps-simdna	2760.0	pcrec_d34c9131_auto-caps-simdna	4659.9	rust_1.13.1_default-caps-simdna	2760.0	49.060148	4.119498	1.686147	11.538226	1.688347	11.564593	1.000000
altwide@0.2	w-96	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1740005.5	pcrec_d34c9131_auto-caps-simdna	3140772.0	rust_1.13.1_default-caps-simdna	1740005.5	497.343585	43.730126	1.797190	8.112347	1.805036	8.103312	1.000000
altwide@0.2	w-96	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	21495.5	libpcre2_10.46_interp-caps-simdna	21495.5			1.000000	1.001735	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-96	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	396.8	pcrec_d34c9131_vm-caps-simdna	396.8	pcrec_334fd10e_auto-nocaps-simdna	525.2	excluded	excluded	1.323644	1.093482	1.254717	1.000000	1.960904
altwide@0.2	w-96	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	7575.5	pcrec_d34c9131_auto-caps-simdna	7584.7	pcrec_334fd10e_auto-nocaps-simdna	7575.5	532.305563	46.108608	1.000000	6.586592	1.001215	6.560642	1.501289
altwide@0.2	wb-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	1893761.8	pcrec_334fd10e_vm-in-caps-simdna	7192481.7	rust_1.13.1_default-caps-simdna	1893761.8	196.945855	19.904091	refused	3.797986	refused	3.829690	1.000000
altwide@0.2	wb-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	57664.5	libpcre2_10.46_jit-caps-simdna	57664.5			1.000732	1.000000	refused	excluded	refused	excluded	excluded
altwide@0.2	wb-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	416.5	pcrec_d34c9131_vm-caps-simdna	416.5	rust_1.13.1_default-caps-simdna	898.8	excluded	excluded	refused	1.083403	refused	1.000000	2.158088
altwide@0.2	wb-256	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11232.7	pcrec_334fd10e_vm-in-caps-simdna	33261.7	rust_1.13.1_default-caps-simdna	11232.7	181.315425	18.473576	refused	2.961160	refused	2.978266	1.000000
altwide@0.2	wb-512	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	2224856.6	libpcre2_10.46_jit-caps-simdna	88537138.3	rust_1.13.1_default-caps-simdna	2224856.6	318.186969	39.794537	refused	refused	refused	refused	1.000000
altwide@0.2	wb-512	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	102631.9	libpcre2_10.46_jit-caps-simdna	102631.9			1.043108	1.000000	refused	refused	refused	refused	excluded
altwide@0.2	wb-512	match-compliance	whole-subject	rust_1.13.1_default-caps-simdna	1008.1			rust_1.13.1_default-caps-simdna	1008.1	excluded	excluded	refused	refused	refused	refused	1.000000
altwide@0.2	wb-512	short-subject-search	plain	rust_1.13.1_default-caps-simdna	11929.3	libpcre2_10.46_jit-caps-simdna	479750.9	rust_1.13.1_default-caps-simdna	11929.3	340.894290	40.216187	refused	refused	refused	refused	1.000000
