# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=altwide, version=0.2, since=2026-09-03T03:50:00Z, until=2026-09-05T08:40:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna_noisland, testee=pcrec_334fd10e_auto-nocaps-simdna, testee=pcrec_334fd10e_vm-caps-simdna, testee=pcrec_334fd10e_vm-in-caps-simdna, testee=pcrec_1989c62_auto-caps-simdna, testee=pcrec_1989c62_auto-nocaps-simdna, testee=pcrec_1989c62_vm-caps-simdna, testee=pcrec_1989c62_vm-in-caps-simdna; source: store/index.tsv (11 record(s) matching this query); records: 11; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.5; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_1989c62_auto-caps-simdna,pcrec_1989c62_auto-nocaps-simdna,pcrec_1989c62_vm-caps-simdna,pcrec_1989c62_vm-in-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_auto-nocaps-simdna,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_1989c62_auto-caps-simdna,pcrec_1989c62_vm-caps-simdna,pcrec_1989c62_vm-in-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna; no=pcrec_1989c62_auto-nocaps-simdna,pcrec_334fd10e_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_1989c62_auto-caps-simdna	pcrec_1989c62_auto-nocaps-simdna	pcrec_1989c62_vm-caps-simdna	pcrec_1989c62_vm-in-caps-simdna	pcrec_334fd10e_auto-caps-simdna	pcrec_334fd10e_auto-caps-simdna_noisland	pcrec_334fd10e_auto-nocaps-simdna	pcrec_334fd10e_vm-caps-simdna	pcrec_334fd10e_vm-in-caps-simdna
altwide@0.2	srt-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	56706.2	libpcre2_10.46_jit-caps-simdna	56706.2			1.000141	1.000000	refused	refused	excluded	excluded	refused	refused	refused	excluded	excluded
altwide@0.2	srt-256	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	382.9	pcrec_334fd10e_vm-caps-simdna	382.9			excluded	excluded	refused	refused	19.527778	20.251284	refused	refused	refused	1.000000	1.063992
altwide@0.2	srt-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna	7616.3	pcrec_334fd10e_auto-caps-simdna	7616.3	pcrec_334fd10e_auto-nocaps-simdna	7621.4	1373.795565	156.835016	1.043605	1.044261	137.478089	137.395015	1.000000	1.001773	1.000670	5.825009	5.817116
altwide@0.2	srt-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	585377928.0	libpcre2_10.46_jit-caps-simdna	585377928.0			7.759942	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	srt-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	112185.3	libpcre2_10.46_interp-caps-simdna	112185.3			1.000000	1.002536	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	srt-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2672883.8	libpcre2_10.46_jit-caps-simdna	2672883.8			7.789878	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1193710872.0	libpcre2_10.46_jit-caps-simdna	1193710872.0			7.743314	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	194477.3	libpcre2_10.46_interp-caps-simdna	194477.3			1.000000	1.000965	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5097629.2	libpcre2_10.46_jit-caps-simdna	5097629.2			7.913849	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-128	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	3115332.3	pcrec_334fd10e_auto-caps-simdna	3115332.3	pcrec_334fd10e_auto-nocaps-simdna	3117504.6	369.998642	26.914450	1.002753	1.005583	257.136039	255.652598	1.000000	1.000149	1.000697	4.733447	4.677682
altwide@0.2	w-128	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	27694.0	libpcre2_10.46_jit-caps-simdna	27694.0			1.000222	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-128	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	380.1	pcrec_334fd10e_vm-caps-simdna	380.1	pcrec_334fd10e_auto-nocaps-simdna	504.2	excluded	excluded	2.331123	2.334503	118.420934	118.332972	1.329869	1.331292	1.326369	1.000000	1.046239
altwide@0.2	w-128	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna	7583.0	pcrec_334fd10e_auto-caps-simdna	7583.0	pcrec_334fd10e_auto-nocaps-simdna	7590.9	704.123111	53.109546	1.035001	1.035578	529.848271	529.605054	1.000000	1.000320	1.001037	5.607742	5.635575
altwide@0.2	w-192	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	3112107.1	pcrec_1989c62_auto-caps-simdna	3112107.1	pcrec_1989c62_auto-nocaps-simdna	3114075.2	553.318969	53.371190	1.000000	1.000632	425.135944	425.485654	1.002719	1.000744	1.001975	5.108632	5.098629
altwide@0.2	w-192	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	40106.0	libpcre2_10.46_jit-caps-simdna	40106.0			1.000098	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-192	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	377.6	pcrec_334fd10e_vm-caps-simdna	377.6	pcrec_334fd10e_auto-nocaps-simdna	502.6	excluded	excluded	2.008791	2.007588	197.060088	197.053080	1.338977	1.330298	1.331035	1.000000	1.056691
altwide@0.2	w-192	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	7594.4	pcrec_334fd10e_auto-caps-simdna_noisland	7594.4	pcrec_334fd10e_auto-nocaps-simdna	7596.6	1044.640283	104.651700	1.033731	1.034875	882.645549	881.835019	1.000375	1.000000	1.000297	5.948215	5.981617
altwide@0.2	w-2048	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	3096624395.0	libpcre2_10.46_jit-caps-simdna	3096624395.0			5.969307	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-2048	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	377102.2	libpcre2_10.46_jit-caps-simdna	377102.2			1.001027	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-2048	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	11547658.0	libpcre2_10.46_jit-caps-simdna	11547658.0			6.480261	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	2899328.6	pcrec_334fd10e_auto-caps-simdna	2899328.6	pcrec_334fd10e_auto-nocaps-simdna	2903293.9	809.411790	82.237732	1.011363	1.011107	666.110489	663.435231	1.000000	1.001055	1.001368	5.479424	5.481157
altwide@0.2	w-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	53454.8	libpcre2_10.46_jit-caps-simdna	53454.8			1.005552	1.000000	refused	refused	excluded	excluded	refused	refused	refused	excluded	excluded
altwide@0.2	w-256	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	384.9	pcrec_334fd10e_vm-caps-simdna	384.9			excluded	excluded	refused	refused	281.191905	277.007096	refused	refused	refused	1.000000	1.059330
altwide@0.2	w-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	7617.8	pcrec_334fd10e_auto-caps-simdna_noisland	7617.8	pcrec_334fd10e_auto-nocaps-simdna	7626.8	1399.154676	150.457835	1.045863	1.044408	1243.260706	1240.078077	1.000919	1.000000	1.001175	5.831091	5.821912
altwide@0.2	w-384	large-subject-throughput	plain	pcrec_334fd10e_vm-caps-simdna	16542968.3	pcrec_334fd10e_vm-caps-simdna	16542968.3			211.087285	24.859555	refused	refused	refused	refused	refused	refused	refused	1.000000	1.011565
altwide@0.2	w-384	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	76997.9	libpcre2_10.46_jit-caps-simdna	76997.9			1.000931	1.000000	refused	refused	refused	refused	refused	refused	refused	excluded	excluded
altwide@0.2	w-384	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	401.7	pcrec_334fd10e_vm-caps-simdna	401.7			excluded	excluded	refused	refused	refused	refused	refused	refused	refused	1.000000	1.018326
altwide@0.2	w-384	short-subject-search	plain	pcrec_334fd10e_vm-in-caps-simdna	52614.8	pcrec_334fd10e_vm-in-caps-simdna	52614.8			301.825475	35.978443	refused	refused	refused	refused	refused	refused	refused	1.012947	1.000000
altwide@0.2	w-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	588053816.0	libpcre2_10.46_jit-caps-simdna	588053816.0			7.906003	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	102346.8	libpcre2_10.46_interp-caps-simdna	102346.8			1.000000	1.002173	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2687414.0	libpcre2_10.46_jit-caps-simdna	2687414.0			7.866578	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-64	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	3407831.3	pcrec_334fd10e_auto-caps-simdna_noisland	3411706.9	pcrec_334fd10e_auto-nocaps-simdna	3407831.3	166.352872	9.952730	1.011475	1.011943	90.844598	90.626742	1.005191	1.001137	1.000000	3.867917	3.864839
altwide@0.2	w-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	15229.1	libpcre2_10.46_interp-caps-simdna	15229.1			1.000000	1.000350	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-64	match-compliance	whole-subject	pcrec_334fd10e_vm-in-caps-simdna	419.6	pcrec_334fd10e_vm-in-caps-simdna	419.6	pcrec_334fd10e_auto-nocaps-simdna	501.2	excluded	excluded	2.098417	2.098400	39.561861	38.625856	1.199403	1.187304	1.194594	1.036135	1.000000
altwide@0.2	w-64	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	7420.4	pcrec_334fd10e_auto-caps-simdna_noisland	7420.4	pcrec_334fd10e_auto-nocaps-simdna	7424.7	357.249082	22.054670	1.033368	1.033306	210.518172	208.752023	1.000552	1.000000	1.000582	6.288058	6.302437
altwide@0.2	w-8	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	2236472.6	pcrec_1989c62_auto-caps-simdna	2241852.9	pcrec_1989c62_auto-nocaps-simdna	2236472.6	12.856805	1.473952	1.002406	1.000000	9.591929	9.606110	1.009504	1.008985	1.007253	4.114248	4.104123
altwide@0.2	w-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2991.2	libpcre2_10.46_interp-caps-simdna	2991.2			1.000000	1.004107	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-8	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	386.8	pcrec_334fd10e_vm-caps-simdna	386.8	pcrec_334fd10e_auto-nocaps-simdna	466.3	excluded	excluded	1.749758	1.736859	2.814122	3.080380	1.206002	1.201181	1.205669	1.000000	1.021297
altwide@0.2	w-8	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	4638.9	pcrec_334fd10e_auto-caps-simdna_noisland	4648.0	pcrec_1989c62_auto-nocaps-simdna	4638.9	29.189493	2.450992	1.004341	1.000000	23.083210	23.104286	1.002706	1.001944	1.003213	6.833250	6.864940
altwide@0.2	w-96	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	3127120.0	pcrec_334fd10e_auto-caps-simdna_noisland	3132478.6	pcrec_334fd10e_auto-nocaps-simdna	3127120.0	276.734046	24.332504	1.021955	1.022677	158.097405	158.457766	1.003632	1.001714	1.000000	4.516158	4.513907
altwide@0.2	w-96	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	21495.5	libpcre2_10.46_interp-caps-simdna	21495.5			1.000000	1.001735	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-96	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	396.9	pcrec_334fd10e_vm-caps-simdna	396.9	pcrec_334fd10e_auto-nocaps-simdna	525.2	excluded	excluded	2.220125	2.221414	56.392777	56.374493	1.326022	1.323893	1.323252	1.000000	1.093158
altwide@0.2	w-96	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	7575.5	pcrec_334fd10e_auto-caps-simdna	7577.8	pcrec_334fd10e_auto-nocaps-simdna	7575.5	532.305563	46.108608	1.035991	1.037443	329.973477	329.505552	1.000296	1.000603	1.000000	6.567290	6.586592
altwide@0.2	wb-256	large-subject-throughput	plain	pcrec_334fd10e_vm-caps-simdna	7175094.9	pcrec_334fd10e_vm-caps-simdna	7175094.9			51.980989	5.253395	refused	refused	77.738830	77.531908	refused	refused	refused	1.000000	1.002423
altwide@0.2	wb-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	57664.5	libpcre2_10.46_jit-caps-simdna	57664.5			1.000732	1.000000	refused	refused	excluded	excluded	refused	refused	refused	excluded	excluded
altwide@0.2	wb-256	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	417.5	pcrec_334fd10e_vm-caps-simdna	417.5			excluded	excluded	refused	refused	80.390485	80.209528	refused	refused	refused	1.000000	1.080743
altwide@0.2	wb-256	short-subject-search	plain	pcrec_334fd10e_vm-in-caps-simdna	33261.7	pcrec_334fd10e_vm-in-caps-simdna	33261.7			61.231217	6.238628	refused	refused	95.866305	96.276594	refused	refused	refused	1.000305	1.000000
altwide@0.2	wb-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	88537138.3	libpcre2_10.46_jit-caps-simdna	88537138.3			7.995745	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	wb-512	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	102631.9	libpcre2_10.46_jit-caps-simdna	102631.9			1.043108	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	wb-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	479750.9	libpcre2_10.46_jit-caps-simdna	479750.9			8.476544	1.000000	refused	refused	refused	refused	refused	refused	refused	refused	refused
