# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=bounded, version=0.3, until=2026-09-21T03:25:52Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_288d505_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (9 record(s) matching this query); records: 7; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 2; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_288d505_auto-nocaps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_288d505_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_288d505_auto-nocaps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
bounded@0.3	ctx-lazy-256	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	22137.5	libpcre2_10.46_jit-caps-simdna	104146.4	rust_1.13.1_default-caps-simdna	22137.5	25.061939	4.704524	8.918041	9.060307	17.336006	17.308691	1.000000
bounded@0.3	ctx-lazy-256	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7549.4	libpcre2_10.46_interp-caps-simdna	7549.4			1.000000	1.001246	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-256	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	1433.4	pcrec_d34c9131_auto-caps-simdna	1433.4	rust_1.13.1_default-caps-simdna	1733.7	excluded	excluded	1.509574	1.000000	1.004043	1.044476	1.209517
bounded@0.3	ctx-lazy-256	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6254.9	libpcre2_10.46_jit-caps-simdna	6254.9	rust_1.13.1_default-caps-simdna	8230.7	5.765543	1.000000	1.538916	1.413341	2.695681	2.694195	1.315882
bounded@0.3	ctx-lazy-64	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	22039.5	libpcre2_10.46_jit-caps-simdna	104388.9	rust_1.13.1_default-caps-simdna	22039.5	25.177392	4.736451	8.955652	9.096488	17.411841	17.406041	1.000000
bounded@0.3	ctx-lazy-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	6153.5	libpcre2_10.46_interp-caps-simdna	6153.5			1.000000	1.004820	excluded	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-64	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	1187.8	pcrec_d34c9131_auto-caps-simdna	1187.8	rust_1.13.1_default-caps-simdna	1306.3	excluded	excluded	1.566363	1.000000	1.001069	1.059422	1.099761
bounded@0.3	ctx-lazy-64	short-subject-search	plain	rust_1.13.1_default-caps-simdna	3438.8	libpcre2_10.46_jit-caps-simdna	5279.9	rust_1.13.1_default-caps-simdna	3438.8	8.449487	1.535413	2.588900	2.433718	4.987706	5.006385	1.000000
bounded@0.3	dig-exact-16	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	63949.5	pcrec_d34c9131_auto-caps-simdna	63949.5	pcrec_288d505_auto-nocaps-simdna	75210.3	3.285953	1.507671	1.176088	1.000000	3.089472	3.107062	4.422565
bounded@0.3	dig-exact-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2455.0	libpcre2_10.46_interp-caps-simdna	2455.0			1.000000	1.011214	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-16	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	514.9	pcrec_d34c9131_vm-in-caps-simdna	514.9	pcrec_288d505_auto-nocaps-simdna	723.5	excluded	excluded	1.405121	1.410587	1.142252	1.000000	1.744318
bounded@0.3	dig-exact-16	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	2156.1	pcrec_d34c9131_auto-caps-simdna	2156.1	pcrec_288d505_auto-nocaps-simdna	2275.8	8.846947	1.884695	1.055516	1.000000	3.852036	3.911852	3.142327
bounded@0.3	dig-exact-2	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	100009.8	pcrec_d34c9131_auto-caps-simdna	100009.8	pcrec_288d505_auto-nocaps-simdna	150711.2	10.366798	4.484824	1.506964	1.000000	1.912166	1.999190	7.152228
bounded@0.3	dig-exact-2	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3043.6	libpcre2_10.46_interp-caps-simdna	3043.6			1.000000	1.007288	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-2	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	347.4	pcrec_d34c9131_vm-in-caps-simdna	347.4	pcrec_288d505_auto-nocaps-simdna	546.6	excluded	excluded	1.573455	1.571856	1.173253	1.000000	1.608041
bounded@0.3	dig-exact-2	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	943.5	pcrec_d34c9131_auto-caps-simdna	943.5	pcrec_288d505_auto-nocaps-simdna	1105.5	5.331660	2.645422	1.171751	1.000000	2.227857	2.184685	8.229067
bounded@0.3	dig-exact-32	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	65766.9	pcrec_d34c9131_auto-caps-simdna	65766.9	pcrec_288d505_auto-nocaps-simdna	66551.1	2.367828	1.093473	1.011925	1.000000	2.177450	2.193156	4.578393
bounded@0.3	dig-exact-32	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2083.5	libpcre2_10.46_jit-caps-simdna	2083.5			1.002225	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-32	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	587.8	pcrec_d34c9131_vm-in-caps-simdna	587.8	rust_1.13.1_default-caps-simdna	758.5	excluded	excluded	1.528223	1.543559	1.106239	1.000000	1.290371
bounded@0.3	dig-exact-32	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	2173.6	pcrec_d34c9131_auto-caps-simdna	2173.6	pcrec_288d505_auto-nocaps-simdna	2262.5	7.401192	1.757341	1.040897	1.000000	3.578986	3.540276	2.865550
bounded@0.3	dig-exact-8	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	71360.3	pcrec_d34c9131_auto-caps-simdna	71360.3	pcrec_288d505_auto-nocaps-simdna	90086.2	4.509033	2.042760	1.262413	1.000000	2.838315	2.900210	4.800708
bounded@0.3	dig-exact-8	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2752.3	libpcre2_10.46_jit-caps-simdna	2752.3			1.002814	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-8	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	427.3	pcrec_d34c9131_vm-in-caps-simdna	427.3	pcrec_288d505_auto-nocaps-simdna	611.2	excluded	excluded	1.430237	1.435614	1.144557	1.000000	1.970759
bounded@0.3	dig-exact-8	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1933.0	pcrec_d34c9131_auto-caps-simdna	1933.0	pcrec_288d505_auto-nocaps-simdna	2084.4	8.992424	1.952250	1.078318	1.000000	3.714526	3.748485	3.654622
bounded@0.3	dig-upto-16	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	74708.4	pcrec_d34c9131_auto-caps-simdna	74708.4	pcrec_288d505_auto-nocaps-simdna	84375.7	2.795140	1.557229	1.129401	1.000000	2.673341	2.657529	4.506298
bounded@0.3	dig-upto-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3647.0	libpcre2_10.46_interp-caps-simdna	3647.0			1.000000	1.002323	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-16	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	521.8	pcrec_d34c9131_vm-in-caps-simdna	521.8	pcrec_288d505_auto-nocaps-simdna	746.2	excluded	excluded	1.429841	1.435190	1.107141	1.000000	4.165361
bounded@0.3	dig-upto-16	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1292.5	pcrec_d34c9131_auto-caps-simdna	1292.5	pcrec_288d505_auto-nocaps-simdna	1406.7	3.938401	2.088328	1.088291	1.000000	2.021995	1.977020	7.666164
bounded@0.3	dig-upto-2	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	147694.3	pcrec_d34c9131_auto-caps-simdna	147785.6	pcrec_288d505_auto-nocaps-simdna	147694.3	7.273554	3.139817	1.000000	1.000618	1.309257	1.356599	5.026982
bounded@0.3	dig-upto-2	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3412.5	libpcre2_10.46_jit-caps-simdna	3412.5			1.002229	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-2	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	348.4	pcrec_d34c9131_vm-in-caps-simdna	348.4	pcrec_288d505_auto-nocaps-simdna	548.5	excluded	excluded	1.574084	1.567552	1.185294	1.000000	1.910496
bounded@0.3	dig-upto-2	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1021.4	pcrec_d34c9131_auto-caps-simdna	1043.7	pcrec_288d505_auto-nocaps-simdna	1021.4	4.806226	2.536718	1.000000	1.021820	1.812759	1.811771	8.165584
bounded@0.3	dig-upto-32	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	68565.6	pcrec_d34c9131_auto-caps-simdna	68565.6	pcrec_288d505_auto-nocaps-simdna	76191.0	2.086337	1.302313	1.111214	1.000000	2.102722	2.098082	4.557505
bounded@0.3	dig-upto-32	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3761.0	libpcre2_10.46_jit-caps-simdna	3761.0			1.004618	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-32	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	576.0	pcrec_d34c9131_vm-in-caps-simdna	576.0	pcrec_288d505_auto-nocaps-simdna	942.9	excluded	excluded	1.636992	1.648235	1.033241	1.000000	5.290842
bounded@0.3	dig-upto-32	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1406.5	pcrec_d34c9131_auto-caps-simdna	1406.5	pcrec_288d505_auto-nocaps-simdna	1507.0	3.677384	1.955400	1.071398	1.000000	1.460020	1.428009	7.814934
bounded@0.3	dig-upto-4	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	116764.6	pcrec_d34c9131_auto-caps-simdna	116764.6	pcrec_288d505_auto-nocaps-simdna	141024.9	5.000555	2.219339	1.207772	1.000000	1.667203	1.681581	4.315149
bounded@0.3	dig-upto-4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3464.1	libpcre2_10.46_interp-caps-simdna	3464.1			1.000000	1.004319	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-4	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	389.8	pcrec_d34c9131_vm-in-caps-simdna	389.8	pcrec_288d505_auto-nocaps-simdna	557.9	excluded	excluded	1.431114	1.442936	1.137789	1.000000	2.616139
bounded@0.3	dig-upto-4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1183.1	pcrec_d34c9131_auto-caps-simdna	1183.1	pcrec_288d505_auto-nocaps-simdna	1239.4	4.193114	2.199424	1.047606	1.000000	1.803879	1.788143	7.303972
bounded@0.3	dig-upto-8	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	88075.1	pcrec_d34c9131_auto-caps-simdna	88075.1	pcrec_288d505_auto-nocaps-simdna	101949.5	3.749989	1.858885	1.157530	1.000000	2.302319	2.324450	4.670366
bounded@0.3	dig-upto-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3528.4	libpcre2_10.46_interp-caps-simdna	3528.4			1.000000	1.005237	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-8	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	435.2	pcrec_d34c9131_vm-in-caps-simdna	435.2	pcrec_288d505_auto-nocaps-simdna	621.6	excluded	excluded	1.428419	1.428220	1.107804	1.000000	3.673555
bounded@0.3	dig-upto-8	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1226.3	pcrec_d34c9131_auto-caps-simdna	1226.3	pcrec_288d505_auto-nocaps-simdna	1312.1	4.061943	2.149739	1.069968	1.000000	2.086562	2.040084	7.455820
bounded@0.3	dotted4	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	34566.7	libpcre2_10.46_jit-caps-simdna	34566.7	pcrec_288d505_auto-nocaps-simdna	66439.6	1.794999	1.000000	1.922070	2.165068	26.292975	26.653798	5.477686
bounded@0.3	dotted4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2073.6	libpcre2_10.46_interp-caps-simdna	2073.6			1.000000	1.003169	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dotted4	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	574.9	pcrec_d34c9131_auto-caps-simdna	574.9	pcrec_288d505_auto-nocaps-simdna	588.9	excluded	excluded	1.024334	1.000000	1.325400	1.500641	1.626367
bounded@0.3	dotted4	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	3116.5	libpcre2_10.46_jit-caps-simdna	3155.7	pcrec_288d505_auto-nocaps-simdna	3116.5	3.847656	1.012597	1.000000	1.045359	8.205493	8.300214	2.212866
bounded@0.3	floor	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	1670.9	pcrec_d34c9131_auto-caps-simdna	1671.5	pcrec_288d505_auto-nocaps-simdna	1670.9	1.073528	2.533226	1.000000	1.000335	37.822228	37.754303	1.049662
bounded@0.3	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1409.6	libpcre2_10.46_jit-caps-simdna	1409.6			1.002654	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	floor	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	275.4	pcrec_d34c9131_vm-caps-simdna	275.4	rust_1.13.1_default-caps-simdna	294.6	excluded	excluded	1.787479	1.813231	1.000000	1.077892	1.069789
bounded@0.3	floor	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	468.5	pcrec_d34c9131_auto-caps-simdna	468.5	pcrec_288d505_auto-nocaps-simdna	469.3	4.111193	3.758980	1.001679	1.000000	3.220658	3.128026	2.318689
bounded@0.3	grp-upto-1024	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	125602.4	pcrec_d34c9131_auto-caps-simdna	125602.4	pcrec_288d505_auto-nocaps-simdna	155854.8	54.731273	8.841902	1.240858	1.000000	1.389608	1.432892	11.051431
bounded@0.3	grp-upto-1024	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	123425.3	libpcre2_10.46_jit-caps-simdna	123425.3			1.000030	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	grp-upto-1024	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	1885.2	pcrec_d34c9131_vm-in-caps-simdna	1885.2	pcrec_288d505_auto-nocaps-simdna	4830.9	excluded	excluded	2.562598	2.564306	1.020858	1.000000	5.734586
bounded@0.3	grp-upto-1024	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1000.4	pcrec_d34c9131_auto-caps-simdna	1000.4	pcrec_288d505_auto-nocaps-simdna	1045.5	47.679806	4.566078	1.045026	1.000000	1.117399	1.099262	14.872676
bounded@0.3	hex32	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	254111.9	pcrec_d34c9131_auto-caps-simdna	269441.8	rust_1.13.1_default-caps-simdna	254111.9	4.762451	1.128601	1.006718	1.060328	1.459738	1.461530	1.000000
bounded@0.3	hex32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2351.7	libpcre2_10.46_interp-caps-simdna	2351.7			1.000000	1.003937	excluded	excluded	excluded	excluded	excluded
bounded@0.3	hex32	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	677.2	pcrec_d34c9131_vm-in-caps-simdna	677.2	rust_1.13.1_default-caps-simdna	753.8	excluded	excluded	1.464397	1.467411	1.031121	1.000000	1.113105
bounded@0.3	hex32	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	2846.1	pcrec_d34c9131_auto-caps-simdna	2846.1	pcrec_288d505_auto-nocaps-simdna	2965.8	11.322235	1.751885	1.042073	1.000000	3.881145	3.875995	2.233873
bounded@0.3	line-80	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	32186.9	libpcre2_10.46_jit-caps-simdna	32186.9	pcrec_288d505_auto-nocaps-simdna	75528.0	3.959065	1.000000	2.346548	2.348350	2.458147	2.459279	34.280453
bounded@0.3	line-80	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	9784.7	libpcre2_10.46_interp-caps-simdna	9784.7			1.000000	1.000193	excluded	excluded	excluded	excluded	excluded
bounded@0.3	line-80	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	4625.6	pcrec_d34c9131_vm-in-caps-simdna	4625.6	pcrec_288d505_auto-nocaps-simdna	5476.6	excluded	excluded	1.183975	1.176547	1.004077	1.000000	4.051415
bounded@0.3	line-80	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2928.9	libpcre2_10.46_jit-caps-simdna	2928.9	pcrec_288d505_auto-nocaps-simdna	3773.9	2.102192	1.000000	1.288486	1.266018	5.526551	5.539422	7.768039
bounded@0.3	nest2-4	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	74860.3	pcrec_d34c9131_auto-caps-simdna	74860.3	pcrec_288d505_auto-nocaps-simdna	84534.0	6.187169	1.412939	1.129224	1.000000	6.270807	6.235579	4.502736
bounded@0.3	nest2-4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	105170.8	libpcre2_10.46_jit-caps-simdna	105170.8			1.002147	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-4	match-compliance	whole-subject	pcrec_288d505_auto-nocaps-simdna	746.6	pcrec_d34c9131_auto-caps-simdna	755.4	pcrec_288d505_auto-nocaps-simdna	746.6	excluded	excluded	1.000000	1.011741	24.825375	24.833292	2.909905
bounded@0.3	nest2-4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1293.3	pcrec_d34c9131_auto-caps-simdna	1293.3	pcrec_288d505_auto-nocaps-simdna	1395.5	6.252059	2.118428	1.079053	1.000000	4.279269	4.367601	7.661293
bounded@0.3	nest2-64	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	62411.4	pcrec_d34c9131_auto-caps-simdna	62411.4	pcrec_288d505_auto-nocaps-simdna	63328.5	1.519414	1.166105	1.014695	1.000000	7.658524	7.451619	refused
bounded@0.3	nest2-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7681.8	libpcre2_10.46_interp-caps-simdna	7681.8			1.000000	1.000525	excluded	excluded	excluded	excluded	refused
bounded@0.3	nest2-64	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	2100.8	pcrec_d34c9131_vm-caps-simdna	2100.8	pcrec_288d505_auto-nocaps-simdna	2154.4	excluded	excluded	1.025525	1.022306	1.000000	1.053560	refused
bounded@0.3	nest2-64	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1698.2	pcrec_d34c9131_auto-caps-simdna	1698.2	pcrec_288d505_auto-nocaps-simdna	1773.8	4.068880	1.779409	1.044543	1.000000	3.604402	3.666254	refused
bounded@0.3	nest2-letters-6	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	133495.2	pcrec_d34c9131_auto-caps-simdna	133495.2	pcrec_288d505_auto-nocaps-simdna	195933.9	7.052640	1.318905	1.467723	1.000000	1.914798	2.033505	5.066320
bounded@0.3	nest2-letters-6	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	11355876.9	libpcre2_10.46_jit-caps-simdna	11355876.9			1.000489	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-letters-6	match-compliance	whole-subject	pcrec_288d505_auto-nocaps-simdna	1200.8	pcrec_d34c9131_auto-caps-simdna	1206.8	pcrec_288d505_auto-nocaps-simdna	1200.8	excluded	excluded	1.000000	1.005005	1987.843803	1983.857261	1.316320
bounded@0.3	nest2-letters-6	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1157.1	pcrec_d34c9131_auto-caps-simdna	1157.1	pcrec_288d505_auto-nocaps-simdna	1261.3	6.137535	2.300933	1.090062	1.000000	3.522946	3.687364	7.992295
bounded@0.3	nest3-16	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	54184.9	libpcre2_10.46_jit-caps-simdna	54184.9	pcrec_288d505_auto-nocaps-simdna	66006.1	2.503504	1.000000	1.218163	1.153568	14.861151	14.823090	refused
bounded@0.3	nest3-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	12675.7	libpcre2_10.46_interp-caps-simdna	12675.7			1.000000	1.004279	excluded	excluded	excluded	excluded	refused
bounded@0.3	nest3-16	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	3368.8	pcrec_d34c9131_vm-in-caps-simdna	3368.8	pcrec_288d505_auto-nocaps-simdna	3978.4	excluded	excluded	1.180929	1.142939	1.164555	1.000000	refused
bounded@0.3	nest3-16	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1695.4	pcrec_d34c9131_auto-caps-simdna	1695.4	pcrec_288d505_auto-nocaps-simdna	1771.6	5.328115	1.790792	1.044962	1.000000	5.967450	5.998075	refused
bounded@0.3	nest3-3	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	69846.7	pcrec_d34c9131_auto-caps-simdna	69846.7	pcrec_288d505_auto-nocaps-simdna	77880.7	7.450237	1.237256	1.115023	1.000000	6.444678	6.458370	4.669289
bounded@0.3	nest3-3	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	18298027.5	libpcre2_10.46_jit-caps-simdna	18298027.5			1.001978	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest3-3	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	891.2	pcrec_d34c9131_auto-caps-simdna	891.2	pcrec_288d505_auto-nocaps-simdna	895.4	excluded	excluded	1.004736	1.000000	3188.502988	3147.613932	2.865591
bounded@0.3	nest3-3	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1378.7	pcrec_d34c9131_auto-caps-simdna	1378.7	pcrec_288d505_auto-nocaps-simdna	1502.7	8.399976	2.014498	1.089886	1.000000	4.107046	4.200552	7.893250
bounded@0.3	pw-8-64	large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna	116531.3	pcrec_d34c9131_vm-caps-simdna	116531.3	pcrec_288d505_auto-nocaps-simdna	209718.2	3.030298	1.112377	1.799672	1.647032	1.000000	1.003031	5.525637
bounded@0.3	pw-8-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7172.8	libpcre2_10.46_interp-caps-simdna	7172.8			1.000000	1.010848	excluded	excluded	excluded	excluded	excluded
bounded@0.3	pw-8-64	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	2047.3	pcrec_d34c9131_vm-in-caps-simdna	2047.3	pcrec_288d505_auto-nocaps-simdna	3521.4	excluded	excluded	1.720020	1.727828	1.018630	1.000000	3.385082
bounded@0.3	pw-8-64	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	2272.0	pcrec_d34c9131_vm-in-caps-simdna	2272.0	pcrec_288d505_auto-nocaps-simdna	3045.8	3.124396	1.172566	1.340562	1.308349	1.009069	1.000000	9.210004
bounded@0.3	year4	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	88630.6	pcrec_d34c9131_auto-caps-simdna	88630.6	pcrec_288d505_auto-nocaps-simdna	126517.2	6.348618	2.772891	1.427467	1.000000	2.193853	2.214697	5.327937
bounded@0.3	year4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2910.7	libpcre2_10.46_jit-caps-simdna	2910.7			1.006857	1.000000	excluded	excluded	excluded	excluded	excluded
bounded@0.3	year4	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	385.5	pcrec_d34c9131_vm-in-caps-simdna	385.5	pcrec_288d505_auto-nocaps-simdna	551.7	excluded	excluded	1.430941	1.450029	1.166720	1.000000	1.735789
bounded@0.3	year4	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1783.4	pcrec_d34c9131_auto-caps-simdna	1783.4	pcrec_288d505_auto-nocaps-simdna	1949.8	7.829025	1.963565	1.093284	1.000000	2.685315	2.654002	4.698041
