# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=bounded, version=0.3, since=2026-09-02T02:40:00Z, until=2026-09-05T03:50:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_288d505_auto-caps-simdna, testee=pcrec_288d505_auto-nocaps-simdna, testee=pcrec_288d505_vm-caps-simdna, testee=pcrec_288d505_vm-in-caps-simdna, testee=pcrec_1989c62_auto-caps-simdna, testee=pcrec_1989c62_auto-nocaps-simdna, testee=pcrec_1989c62_vm-caps-simdna, testee=pcrec_1989c62_vm-in-caps-simdna; source: store/index.tsv (12 record(s) matching this query); records: 10; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.4,1.5; superseded: 2; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_1989c62_auto-caps-simdna,pcrec_1989c62_auto-nocaps-simdna,pcrec_1989c62_vm-caps-simdna,pcrec_1989c62_vm-in-caps-simdna,pcrec_288d505_auto-caps-simdna,pcrec_288d505_auto-nocaps-simdna,pcrec_288d505_vm-caps-simdna,pcrec_288d505_vm-in-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_1989c62_auto-caps-simdna	pcrec_1989c62_auto-nocaps-simdna	pcrec_1989c62_vm-caps-simdna	pcrec_1989c62_vm-in-caps-simdna	pcrec_288d505_auto-caps-simdna	pcrec_288d505_auto-nocaps-simdna	pcrec_288d505_vm-caps-simdna	pcrec_288d505_vm-in-caps-simdna
bounded@0.3	dig-upto-32	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1507.0	3.432322	1.825091	1.002450	1.044177	2.421875	2.434689	1.012900	1.000000	2.409333	2.442414
bounded@0.3	dig-upto-4	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	136067.5	4.291161	1.904497	1.000710	1.000000	2.337592	2.580641	1.020377	1.036433	2.495925	2.561763
bounded@0.3	dig-upto-4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3464.1	1.000000	1.004319	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-4	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	470.7	excluded	excluded	1.181939	1.181867	1.000000	1.067979	1.187550	1.185232	1.029503	1.066782
bounded@0.3	dig-upto-4	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1234.3	4.019073	2.108134	1.000000	1.001271	2.884359	2.937239	1.002539	1.004124	2.964719	3.005175
bounded@0.3	dig-upto-8	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	101141.9	3.265518	1.618731	1.000000	1.001974	3.274321	3.394298	1.010319	1.007985	3.401366	3.454950
bounded@0.3	dig-upto-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3528.4	1.000000	1.005237	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-8	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	588.4	excluded	excluded	1.053883	1.060612	1.014626	1.000000	1.058768	1.056361	1.078571	1.000320
bounded@0.3	dig-upto-8	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1295.8	3.843942	2.034365	1.000000	1.020160	2.985554	2.850930	1.014439	1.012544	3.024766	3.031493
bounded@0.3	dotted4	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	34566.7	1.794999	1.000000	1.922406	1.921915	26.180061	26.754104	1.921339	1.922070	25.961950	26.687109
bounded@0.3	dotted4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2073.6	1.000000	1.003169	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	dotted4	match-compliance	whole-subject	pcrec_1989c62_auto-nocaps-simdna	573.8	excluded	excluded	1.011811	1.000000	1.310514	1.502485	1.029079	1.026345	1.326332	1.503485
bounded@0.3	dotted4	short-subject-search	plain	pcrec_288d505_auto-caps-simdna	3107.4	3.858870	1.015548	1.007625	1.006772	8.248548	8.426280	1.000000	1.002915	8.172450	8.336186
bounded@0.3	floor	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	1670.9	1.073528	2.533226	1.001262	1.000600	18.896507	18.904769	1.001496	1.000000	18.934098	18.918872
bounded@0.3	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1409.6	1.002654	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	floor	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	246.2	excluded	excluded	2.044713	2.022302	1.000000	1.205330	2.002279	1.999944	1.118096	1.205583
bounded@0.3	floor	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	469.3	4.104300	3.752678	1.018761	1.017740	2.358087	2.350033	1.007492	1.000000	2.266385	2.287328
bounded@0.3	grp-upto-1024	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	155854.8	44.107600	7.125635	1.372094	1.370383	1.585213	1.766019	1.001305	1.000000	1.586810	1.764263
bounded@0.3	grp-upto-1024	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	123425.3	1.000030	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	grp-upto-1024	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	1993.9	excluded	excluded	2.420278	2.422137	1.002149	1.000000	2.423544	2.422790	1.018318	1.005311
bounded@0.3	grp-upto-1024	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1045.5	45.625453	4.369342	1.566610	1.563545	1.251594	1.307542	1.001167	1.000000	1.235683	1.312427
bounded@0.3	hex32	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	255756.2	4.731832	1.121345	1.000000	1.001534	2.167942	2.155875	1.001749	1.000245	2.200013	2.239064
bounded@0.3	hex32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2351.7	1.000000	1.003937	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	hex32	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	758.7	excluded	excluded	1.308347	1.301825	1.000000	1.103379	1.300243	1.307132	1.053740	1.107129
bounded@0.3	hex32	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	2965.8	10.865103	1.681153	1.021777	1.017988	5.894896	5.939131	1.011303	1.000000	5.960031	5.933339
bounded@0.3	line-80	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	32186.9	3.959065	1.000000	2.349355	2.344995	2.457443	2.456516	2.344044	2.346548	2.457439	2.460983
bounded@0.3	line-80	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	9784.7	1.000000	1.000193	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	line-80	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	4725.3	excluded	excluded	1.156269	1.155447	1.000000	1.018292	1.152919	1.159007	1.000807	1.014244
bounded@0.3	line-80	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2928.9	2.102192	1.000000	1.305071	1.339648	6.241731	6.316974	1.266697	1.288486	6.237712	6.302184
bounded@0.3	nest2-4	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	83802.0	5.526992	1.262177	1.000000	1.001820	5.620634	5.583730	1.007315	1.008735	5.550556	5.581781
bounded@0.3	nest2-4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	105170.8	1.002147	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-4	match-compliance	whole-subject	pcrec_288d505_auto-nocaps-simdna	746.6	excluded	excluded	1.001081	1.002282	24.847521	24.858885	1.000263	1.000000	24.857848	25.274449
bounded@0.3	nest2-4	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	1392.2	5.807653	1.967847	1.030095	1.000000	3.997533	4.062865	1.007616	1.002352	4.007263	4.058587
bounded@0.3	nest2-64	large-subject-throughput	plain	pcrec_288d505_auto-nocaps-simdna	63328.5	1.497409	1.149217	1.035478	1.045802	7.534204	7.333283	1.032616	1.000000	7.526232	7.344786
bounded@0.3	nest2-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7681.8	1.000000	1.000525	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-64	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	2093.8	excluded	excluded	1.032137	1.025678	1.000000	1.055546	1.033528	1.028950	1.007920	1.061745
bounded@0.3	nest2-64	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1773.8	3.895367	1.703528	1.000288	1.002079	3.458012	3.511834	1.001491	1.000000	3.449786	3.489699
bounded@0.3	nest2-letters-6	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	176067.5	5.347344	1.000000	1.110693	1.109213	1.504174	1.553646	1.110876	1.112834	1.491630	1.558842
bounded@0.3	nest2-letters-6	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	11355876.9	1.000489	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest2-letters-6	match-compliance	whole-subject	pcrec_288d505_auto-nocaps-simdna	1200.8	excluded	excluded	1.004060	1.004798	1990.106671	1986.941728	1.002932	1.000000	1985.818690	1986.466628
bounded@0.3	nest2-letters-6	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1261.3	5.630447	2.110828	1.035067	1.066267	3.259757	3.366597	1.048238	1.000000	3.836158	3.460382
bounded@0.3	nest3-16	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	54184.9	2.503504	1.000000	1.163674	1.229537	14.942883	14.818606	1.215750	1.218163	14.932091	14.803430
bounded@0.3	nest3-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	12675.7	1.000000	1.004279	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest3-16	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	3363.5	excluded	excluded	1.149091	1.148883	1.164362	1.000000	1.184911	1.182793	1.167935	1.008909
bounded@0.3	nest3-16	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1771.6	5.098860	1.713738	1.004333	1.003482	5.711106	6.132195	1.002983	1.000000	5.699225	5.754546
bounded@0.3	nest3-3	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	77707.8	6.696555	1.112092	1.000092	1.000000	5.784354	5.807424	1.004278	1.002225	8.154551	5.810263
bounded@0.3	nest3-3	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	18298027.5	1.001978	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	nest3-3	match-compliance	whole-subject	pcrec_288d505_auto-caps-simdna	888.9	excluded	excluded	1.000281	1.003067	3196.509499	3173.332654	1.000000	1.007236	3250.828492	3208.012944
bounded@0.3	nest3-3	short-subject-search	plain	pcrec_288d505_auto-nocaps-simdna	1502.7	7.707206	1.848356	1.015583	1.006649	3.784015	3.869867	1.027807	1.000000	5.006857	3.974168
bounded@0.3	pw-8-64	large-subject-throughput	plain	pcrec_1989c62_vm-caps-simdna	127279.1	2.774413	1.018446	1.655571	1.655030	1.000000	1.010762	1.647122	1.647704	1.005691	1.026449
bounded@0.3	pw-8-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7172.8	1.000000	1.010848	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	pw-8-64	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	2137.1	excluded	excluded	1.656959	1.658136	1.000000	1.046209	1.648623	1.647783	1.028121	1.036243
bounded@0.3	pw-8-64	short-subject-search	plain	pcrec_1989c62_vm-caps-simdna	2251.7	3.152524	1.183123	1.307063	1.369285	1.000000	1.093665	1.376587	1.352631	1.004962	1.084821
bounded@0.3	year4	large-subject-throughput	plain	pcrec_288d505_auto-caps-simdna	126280.7	4.455800	1.946164	1.000532	1.002258	2.299792	2.390624	1.000000	1.001873	2.675618	2.779468
bounded@0.3	year4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2910.7	1.006857	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
bounded@0.3	year4	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	499.4	excluded	excluded	1.120493	1.118653	1.000000	1.026359	1.122876	1.104706	1.059047	1.023521
bounded@0.3	year4	short-subject-search	plain	pcrec_288d505_auto-caps-simdna	1925.2	7.252587	1.818991	1.016762	1.023649	4.379947	4.482598	1.000000	1.012787	4.305682	4.286113
