# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=capability, version=0.1, until=2026-09-21T03:49:17Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=libpcre2_10.46_dfa-nocaps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=re2_11.0.0_default-caps-simdna, testee=re2_11.0.0_longest-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=tre_0.9.0_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (17 record(s) matching this query); records: 13; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 4; newer_not_measured: 0; testees: libpcre2_10.46_dfa-nocaps-simdna,libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,oniguruma_6.9.10_default-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,re2_11.0.0_default-caps-simdna,re2_11.0.0_longest-caps-simdna,rust_1.13.1_default-caps-simdna,tre_0.9.0_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,oniguruma_6.9.10_default-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,re2_11.0.0_default-caps-simdna,re2_11.0.0_longest-caps-simdna,tre_0.9.0_default-caps-simdna; no=libpcre2_10.46_dfa-nocaps-simdna,pcrec_25b1984f_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_dfa-nocaps-simdna	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	oniguruma_6.9.10_default-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	re2_11.0.0_default-caps-simdna	re2_11.0.0_longest-caps-simdna	rust_1.13.1_default-caps-simdna	tre_0.9.0_default-caps-simdna	vectorscan_5.4.11_block-nosom-nocaps-simd
capability@0.1	router-prefix-order	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	1249.4	libpcre2_10.46_jit-caps-simdna	91706.5	vectorscan_5.4.11_block-nosom-nocaps-simd	1249.4	1746.843153	1787.336259	73.399913	1089.723210	315.026512	315.169555	3254.560623	3253.400257	320.179894	320.486296	48.164329	21071.843664	1.000000
capability@0.1	router-prefix-order	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	775.5	pcrec_25b1984f_auto-caps-simdna	786.1	pcrec_25b1984f_auto-nocaps-simdna	775.5	wrong	4.775232	3.640050	3.621208	1.013754	1.000000	5.965634	5.761519	9.840685	wrong	1.693378	wrong	2.962896
capability@0.1	tag-depth3-bound	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	23238.0	libpcre2_10.46_interp-caps-simdna	23238.0	libpcre2_10.46_dfa-nocaps-simdna	23252.3	1.000618	1.000000	1.728957	95.987544	194.190512	201.732577	194.224739	193.188140	unsup	unsup	unsup	1485.021776	unsup
capability@0.1	tag-depth3-bound	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	3585.2	libpcre2_10.46_jit-caps-simdna	3585.2	pcrec_25b1984f_auto-nocaps-simdna	6976.2	gave-up	1.994892	1.000000	1.827586	1.992323	1.945847	2.014908	1.923920	unsup	unsup	unsup	13.230999	unsup
capability@0.1	tag-pair-match	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	23229.8	libpcre2_10.46_interp-caps-simdna	23229.8	pcrec_25b1984f_auto-nocaps-simdna	4634280.3	unsup	1.000000	1.721666	95.955620	200.488878	199.497393	200.338254	200.482746	unsup	unsup	unsup	1197.684127	unsup
capability@0.1	tag-pair-match	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	3274.2	libpcre2_10.46_jit-caps-simdna	3274.2	pcrec_25b1984f_auto-nocaps-simdna	6125.7	unsup	1.326656	1.000000	1.817605	1.839816	1.870934	1.846427	1.915745	unsup	unsup	unsup	wrong	unsup
capability@0.1	trim-nested-star	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	15.2	libpcre2_10.46_jit-caps-simdna	126.8	pcrec_25b1984f_auto-nocaps-simdna	15.2	16.638698	23.379642	8.324824	48.907445	213701.492680	1.000000	213777.142165	213786.527877	18.805880	18.813352	5.417473	777166.784139	10.960934
capability@0.1	trim-nested-star	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	427.7	re2_11.0.0_default-caps-simdna	9422.8	pcrec_25b1984f_auto-nocaps-simdna	427.7	31.885795	79241.983317	7926.643810	29309.816415	20974.691185	1.000000	20931.206422	21033.347985	22.029781	22.135625	4.659832	45.480934	4.354910
capability@0.1	utf8-lead-no-cont	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	480493.7	libpcre2_10.46_jit-caps-simdna	480493.7	pcrec_25b1984f_auto-nocaps-simdna	481068.0	2.117012	2.116628	1.000000	4.238088	1.001295	1.001195	7.621736	7.626939	unsup	unsup	unsup	unsup	unsup
capability@0.1	utf8-lead-no-cont	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	1252.2	pcrec_25b1984f_auto-caps-simdna	1252.2	pcrec_25b1984f_auto-nocaps-simdna	1253.5	2.491948	2.762758	2.733056	3.938862	1.000000	1.001047	3.949956	4.016732	unsup	unsup	unsup	unsup	unsup
capability@0.1	uuid-near-miss	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	18.1	pcrec_25b1984f_auto-caps-simdna	19.9	rust_1.13.1_default-caps-simdna	18.1	9.282718	8.563057	6.490444	5.141975	1.101023	1.104309	178697.940772	159894.989717	16.599424	16.403027	1.000000	654002.980173	1.678943
capability@0.1	uuid-near-miss	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	563.2	pcrec_25b1984f_auto-caps-simdna	564.0	pcrec_25b1984f_auto-nocaps-simdna	563.2	5.626220	5.025598	4.988408	4.964810	1.001506	1.000000	8.041685	8.223509	7.503724	7.491825	1.239828	62.929400	1.017228
capability@0.1	wild-codegrammar-json-array-begin	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	124.1	pcrec_25b1984f_auto-caps-simdna	263663.7	vectorscan_5.4.11_block-nosom-nocaps-simd	124.1	6208.534841	6861.975131	3185.672893	32078.827386	2125.449107	2125.585146	7711.258986	7701.292299	13243.336709	13531.456491	2474.732073	5646.979974	1.000000
capability@0.1	wild-codegrammar-json-array-begin	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	687.8	pcrec_25b1984f_auto-caps-simdna	687.8	pcrec_25b1984f_auto-nocaps-simdna	709.5	3.484707	4.093261	4.052425	6.763750	1.000000	1.031569	1.941363	1.867009	11.244913	11.221067	1.934542	3.183462	3.010775
capability@0.1	wild-codegrammar-json-constant	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	182488.3	libpcre2_10.46_jit-caps-simdna	1983449.3	vectorscan_5.4.11_block-nosom-nocaps-simd	182488.3	34.014817	39.061946	10.868912	35.947616	23.007337	23.011055	25.867447	25.868502	12.254533	12.267747	1.537570	359.641682	1.000000
capability@0.1	wild-codegrammar-json-constant	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2449.5	pcrec_25b1984f_auto-caps-simdna	2455.1	pcrec_25b1984f_auto-nocaps-simdna	2449.5	2.889671	3.128845	1.396286	5.450278	1.002285	1.000000	1.397554	1.375719	3.912222	3.949886	1.244691	26.147506	1.219953
capability@0.1	wild-codegrammar-json-number-extended	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	2447718.4	pcrec_25b1984f_auto-caps-simdna	2447718.4	pcrec_25b1984f_auto-nocaps-simdna	2448298.2	8.926101	7.706228	1.829025	9.598469	1.000000	1.000237	4.078550	4.122268	unsup	unsup	4.335249	unsup	refused
capability@0.1	wild-codegrammar-json-number-extended	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	1410.3	pcrec_25b1984f_auto-caps-simdna	1410.3	pcrec_25b1984f_auto-nocaps-simdna	1417.6	8.825234	7.050895	2.599878	8.292012	1.000000	1.005187	5.208406	5.292092	unsup	unsup	8.248778	unsup	refused
capability@0.1	wild-codegrammar-json-object-begin	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	23090.6	pcrec_25b1984f_auto-caps-simdna	23153.6	pcrec_25b1984f_auto-nocaps-simdna	23090.6	1.008531	1.006022	2.245509	96.568146	1.002727	1.000000	35.288906	35.254018	1.029419	1.029821	1.015712	1.008581	1.399238
capability@0.1	wild-codegrammar-json-object-begin	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	665.9	pcrec_25b1984f_auto-caps-simdna	687.7	pcrec_25b1984f_auto-nocaps-simdna	665.9	3.439069	4.080925	4.504379	6.604759	1.032775	1.000000	2.034390	1.950207	11.321982	11.319992	1.842319	3.142724	3.065746
capability@0.1	wild-codegrammar-json-stringcontent-escape	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	23123.6	pcrec_25b1984f_auto-caps-simdna	23123.6	pcrec_25b1984f_auto-nocaps-simdna	23131.3	1.009527	1.003924	1.739239	96.431789	1.000000	1.000332	169.418190	169.409425	unsup	unsup	1.022482	unsup	refused
capability@0.1	wild-codegrammar-json-stringcontent-escape	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	741.8	pcrec_25b1984f_auto-caps-simdna	747.1	pcrec_25b1984f_auto-nocaps-simdna	741.8	3.826952	4.242235	3.836130	6.804664	1.007108	1.000000	7.554715	7.239778	unsup	unsup	3.972250	unsup	refused
capability@0.1	wild-datetime-datefinder-alternation	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	650.7	libpcre2_10.46_jit-caps-simdna	259150804.0	vectorscan_5.4.11_block-nosom-nocaps-simd	650.7	15438652.067212	6938205.758409	398247.831726	3285113.418936	refused	16019.058545	refused	refused	1454909.081827	1397542.036916	53936.202734	refused	1.000000
capability@0.1	wild-datetime-datefinder-alternation	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2010.0	libpcre2_10.46_jit-caps-simdna	88206.3	pcrec_25b1984f_auto-nocaps-simdna	2010.0	1969.389712	871.123169	43.883129	380.814729	refused	1.000000	refused	refused	91.068052	90.326596	43.707562	refused	1.865228
capability@0.1	wild-datetime-moment-iso8601	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	19.6	pcrec_25b1984f_auto-caps-simdna	33.0	pcrec_25b1984f_auto-nocaps-simdna	19.6	5.940551	4.981814	8.911715	51.296083	1.683533	1.000000	217943.413898	217829.354666	14.627560	14.487130	15.230882	787442.603622	7.561080
capability@0.1	wild-datetime-moment-iso8601	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	589.8	pcrec_25b1984f_auto-caps-simdna	982.3	pcrec_25b1984f_auto-nocaps-simdna	589.8	6.434070	5.994128	5.533264	19.761780	1.665378	1.000000	10.719254	11.542077	16.487495	16.508101	3.463933	71.903221	2.744143
capability@0.1	wild-logparse-base10num-grok	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	4024029.9	pcrec_25b1984f_auto-caps-simdna	4024234.3	pcrec_25b1984f_auto-nocaps-simdna	4024029.9	6.785770	4.922189	1.182998	6.754121	1.000051	1.000000	5.803679	5.891818	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-base10num-grok	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	2506.9	pcrec_25b1984f_auto-caps-simdna	2506.9	pcrec_25b1984f_auto-nocaps-simdna	2515.7	6.555951	4.759069	1.694446	6.339896	1.000000	1.003512	7.299507	7.435408	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-base10num-noatomic	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	3983529.8	pcrec_25b1984f_auto-caps-simdna	3983606.8	pcrec_25b1984f_auto-nocaps-simdna	3983529.8	5.583561	5.188662	1.201899	6.470753	1.000019	1.000000	5.831533	5.881847	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-base10num-noatomic	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2474.9	pcrec_25b1984f_auto-caps-simdna	2499.1	pcrec_25b1984f_auto-nocaps-simdna	2474.9	5.605964	4.931917	1.675501	6.445288	1.009779	1.000000	7.348965	7.290401	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-quotedstring-grok	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	1008829.4	pcrec_25b1984f_auto-caps-simdna	1008829.4	pcrec_25b1984f_auto-nocaps-simdna	1008866.5	3.819576	2.052915	1.437130	3.431661	1.000000	1.000037	46.348316	46.235217	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-quotedstring-grok	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1962.8	pcrec_25b1984f_auto-caps-simdna	1963.2	pcrec_25b1984f_auto-nocaps-simdna	1962.8	wrong	2.515965	2.132239	3.190897	1.000236	1.000000	24.939140	25.054627	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-quotedstring-noatomic	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	929842.8	pcrec_25b1984f_auto-caps-simdna	930343.8	pcrec_25b1984f_auto-nocaps-simdna	929842.8	9.459581	2.271338	1.550890	3.521012	1.000539	1.000000	24.688373	24.812594	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-quotedstring-noatomic	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1855.0	pcrec_25b1984f_auto-caps-simdna	1857.6	pcrec_25b1984f_auto-nocaps-simdna	1855.0	8.060343	563.535645	56.532954	156.732327	1.001399	1.000000	61.644364	61.722574	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-syslogbase-expanded	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	3988287.3	pcrec_25b1984f_auto-caps-simdna	3992451.0	pcrec_25b1984f_auto-nocaps-simdna	3988287.3	7.569820	18.474371	1.584516	17.441423	1.001044	1.000000	10.347753	10.356133	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-syslogbase-expanded	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	3583.6	pcrec_25b1984f_auto-caps-simdna	3769.0	pcrec_25b1984f_auto-nocaps-simdna	3583.6	1.990243	2.548874	2.491642	6.566471	1.051739	1.000000	11.166989	11.423394	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-winpath-grok	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	23249.3	libpcre2_10.46_interp-caps-simdna	23249.3	libpcre2_10.46_dfa-nocaps-simdna	23338.3	1.003827	1.000000	126.780814	95.816948	149.263376	149.200681	829.942740	875.212769	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-logparse-winpath-grok	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2643.9	pcrec_25b1984f_auto-caps-simdna	2644.9	pcrec_25b1984f_auto-nocaps-simdna	2643.9	2.197628	1.508918	1.249399	2.017522	1.000368	1.000000	8.756705	8.984289	unsup	unsup	unsup	unsup	unsup
capability@0.1	wild-secrets-aws-access-key-id	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	91325.3	libpcre2_10.46_jit-caps-simdna	91325.3	rust_1.13.1_default-caps-simdna	135249.6	2.320079	2.386075	1.000000	23.771742	43.909413	46.000867	102.617572	102.366224	24.513330	24.568012	1.480966	1896.805985	3.202810
capability@0.1	wild-secrets-aws-access-key-id	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	2105.2	pcrec_25b1984f_auto-caps-simdna	2731.3	vectorscan_5.4.11_block-nosom-nocaps-simd	2105.2	2.024890	2.161177	1.666019	3.572495	1.297456	1.172501	3.679121	3.743332	4.704068	4.737582	1.018024	83.067630	1.000000
capability@0.1	wild-secrets-github-pat	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	46777.4	libpcre2_10.46_jit-caps-simdna	98609.1	rust_1.13.1_default-caps-simdna	46777.4	22.312699	23.026749	2.108052	8.859783	2.661112	2.658731	111.934847	102.069854	47.942803	47.896151	1.000000	535.964859	1.288460
capability@0.1	wild-secrets-github-pat	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	827.4	pcrec_25b1984f_auto-caps-simdna	1701.6	vectorscan_5.4.11_block-nosom-nocaps-simd	827.4	4.081554	3.625024	3.760646	3.561416	2.056520	1.657628	3.802083	4.398151	12.351560	12.604597	2.034862	68.579194	1.000000
capability@0.1	wild-secrets-slack-webhook-url	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	51806.5	libpcre2_10.46_jit-caps-simdna	51806.5	vectorscan_5.4.11_block-nosom-nocaps-simd	111971.3	35.643931	34.281775	1.000000	24.127309	6.586047	6.529362	92.334279	92.324165	8.479764	8.475566	12.450627	679.104208	2.161336
capability@0.1	wild-secrets-slack-webhook-url	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	694.7	pcrec_25b1984f_auto-caps-simdna	1305.9	vectorscan_5.4.11_block-nosom-nocaps-simd	694.7	5.695249	6.931850	4.443490	4.831599	1.879695	1.335740	8.074866	8.224642	12.999247	12.916547	3.683020	107.877860	1.000000
capability@0.1	wild-secrets-username-password-pair	large-subject-throughput	plain	libpcre2_10.46_interp-caps-simdna	23276.3	libpcre2_10.46_interp-caps-simdna	23276.3	libpcre2_10.46_dfa-nocaps-simdna	23326.7	1.002165	1.000000	5.764118	207.697641	55.161734	55.326643	252.654438	252.519782	96.424708	96.323728	21.020456	refused	20.434474
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1376.1	pcrec_25b1984f_auto-caps-simdna	1863.3	pcrec_25b1984f_auto-nocaps-simdna	1376.1	2.787526	3.522289	2.420234	6.564758	1.354016	1.000000	4.614586	4.739598	7.558403	7.522447	1.801226	refused	1.198148
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	82230.5	libpcre2_10.46_jit-caps-simdna	128335.2	rust_1.13.1_default-caps-simdna	82230.5	19.295753	19.990393	1.560677	16.330235	4.983461	4.995431	47.963270	47.983995	3.962273	3.966878	1.000000	348.132911	1.864569
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	715.3	pcrec_25b1984f_auto-caps-simdna	715.3	pcrec_25b1984f_auto-nocaps-simdna	716.2	4.295077	4.289083	4.219090	4.174884	1.000000	1.001285	6.578798	6.372680	10.474988	10.468928	1.877520	43.271951	3.363208
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	78.3	oniguruma_6.9.10_default-caps-simdna	151.3	rust_1.13.1_default-caps-simdna	78.3	33308.949492	34778.892723	658.820908	1.932291	1401.225054	1402.107125	21356.374059	21355.587740	4.033084	4.039526	1.000000	237027.494669	2.859120
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1188.7	pcrec_25b1984f_auto-caps-simdna	1189.5	pcrec_25b1984f_auto-nocaps-simdna	1188.7	2.983294	3.167652	2.464751	2.922588	1.000619	1.000000	1.803834	1.686150	6.184759	6.166649	1.340945	10.682858	2.325881
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	242.0	pcrec_25b1984f_auto-caps-simdna	7017094.1	vectorscan_5.4.11_block-nosom-nocaps-simd	242.0	116353.216312	192976.212773	43479.982672	412934.007408	29001.145805	15754.642793	105637.528357	107024.871339	266578.349675	271622.433937	54348.776461	193196.900116	1.000000
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1238.2	pcrec_25b1984f_auto-caps-simdna	2901.4	pcrec_25b1984f_auto-nocaps-simdna	1238.2	96.871962	173.543750	18.116989	14.021821	2.343173	1.000000	84.058475	82.392763	16.016126	16.082337	10.704466	24.749970	3.150092
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	39.6	pcrec_25b1984f_auto-caps-simdna	40.4	pcrec_25b1984f_auto-nocaps-simdna	39.6	17.550859	12.819955	4.150842	56222.460884	1.018930	1.000000	113052.462085	112875.229498	9.274202	9.702537	2.722073	561811.021732	5.100472
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1063.7	pcrec_25b1984f_auto-caps-simdna	1072.0	pcrec_25b1984f_auto-nocaps-simdna	1063.7	6.806799	5.671006	3.077264	4.914863	1.007834	1.000000	6.098941	6.035228	7.641177	7.641114	2.425819	113.433972	2.114064
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	17.9	pcrec_25b1984f_auto-caps-simdna	32.1	rust_1.13.1_default-caps-simdna	17.9	4.583025	5.451977	8.151976	20.474872	1.786973	1.043472	238107.057572	237907.837620	16.003818	15.925795	1.000000	860779.344357	1.692759
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	497.9	pcrec_25b1984f_auto-caps-simdna	870.4	pcrec_25b1984f_auto-nocaps-simdna	497.9	5.434977	6.419611	6.665470	7.354533	1.748402	1.000000	12.763158	13.164813	18.769091	18.921720	2.518489	77.842858	1.915089
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	17.8	pcrec_25b1984f_auto-caps-simdna	30.2	pcrec_25b1984f_auto-nocaps-simdna	17.8	4.527619	5.277825	6.878719	5.321472	1.696903	1.000000	200337.997873	199895.872581	16.082577	15.987593	1.015941	487901.919491	1.714147
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	485.0	pcrec_25b1984f_auto-caps-simdna	808.1	pcrec_25b1984f_auto-nocaps-simdna	485.0	6.914851	6.552652	6.349752	10.135944	1.666277	1.000000	10.080401	10.515137	4.209993	4.219011	3.442658	28.720866	2.033181
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	82557.9	pcrec_25b1984f_auto-caps-simdna	82561.2	pcrec_25b1984f_auto-nocaps-simdna	82557.9	346.995680	316.396781	1.630106	29.320400	1.000041	1.000000	98.465273	98.289561	27.105277	27.082153	2.551193	873.252331	2.946519
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	716.2	pcrec_25b1984f_auto-caps-simdna	716.2	pcrec_25b1984f_auto-nocaps-simdna	717.8	4.760424	4.116187	4.039552	5.914748	1.000000	1.002310	9.573967	9.457039	13.850594	13.792744	1.732428	170.402152	2.267510
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	600282.9	re2_11.0.0_default-caps-simdna	2241475.2	vectorscan_5.4.11_block-nosom-nocaps-simd	600282.9	39.201680	50.120195	9.000211	108.684142	6.805158	6.829281	34.810038	34.840271	3.734031	3.736418	4.074859	469.507859	1.000000
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	2707.4	pcrec_25b1984f_auto-caps-simdna	2713.5	pcrec_25b1984f_auto-nocaps-simdna	2707.4	6.083370	7.495188	1.770880	16.553440	1.002244	1.000000	6.108489	6.065722	3.550981	3.584449	1.628116	119.121781	1.260315
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	160319.3	libpcre2_10.46_jit-caps-simdna	1051200.3	vectorscan_5.4.11_block-nosom-nocaps-simd	160319.3	34.747218	41.676873	6.556915	30.632877	7.920999	7.938621	62.224024	62.275759	13.965673	13.973031	2.424158	374.772028	1.000000
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1301.1	pcrec_25b1984f_auto-caps-simdna	1305.4	pcrec_25b1984f_auto-nocaps-simdna	1301.1	2.446195	2.791219	2.628975	9.590274	1.003334	1.000000	8.509170	8.651542	7.406021	7.562298	2.463310	54.640656	1.863233
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	60156.2	libpcre2_10.46_jit-caps-simdna	60156.2	vectorscan_5.4.11_block-nosom-nocaps-simd	86476.9	40.573539	47.152648	1.000000	56.949415	16.618926	16.604289	71.688818	71.698181	7.302614	7.295436	4.666200	514.237614	1.437540
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1148.8	pcrec_25b1984f_auto-caps-simdna	1150.5	pcrec_25b1984f_auto-nocaps-simdna	1148.8	4.151573	4.542238	2.713851	7.621546	1.001503	1.000000	4.565983	4.604311	7.192812	7.234535	1.852145	34.156615	1.664289
