# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=syntax, version=0.1, since=2026-09-01T00:00:00Z, until=2026-09-21T10:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_d34c9131_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna
syntax@0.1	bak-py	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2853.1	libpcre2_10.46_interp-caps-simdna	2853.1			1.000000	1.000833	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	bak-py	match-compliance	whole-subject	pcrec_25b1984f_auto-nocaps-simdna	484.0	pcrec_25b1984f_auto-caps-simdna	496.0	pcrec_25b1984f_auto-nocaps-simdna	484.0	excluded	excluded	1.024823	1.000000	1.033995	1.165302	1.033864	1.009830	1.030678	1.175996
syntax@0.1	bak-py	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5430.0	libpcre2_10.46_jit-caps-simdna	5430.0	pcrec_25b1984f_auto-nocaps-simdna	7225.3	6.133151	1.000000	1.320162	1.330624	1.320115	1.352324	1.318108	1.331499	1.316623	1.351544
syntax@0.1	cls-d	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	1428844.5	pcrec_d34c9131_auto-caps-simdna	1432713.7	pcrec_d34c9131_auto-nocaps-simdna	1428844.5	4.039696	1.646387	1.003596	1.010083	2.386654	2.403573	1.002708	1.000000	2.383423	2.358711
syntax@0.1	cls-d	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1530.3	libpcre2_10.46_jit-caps-simdna	1530.3			1.015909	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-d	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	329.0	pcrec_d34c9131_vm-in-caps-simdna	329.0	pcrec_d34c9131_auto-nocaps-simdna	453.1	excluded	excluded	1.385110	1.414505	1.237249	1.001627	1.378237	1.376966	1.234365	1.000000
syntax@0.1	cls-d	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	670.6	pcrec_d34c9131_auto-caps-simdna	670.6	pcrec_25b1984f_auto-nocaps-simdna	673.1	3.615394	3.051078	1.008251	1.003703	3.157578	3.002212	1.000000	1.012698	3.155411	2.995642
syntax@0.1	cls-dot	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	444715.8	libpcre2_10.46_jit-caps-simdna	444715.8	pcrec_d34c9131_auto-nocaps-simdna	749087.0	6.907699	1.000000	1.764906	1.765942	4.680220	4.704042	1.715900	1.684417	4.676669	4.701535
syntax@0.1	cls-dot	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1425.6	libpcre2_10.46_jit-caps-simdna	1425.6			1.015749	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-dot	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_auto-nocaps-simdna	435.8	excluded	excluded	1.727894	1.715583	1.513796	1.000000	1.714144	1.730598	1.092991	1.020280
syntax@0.1	cls-dot	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	523.3	pcrec_d34c9131_auto-caps-simdna	523.3	pcrec_d34c9131_auto-nocaps-simdna	525.5	4.196967	3.062990	1.023981	1.023201	2.247509	2.147052	1.000000	1.004043	2.212704	2.148246
syntax@0.1	cls-fold-pair	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	436863.8	libpcre2_10.46_jit-caps-simdna	436863.8	pcrec_d34c9131_auto-nocaps-simdna	783547.3	7.095897	1.000000	1.917279	1.921470	3.939044	3.938866	1.798039	1.793573	3.929959	3.930011
syntax@0.1	cls-fold-pair	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1418.1	libpcre2_10.46_jit-caps-simdna	1418.1			1.017102	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-fold-pair	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.4	pcrec_25b1984f_vm-in-caps-simdna	251.4	pcrec_d34c9131_auto-nocaps-simdna	435.5	excluded	excluded	1.725347	1.738591	1.096511	1.000000	1.770690	1.731957	1.098668	1.022938
syntax@0.1	cls-fold-pair	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	519.3	pcrec_d34c9131_auto-caps-simdna	519.3	pcrec_d34c9131_auto-nocaps-simdna	522.8	4.184684	3.041854	1.002152	1.031302	1.949456	1.789339	1.000000	1.006708	1.946661	1.784472
syntax@0.1	cls-h	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	132216.5	libpcre2_10.46_jit-caps-simdna	132216.5	pcrec_25b1984f_auto-nocaps-simdna	254050.4	6.129352	1.000000	1.928179	1.921472	7.621056	7.718737	1.933791	1.930804	7.864168	7.666486
syntax@0.1	cls-h	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1630.4	libpcre2_10.46_jit-caps-simdna	1630.4			1.009163	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-h	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	274.4	pcrec_25b1984f_vm-in-caps-simdna	274.4	pcrec_d34c9131_auto-nocaps-simdna	462.5	excluded	excluded	1.683769	1.718654	1.002710	1.000000	1.680788	1.685216	1.000333	1.017686
syntax@0.1	cls-h	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	470.5	pcrec_d34c9131_auto-caps-simdna	470.6	pcrec_25b1984f_auto-nocaps-simdna	470.5	4.008086	3.544269	1.002225	1.000000	1.771111	1.662840	1.000314	1.001688	1.754267	1.660185
syntax@0.1	cls-i-class	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1347423.7	libpcre2_10.46_jit-caps-simdna	1347423.7	pcrec_d34c9131_auto-nocaps-simdna	1391385.2	3.038608	1.000000	1.054417	1.049620	1.418149	1.464590	1.035901	1.032626	1.416565	1.419643
syntax@0.1	cls-i-class	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1723.3	libpcre2_10.46_interp-caps-simdna	1723.3			1.000000	1.005638	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-i-class	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	259.5	pcrec_25b1984f_vm-in-caps-simdna	259.5	pcrec_25b1984f_auto-nocaps-simdna	451.1	excluded	excluded	1.757499	1.737953	1.041422	1.000000	1.760048	1.751601	1.046517	1.018623
syntax@0.1	cls-i-class	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	675.3	pcrec_d34c9131_auto-caps-simdna	675.3	pcrec_d34c9131_auto-nocaps-simdna	677.3	3.871072	2.491758	1.009143	1.004823	1.494190	1.429902	1.000000	1.002906	1.490954	1.430256
syntax@0.1	cls-mixed-case	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	755259.4	pcrec_d34c9131_auto-caps-simdna	755259.4	pcrec_d34c9131_auto-nocaps-simdna	767384.1	4.258692	1.503061	1.048211	1.046606	2.765113	2.784311	1.000000	1.016054	2.761554	2.778489
syntax@0.1	cls-mixed-case	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.4	libpcre2_10.46_jit-caps-simdna	1422.4			1.013538	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-mixed-case	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_25b1984f_vm-in-caps-simdna	254.0	pcrec_d34c9131_auto-nocaps-simdna	439.7	excluded	excluded	1.713568	1.742322	1.090609	1.000000	1.728581	1.731220	1.094132	1.020684
syntax@0.1	cls-mixed-case	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	518.4	pcrec_d34c9131_auto-caps-simdna	518.4	pcrec_25b1984f_auto-nocaps-simdna	530.3	4.211771	3.164678	1.027354	1.023048	2.244226	2.172100	1.000000	1.032565	2.234646	2.173179
syntax@0.1	cls-n-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	300585.9	libpcre2_10.46_jit-caps-simdna	300585.9	pcrec_d34c9131_auto-nocaps-simdna	483085.8	8.905708	1.000000	1.720874	1.721003	5.535573	5.544356	1.607846	1.607147	5.520176	5.504585
syntax@0.1	cls-n-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1772.6	libpcre2_10.46_jit-caps-simdna	1772.6			1.011203	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-n-uc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	260.9	pcrec_25b1984f_vm-in-caps-simdna	260.9	pcrec_d34c9131_auto-nocaps-simdna	444.3	excluded	excluded	1.743769	1.742956	1.026160	1.000000	1.704239	1.703008	1.033159	1.021170
syntax@0.1	cls-n-uc	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	519.2	pcrec_d34c9131_auto-caps-simdna	519.2	pcrec_d34c9131_auto-nocaps-simdna	519.4	4.983117	3.393712	1.001288	1.000610	2.129427	2.080254	1.000000	1.000439	2.131974	2.047880
syntax@0.1	cls-negset	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	745494.8	pcrec_25b1984f_auto-caps-simdna	745564.5	pcrec_25b1984f_auto-nocaps-simdna	745494.8	3.805379	1.291376	1.000094	1.000000	2.950387	2.950849	1.001308	1.003085	2.949919	2.946572
syntax@0.1	cls-negset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1386.5	libpcre2_10.46_jit-caps-simdna	1386.5			1.013440	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-negset	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.1	pcrec_25b1984f_vm-in-caps-simdna	250.1	pcrec_d34c9131_auto-nocaps-simdna	430.3	excluded	excluded	1.715234	1.721224	1.099505	1.000000	1.732437	1.720330	1.096130	1.023565
syntax@0.1	cls-negset	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	487.3	pcrec_d34c9131_auto-caps-simdna	487.3	pcrec_d34c9131_auto-nocaps-simdna	493.3	4.514244	3.532407	1.031590	1.038742	2.715300	2.645744	1.000000	1.012298	2.757641	2.639265
syntax@0.1	cls-pair-ctl	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	783362.4	pcrec_d34c9131_auto-caps-simdna	783362.4	pcrec_d34c9131_auto-nocaps-simdna	784183.3	4.037905	1.472291	1.071568	1.072409	2.758793	2.780926	1.000000	1.001048	2.753789	2.771908
syntax@0.1	cls-pair-ctl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1415.8	libpcre2_10.46_jit-caps-simdna	1415.8			1.014618	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-pair-ctl	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	253.6	pcrec_25b1984f_vm-in-caps-simdna	253.6	pcrec_25b1984f_auto-nocaps-simdna	439.0	excluded	excluded	1.738150	1.731439	1.094285	1.000000	1.711663	1.746953	1.104074	1.020968
syntax@0.1	cls-pair-ctl	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	521.5	pcrec_25b1984f_auto-caps-simdna	524.7	pcrec_d34c9131_auto-nocaps-simdna	521.5	4.161483	3.152563	1.006130	1.017557	2.233829	2.161124	1.008735	1.000000	2.252463	2.161053
syntax@0.1	cls-posix	large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna	5913764.1	pcrec_d34c9131_vm-caps-simdna	5913764.1	pcrec_d34c9131_auto-nocaps-simdna	6361704.4	4.651862	1.926885	1.086227	1.085434	1.000937	1.007412	1.078894	1.075745	1.000000	1.001125
syntax@0.1	cls-posix	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3537.1	libpcre2_10.46_interp-caps-simdna	3537.1			1.000000	1.001624	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-posix	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	449.6	pcrec_d34c9131_vm-in-caps-simdna	449.6	pcrec_d34c9131_auto-nocaps-simdna	610.9	excluded	excluded	1.359495	1.359620	1.040384	1.001422	1.372123	1.358742	1.044176	1.000000
syntax@0.1	cls-posix	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	601.1	pcrec_d34c9131_vm-in-caps-simdna	601.1	pcrec_d34c9131_auto-nocaps-simdna	751.4	7.037730	3.001955	1.266018	1.252311	1.074853	1.008040	1.242283	1.250025	1.076473	1.000000
syntax@0.1	cls-range	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	247701.2	pcrec_d34c9131_auto-caps-simdna	247701.2	pcrec_d34c9131_auto-nocaps-simdna	248005.3	5.306873	1.103026	1.125070	1.126077	2.674020	2.697997	1.000000	1.001228	2.675752	2.691954
syntax@0.1	cls-range	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1210.0	libpcre2_10.46_jit-caps-simdna	1210.0			1.034790	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-range	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	260.4	pcrec_d34c9131_vm-caps-simdna	260.4	pcrec_25b1984f_auto-nocaps-simdna	440.2	excluded	excluded	1.694346	1.690740	1.001397	1.001502	1.688802	1.693257	1.000000	1.023792
syntax@0.1	cls-range	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	415.1	pcrec_25b1984f_auto-caps-simdna	421.3	pcrec_25b1984f_auto-nocaps-simdna	415.1	4.051530	3.747657	1.014930	1.000000	1.661345	1.517220	1.020385	1.019827	1.648682	1.547548
syntax@0.1	cls-s-lc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	286720.3	libpcre2_10.46_jit-caps-simdna	286720.3	pcrec_25b1984f_auto-nocaps-simdna	725758.6	9.232067	1.000000	2.541648	2.531242	3.352636	3.356171	2.529218	2.539075	3.359895	3.361999
syntax@0.1	cls-s-lc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1321.9	libpcre2_10.46_jit-caps-simdna	1321.9			1.038969	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-s-lc	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	250.2	pcrec_25b1984f_vm-in-caps-simdna	250.2	pcrec_d34c9131_auto-nocaps-simdna	452.2	excluded	excluded	1.833463	1.817882	1.051778	1.000000	1.813135	1.807423	1.047534	1.023410
syntax@0.1	cls-s-lc	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	518.7	pcrec_25b1984f_auto-caps-simdna	524.3	pcrec_d34c9131_auto-nocaps-simdna	518.7	4.276205	3.313968	1.010648	1.006191	1.328686	1.150646	1.015176	1.000000	1.320925	1.152379
syntax@0.1	cls-s-uc	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	3173717.5	pcrec_25b1984f_auto-caps-simdna	3173717.5	pcrec_25b1984f_auto-nocaps-simdna	3179959.8	31.486519	1.048079	1.000000	1.001967	7.638491	7.562917	1.004050	1.004521	7.539590	7.566456
syntax@0.1	cls-s-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1536.4	libpcre2_10.46_jit-caps-simdna	1536.4			1.014175	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-s-uc	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	726.1	pcrec_d34c9131_auto-caps-simdna	726.3	pcrec_d34c9131_auto-nocaps-simdna	726.1	excluded	excluded	1.009083	1.005543	1.635403	1.751132	1.000228	1.000000	1.636428	1.755614
syntax@0.1	cls-s-uc	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	1170.7	pcrec_d34c9131_auto-caps-simdna	1170.7	pcrec_d34c9131_auto-nocaps-simdna	1174.2	4.232831	1.486809	1.011934	1.004535	13.797790	13.631891	1.000000	1.002983	13.683343	13.594591
syntax@0.1	cls-v	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	170296.3	libpcre2_10.46_jit-caps-simdna	170296.3	pcrec_25b1984f_auto-nocaps-simdna	431628.1	14.048869	1.000000	2.535502	2.534571	5.286441	5.265020	2.541103	2.541736	5.287954	5.313333
syntax@0.1	cls-v	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1902.8	libpcre2_10.46_jit-caps-simdna	1902.8			1.010575	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-v	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	273.8	pcrec_25b1984f_vm-in-caps-simdna	273.8	pcrec_d34c9131_auto-nocaps-simdna	463.5	excluded	excluded	1.695116	1.693702	1.055888	1.000000	1.694315	1.692863	1.057295	1.019367
syntax@0.1	cls-v	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	509.8	pcrec_25b1984f_auto-caps-simdna	509.8	pcrec_d34c9131_auto-nocaps-simdna	512.1	5.889191	3.320659	1.000000	1.010244	1.392318	1.268090	1.007759	1.004604	1.388409	1.254726
syntax@0.1	cls-w	large-subject-throughput	plain	pcrec_25b1984f_vm-caps-simdna	5705896.5	pcrec_25b1984f_vm-caps-simdna	5705896.5	pcrec_d34c9131_auto-nocaps-simdna	6871696.6	5.298636	2.246983	1.206930	1.207809	1.000000	1.009090	1.206367	1.204315	1.002484	1.001353
syntax@0.1	cls-w	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4050.8	libpcre2_10.46_jit-caps-simdna	4050.8			1.000236	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	cls-w	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	471.7	pcrec_25b1984f_vm-in-caps-simdna	471.7	pcrec_d34c9131_auto-nocaps-simdna	629.5	excluded	excluded	1.328722	1.337715	1.012166	1.000000	1.326123	1.334504	1.018337	1.008298
syntax@0.1	cls-w	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	571.4	pcrec_d34c9131_vm-in-caps-simdna	571.4	pcrec_d34c9131_auto-nocaps-simdna	796.0	7.930066	3.450491	1.401237	1.403786	1.053776	1.001398	1.387065	1.393188	1.066093	1.000000
syntax@0.1	cnd-group	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	5117814.8	libpcre2_10.46_jit-caps-simdna	5117814.8			1.542233	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	cnd-group	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2408.1	libpcre2_10.46_jit-caps-simdna	2408.1			1.000352	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	cnd-group	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2163.6	libpcre2_10.46_jit-caps-simdna	2163.6			2.393005	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-cr	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	23110.3	pcrec_d34c9131_auto-caps-simdna	23112.1	pcrec_d34c9131_auto-nocaps-simdna	23110.3	98.714432	7.158180	1.000801	1.001797	73.488284	73.477990	1.000076	1.000000	72.088085	72.273228
syntax@0.1	esc-cr	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1530.5	libpcre2_10.46_jit-caps-simdna	1530.5			1.006674	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-cr	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	259.4	pcrec_25b1984f_vm-in-caps-simdna	259.4	pcrec_d34c9131_auto-nocaps-simdna	453.6	excluded	excluded	1.752562	1.791116	1.031128	1.000000	1.792493	1.748750	1.069892	1.021455
syntax@0.1	esc-cr	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	365.8	pcrec_25b1984f_auto-caps-simdna	365.8	pcrec_25b1984f_auto-nocaps-simdna	366.1	6.752588	4.470741	1.000000	1.000849	3.341307	3.098074	1.002455	1.002316	3.328411	3.082439
syntax@0.1	esc-ctrl	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	57290.3	libpcre2_10.46_jit-caps-simdna	57290.3			12.053518	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-ctrl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1330.2	libpcre2_10.46_jit-caps-simdna	1330.2			1.016008	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-ctrl	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1562.2	libpcre2_10.46_jit-caps-simdna	1562.2			1.294233	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
syntax@0.1	esc-hex	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	514903.6	libpcre2_10.46_jit-caps-simdna	514903.6	pcrec_d34c9131_auto-nocaps-simdna	783350.8	5.827770	1.000000	1.630045	1.629605	3.355005	3.340131	1.525537	1.521354	3.330956	3.337939
syntax@0.1	esc-hex	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1404.1	libpcre2_10.46_jit-caps-simdna	1404.1			1.015942	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.8	pcrec_25b1984f_vm-in-caps-simdna	251.8	pcrec_25b1984f_auto-nocaps-simdna	435.1	excluded	excluded	1.720645	1.727869	1.097207	1.000000	1.724198	1.740297	1.099005	1.021580
syntax@0.1	esc-hex	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	516.6	pcrec_d34c9131_auto-caps-simdna	516.6	pcrec_25b1984f_auto-nocaps-simdna	522.9	4.135077	3.338862	1.011832	1.012206	1.923429	1.796145	1.000000	1.026261	1.922617	1.789563
syntax@0.1	esc-hex-braced	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	38246.4	pcrec_d34c9131_auto-caps-simdna	38347.0	pcrec_d34c9131_auto-nocaps-simdna	38246.4	58.199827	7.182671	1.043367	1.040260	43.858134	43.867939	1.002631	1.000000	43.844772	43.859956
syntax@0.1	esc-hex-braced	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.7	libpcre2_10.46_jit-caps-simdna	1422.7			1.012958	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex-braced	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_25b1984f_vm-in-caps-simdna	251.7	pcrec_d34c9131_auto-nocaps-simdna	437.0	excluded	excluded	1.766375	1.736143	1.053393	1.000000	1.749872	1.736126	1.047686	1.023121
syntax@0.1	esc-hex-braced	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	369.5	pcrec_25b1984f_auto-caps-simdna	370.1	pcrec_25b1984f_auto-nocaps-simdna	369.5	4.413350	4.243794	1.001465	1.000000	3.041306	2.888263	1.004517	1.002794	3.048823	2.887033
syntax@0.1	esc-nl	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	166739.5	libpcre2_10.46_jit-caps-simdna	166739.5	pcrec_d34c9131_auto-nocaps-simdna	322149.9	13.714788	1.000000	1.945118	1.944643	12.437632	12.507877	1.939755	1.932055	12.493917	12.491989
syntax@0.1	esc-nl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1650.8	libpcre2_10.46_jit-caps-simdna	1650.8			1.008817	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-nl	match-compliance	whole-subject	pcrec_25b1984f_vm-in-caps-simdna	258.9	pcrec_25b1984f_vm-in-caps-simdna	258.9	pcrec_d34c9131_auto-nocaps-simdna	452.0	excluded	excluded	1.750038	1.751503	1.019930	1.000000	1.741234	1.745673	1.018980	1.020973
