# reporter: v21 (2026-09-23); surface: matrix; filters: subbench=capability, version=0.1, since=2026-09-22T00:00:00Z, until=2026-09-23T07:00:00Z, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna, testee=pcrec_8d716693_auto-caps-simdna, testee=pcrec_8d716693_auto-nocaps-simdna, testee=pcrec_8d716693_vm-caps-simdna, testee=pcrec_8d716693_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (11 record(s) matching this query); records: 11; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6; superseded: 0; newer_not_measured: 0; testees: oniguruma_6.9.10_default-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_8d716693_auto-caps-simdna,pcrec_8d716693_auto-nocaps-simdna,pcrec_8d716693_vm-caps-simdna,pcrec_8d716693_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; capture_class: yes=oniguruma_6.9.10_default-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_8d716693_auto-caps-simdna,pcrec_8d716693_vm-caps-simdna,pcrec_8d716693_vm-in-caps-simdna; no=pcrec_25b1984f_auto-nocaps-simdna,pcrec_8d716693_auto-nocaps-simdna,rust_1.13.1_default-caps-simdna,vectorscan_5.4.11_block-nosom-nocaps-simd; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99): best_testee/best_ns and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. This is a DIFFERENT number from the report's own class-pure ranking sections; matrix_page.py recomputes a class-pure ratio per its two split tables from this line plus each cell's own ratio x best_ns, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee	best_ns	oniguruma_6.9.10_default-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_8d716693_auto-caps-simdna	pcrec_8d716693_auto-nocaps-simdna	pcrec_8d716693_vm-caps-simdna	pcrec_8d716693_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna	vectorscan_5.4.11_block-nosom-nocaps-simd
capability@0.1	wild-logparse-winpath-grok	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	933.5	5.713750	2.828989	2.833746	24.579342	26.159176	1.000921	1.000000	1.097455	1.186186	unsup	unsup
capability@0.1	wild-secrets-aws-access-key-id	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	135353.4	16.032098	29.624468	31.033468	69.131727	68.923074	29.125040	29.453496	69.062588	68.991686	1.000000	2.162603
capability@0.1	wild-secrets-aws-access-key-id	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	982.3	7.646337	2.772952	2.509233	7.889206	8.006225	1.188816	1.000000	1.970905	2.065706	2.189363	2.138054
capability@0.1	wild-secrets-github-pat	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	46778.6	8.856108	2.662993	2.662793	111.781405	102.100740	2.663708	2.667860	115.170521	125.207268	1.000000	1.287627
capability@0.1	wild-secrets-github-pat	short-subject-search	plain	pcrec_8d716693_vm-caps-simdna	790.7	3.746614	2.156863	1.737629	3.981906	4.601738	1.333430	1.213475	1.000000	1.173230	2.161959	1.042528
capability@0.1	wild-secrets-slack-webhook-url	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	111588.1	11.199477	3.056500	3.033367	42.800175	42.806862	3.063498	3.036147	43.618741	43.647122	5.783801	1.000000
capability@0.1	wild-secrets-slack-webhook-url	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	693.8	4.857025	1.884732	1.337557	8.100393	8.271875	1.695150	1.383349	2.014750	2.141044	3.830283	1.000000
capability@0.1	wild-secrets-username-password-pair	large-subject-throughput	plain	pcrec_8d716693_auto-caps-simdna	23101.6	209.502313	55.614673	55.460323	254.552068	254.489407	1.000000	1.001821	1.002652	1.003570	21.136382	20.574408
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	721.4	12.489292	2.583306	1.902627	8.855335	9.136623	1.488373	1.000000	1.524021	1.609014	3.380590	2.441034
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	82113.0	16.330228	4.994899	4.979358	48.039181	48.004560	5.030491	5.032417	48.142486	48.050096	1.000000	1.865931
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	707.0	4.226787	1.004670	1.006616	6.554865	7.002684	1.000293	1.000000	3.387443	3.591363	1.901837	3.409110
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	pcrec_8d716693_vm-caps-simdna	31.9	4.737357	3430.292390	3434.854249	52346.753991	52342.962875	1.065573	1.089076	1.000000	1.108376	2.530243	6.833624
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_8d716693_vm-caps-simdna	641.0	5.423756	1.851416	1.851839	3.347674	3.124978	1.004883	1.006401	1.000000	1.063405	2.490154	4.282961
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	243.2	411868.288016	28783.484382	15689.533999	104132.287463	106529.286048	28791.284836	15835.732827	104132.115894	106450.293564	54089.110679	1.000000
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1187.0	14.526694	2.437771	1.038324	87.668140	85.813840	2.426989	1.000000	87.632002	86.260024	11.125014	3.272370
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	39.0	57222.160404	1.038256	1.000000	114878.225116	114854.502297	1.126190	1.122851	2.032602	2.189200	2.789474	5.018043
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	783.4	6.704814	1.357892	1.360306	8.284019	8.192171	1.000000	1.000068	1.249260	1.313714	3.276690	2.985509
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	18.2	20.282862	1.766518	1.028187	234780.272005	234809.038754	1.709563	1.371794	1.588047	1.882776	1.000000	1.672315
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	498.6	7.196709	1.748529	1.000000	12.904304	13.258438	1.744811	1.256355	1.782056	2.050462	2.523811	1.904727
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	12.5	7.577057	2.432935	1.494601	287466.445384	286079.590390	2.069021	1.000000	2.543137	3.018983	1.461872	2.455930
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	428.3	11.686774	1.889939	1.131292	11.434895	11.913755	1.755104	1.000000	1.944968	2.267402	3.879439	2.304895
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_8d716693_auto-nocaps-simdna	82265.3	29.398275	1.003633	1.003504	98.771516	98.982742	1.002940	1.000000	97.574909	97.640714	2.561624	2.957643
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	716.4	5.913353	1.009576	1.000000	9.584885	9.465758	1.089561	1.100747	1.439522	1.438693	1.736186	2.263955
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	600527.6	108.643992	6.793042	6.804292	34.763923	34.731047	6.797083	6.798727	34.783886	34.849336	4.075879	1.000000
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	2687.8	16.710567	1.007858	1.005323	6.083212	6.149213	1.001332	1.000000	6.121705	6.107004	1.642486	1.305407
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	160000.2	30.959608	7.925373	7.917804	62.278447	62.445122	8.489724	8.505011	62.443336	62.379326	2.429880	1.000000
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	671.1	18.657983	1.953740	1.959798	16.487680	16.770276	1.000000	1.000666	1.842220	1.962184	4.776315	3.957053
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	86460.7	39.635408	11.584773	11.565227	49.882926	49.855626	11.571276	11.577697	49.860918	49.868642	3.244653	1.000000
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_8d716693_auto-nocaps-simdna	1125.0	7.751981	1.023903	1.025416	4.664390	4.709452	1.002720	1.000000	4.645985	4.724737	1.895153	1.920065
capability@0.1	wild-waf-crs-942360-concat-sqli	large-subject-throughput	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	878544.4	169.873912	13.825484	13.883785	55.025973	55.126154	13.822785	13.815030	54.928824	54.988243	2.796243	1.000000
capability@0.1	wild-waf-crs-942360-concat-sqli	short-subject-search	plain	vectorscan_5.4.11_block-nosom-nocaps-simd	4566.7	31.421943	1.621531	1.621468	10.630325	10.622620	1.626181	1.623076	10.725446	10.606246	1.056523	1.000000
capability@0.1	wild-waf-crs-942500-comment-obfuscation	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	23099.9	64.855558	1.000000	1.000900	176.874571	176.886637	1.002307	1.002102	176.918350	176.616109	1.786285	2.606417
capability@0.1	wild-waf-crs-942500-comment-obfuscation	short-subject-search	plain	pcrec_8d716693_auto-caps-simdna	702.9	5.528220	1.043066	1.049492	6.789307	6.814282	1.000000	1.003108	2.156343	2.300177	3.454205	3.512029
capability@0.1	winpath-near-miss	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	20.1	4.644397	1.000000	1.014638	245465.816605	245113.420245	1151.133754	1150.942463	1152.224300	1152.269352	4.493536	7.786699
capability@0.1	winpath-near-miss	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	499.8	5.863994	1.000339	1.000000	12.329705	12.360285	1.171059	1.169994	1.680702	1.811305	3.594820	2.969465
