# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=capability, version=0.1, since=2026-09-23T00:00:00Z, until=2026-09-26T06:00:00Z, testee=pcrec_6ef76820_auto-caps-simdna, testee=pcrec_6ef76820_auto-nocaps-simdna, testee=pcrec_6ef76820_vm-caps-simdna, testee=pcrec_6ef76820_vm-in-caps-simdna, testee=pcrec_ce658cb7_auto-caps-simdna, testee=pcrec_ce658cb7_auto-nocaps-simdna, testee=pcrec_ce658cb7_vm-caps-simdna, testee=pcrec_ce658cb7_vm-in-caps-simdna, testee=oniguruma_6.9.10_default-caps-simdna, testee=rust_1.13.1_default-caps-simdna, testee=vectorscan_5.4.11_block-nosom-nocaps-simd; source: store/index.tsv (8 record(s) matching this query); records: 8; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.6,1.7; superseded: 0; newer_not_measured: 0; testees: pcrec_6ef76820_auto-caps-simdna,pcrec_6ef76820_auto-nocaps-simdna,pcrec_6ef76820_vm-caps-simdna,pcrec_6ef76820_vm-in-caps-simdna,pcrec_ce658cb7_auto-caps-simdna,pcrec_ce658cb7_auto-nocaps-simdna,pcrec_ce658cb7_vm-caps-simdna,pcrec_ce658cb7_vm-in-caps-simdna; capture_class: yes=pcrec_6ef76820_auto-caps-simdna,pcrec_6ef76820_vm-caps-simdna,pcrec_6ef76820_vm-in-caps-simdna,pcrec_ce658cb7_auto-caps-simdna,pcrec_ce658cb7_vm-caps-simdna,pcrec_ce658cb7_vm-in-caps-simdna; no=pcrec_6ef76820_auto-nocaps-simdna,pcrec_ce658cb7_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	pcrec_6ef76820_auto-caps-simdna	pcrec_6ef76820_auto-nocaps-simdna	pcrec_6ef76820_vm-caps-simdna	pcrec_6ef76820_vm-in-caps-simdna	pcrec_ce658cb7_auto-caps-simdna	pcrec_ce658cb7_auto-nocaps-simdna	pcrec_ce658cb7_vm-caps-simdna	pcrec_ce658cb7_vm-in-caps-simdna
capability@0.1	wild-codegrammar-json-array-begin	short-subject-search	plain	pcrec_ce658cb7_vm-caps-simdna	662.1	pcrec_ce658cb7_vm-caps-simdna	662.1	pcrec_ce658cb7_auto-nocaps-simdna	678.8	1.045862	1.050891	1.032802	1.035865	1.025954	1.025280	1.000000	1.033856
capability@0.1	wild-codegrammar-json-constant	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	4197582.0	pcrec_ce658cb7_auto-caps-simdna	4197582.0	pcrec_ce658cb7_auto-nocaps-simdna	4197708.6	1.000285	1.000288	1.120958	1.123767	1.000000	1.000030	1.125668	1.124017
capability@0.1	wild-codegrammar-json-constant	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	2403.1	pcrec_ce658cb7_auto-caps-simdna	2410.2	pcrec_ce658cb7_auto-nocaps-simdna	2403.1	1.009711	1.009351	1.407687	1.394645	1.002949	1.000000	1.412855	1.379611
capability@0.1	wild-codegrammar-json-number-extended	large-subject-throughput	plain	pcrec_ce658cb7_auto-nocaps-simdna	2173120.2	pcrec_ce658cb7_auto-caps-simdna	2177114.0	pcrec_ce658cb7_auto-nocaps-simdna	2173120.2	1.123740	1.124417	4.623865	4.684227	1.001838	1.000000	4.588606	4.683350
capability@0.1	wild-codegrammar-json-number-extended	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	1369.2	pcrec_ce658cb7_auto-caps-simdna	1384.3	pcrec_ce658cb7_auto-nocaps-simdna	1369.2	1.021444	1.017245	5.356658	5.452978	1.011044	1.000000	5.336536	5.447702
capability@0.1	wild-codegrammar-json-object-begin	large-subject-throughput	plain	pcrec_ce658cb7_vm-in-caps-simdna	23114.6	pcrec_ce658cb7_vm-in-caps-simdna	23114.6	pcrec_6ef76820_auto-nocaps-simdna	23157.5	1.001615	1.001858	1.000086	1.000191	1.001099	1.001940	1.001280	1.000000
capability@0.1	wild-codegrammar-json-object-begin	short-subject-search	plain	pcrec_ce658cb7_vm-caps-simdna	632.7	pcrec_ce658cb7_vm-caps-simdna	632.7	pcrec_ce658cb7_auto-nocaps-simdna	660.9	1.058506	1.071020	1.033983	1.037897	1.045738	1.044586	1.000000	1.038286
capability@0.1	wild-codegrammar-json-stringcontent-escape	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	23109.0	pcrec_ce658cb7_auto-caps-simdna	23109.0	pcrec_ce658cb7_auto-nocaps-simdna	23136.7	1.004589	1.001249	1.001583	1.002126	1.000000	1.001199	1.000945	1.000843
capability@0.1	wild-codegrammar-json-stringcontent-escape	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	724.1	pcrec_ce658cb7_auto-caps-simdna	724.1	pcrec_ce658cb7_auto-nocaps-simdna	724.1	1.024181	1.027829	1.155247	1.322320	1.000000	1.000007	1.131801	1.315580
capability@0.1	wild-datetime-datefinder-alternation	large-subject-throughput	plain	pcrec_ce658cb7_auto-nocaps-simdna	9457439.8			pcrec_ce658cb7_auto-nocaps-simdna	9457439.8	refused	1.090792	refused	refused	refused	1.000000	refused	refused
capability@0.1	wild-datetime-datefinder-alternation	short-subject-search	plain	pcrec_6ef76820_auto-nocaps-simdna	1952.6			pcrec_6ef76820_auto-nocaps-simdna	1952.6	refused	1.000000	refused	refused	refused	1.014963	refused	refused
capability@0.1	wild-datetime-moment-iso8601	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	18.8	pcrec_ce658cb7_auto-caps-simdna	32.2	pcrec_6ef76820_auto-nocaps-simdna	18.8	1.744518	1.000000	3.083168	3.528339	1.716880	1.113390	3.891301	4.132561
capability@0.1	wild-datetime-moment-iso8601	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	569.1	pcrec_ce658cb7_vm-caps-simdna	830.3	pcrec_ce658cb7_auto-nocaps-simdna	569.1	1.713365	1.035603	2.443405	2.737096	1.677417	1.000000	1.459040	1.621991
capability@0.1	wild-logparse-base10num-grok	large-subject-throughput	plain	pcrec_6ef76820_auto-caps-simdna	4034539.9	pcrec_6ef76820_auto-caps-simdna	4034539.9	pcrec_ce658cb7_auto-nocaps-simdna	4046265.1	1.000000	1.005914	5.767740	5.876848	1.002895	1.002906	5.784012	5.874426
capability@0.1	wild-logparse-base10num-grok	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	2454.1	pcrec_ce658cb7_auto-caps-simdna	2454.1	pcrec_ce658cb7_auto-nocaps-simdna	2475.7	1.014015	1.017807	7.421068	7.571344	1.000000	1.008780	7.434203	7.580753
capability@0.1	wild-logparse-base10num-noatomic	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	3983267.6	pcrec_6ef76820_auto-caps-simdna	3984822.3	pcrec_6ef76820_auto-nocaps-simdna	3983267.6	1.000390	1.000000	5.798627	5.950853	1.006985	1.007249	6.139466	5.914836
capability@0.1	wild-logparse-base10num-noatomic	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	2434.1	pcrec_ce658cb7_auto-caps-simdna	2434.9	pcrec_ce658cb7_auto-nocaps-simdna	2434.1	1.016212	1.010992	7.225612	7.457386	1.000310	1.000000	7.215882	7.342027
capability@0.1	wild-logparse-quotedstring-grok	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	1010032.8	pcrec_ce658cb7_auto-caps-simdna	1010032.8	pcrec_ce658cb7_auto-nocaps-simdna	1010093.6	1.002067	1.000380	46.239905	46.236695	1.000000	1.000060	46.139126	46.156942
capability@0.1	wild-logparse-quotedstring-grok	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	1937.2	pcrec_ce658cb7_auto-caps-simdna	1939.8	pcrec_ce658cb7_auto-nocaps-simdna	1937.2	1.002161	1.003226	25.305567	25.360286	1.001374	1.000000	25.242980	25.335718
capability@0.1	wild-logparse-quotedstring-noatomic	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	929408.1	pcrec_6ef76820_auto-caps-simdna	930647.8	pcrec_6ef76820_auto-nocaps-simdna	929408.1	1.001334	1.000000	25.257431	25.018016	1.002090	1.002279	24.784195	24.829369
capability@0.1	wild-logparse-quotedstring-noatomic	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	1834.9	pcrec_ce658cb7_auto-caps-simdna	1834.9	pcrec_ce658cb7_auto-nocaps-simdna	1844.3	1.009751	1.008243	62.155173	62.404355	1.000000	1.005127	62.122895	62.361653
capability@0.1	wild-logparse-syslogbase-expanded	large-subject-throughput	plain	pcrec_ce658cb7_auto-nocaps-simdna	3988596.0	pcrec_ce658cb7_auto-caps-simdna	3990257.9	pcrec_ce658cb7_auto-nocaps-simdna	3988596.0	1.000463	1.000284	9.999781	9.952117	1.000417	1.000000	9.984841	9.955285
capability@0.1	wild-logparse-syslogbase-expanded	short-subject-search	plain	pcrec_6ef76820_auto-nocaps-simdna	1595.1	pcrec_6ef76820_auto-caps-simdna	1779.6	pcrec_6ef76820_auto-nocaps-simdna	1595.1	1.115639	1.000000	4.624538	4.654126	1.117354	1.013368	4.596280	4.655187
capability@0.1	wild-logparse-winpath-grok	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	23101.3	pcrec_6ef76820_vm-in-caps-simdna	23120.3	pcrec_6ef76820_auto-nocaps-simdna	23101.3	1.002852	1.000000	1.003048	1.000823	1.001420	1.001780	1.001402	1.003514
capability@0.1	wild-logparse-winpath-grok	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	929.6	pcrec_ce658cb7_auto-caps-simdna	930.6	pcrec_ce658cb7_auto-nocaps-simdna	929.6	1.002652	1.003660	1.098955	1.192324	1.001035	1.000000	1.095922	1.186959
capability@0.1	wild-secrets-aws-access-key-id	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	3939620.9	pcrec_ce658cb7_auto-caps-simdna	3939620.9	pcrec_ce658cb7_auto-nocaps-simdna	3981717.3	1.000572	1.012236	2.370377	2.370431	1.000000	1.010685	2.369900	2.370164
capability@0.1	wild-secrets-aws-access-key-id	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	979.0	pcrec_ce658cb7_auto-caps-simdna	1166.6	pcrec_ce658cb7_auto-nocaps-simdna	979.0	1.214456	1.010203	2.019406	2.069659	1.191545	1.000000	1.949920	2.068974
capability@0.1	wild-secrets-github-pat	large-subject-throughput	plain	pcrec_ce658cb7_vm-in-caps-simdna	125349.3	pcrec_ce658cb7_vm-in-caps-simdna	125349.3	pcrec_ce658cb7_auto-nocaps-simdna	128842.2	1.031684	1.027869	1.030000	1.002255	1.031143	1.027865	1.030035	1.000000
capability@0.1	wild-secrets-github-pat	short-subject-search	plain	pcrec_ce658cb7_vm-caps-simdna	664.2	pcrec_ce658cb7_vm-caps-simdna	664.2	pcrec_ce658cb7_auto-nocaps-simdna	933.9	1.642982	1.408422	1.027304	1.261743	1.633912	1.405959	1.000000	1.233087
capability@0.1	wild-secrets-slack-webhook-url	large-subject-throughput	plain	pcrec_6ef76820_auto-caps-simdna	347678.6	pcrec_6ef76820_auto-caps-simdna	347678.6	pcrec_6ef76820_auto-nocaps-simdna	350205.1	1.000000	1.007267	1.002026	1.000979	1.000144	1.007772	1.000956	1.000895
capability@0.1	wild-secrets-slack-webhook-url	short-subject-search	plain	pcrec_ce658cb7_vm-caps-simdna	814.8	pcrec_ce658cb7_vm-caps-simdna	814.8	pcrec_ce658cb7_auto-nocaps-simdna	957.8	1.474010	1.183530	1.022198	1.159446	1.444028	1.175525	1.000000	1.158752
capability@0.1	wild-secrets-username-password-pair	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	23111.5	pcrec_6ef76820_vm-caps-simdna	23118.2	pcrec_6ef76820_auto-nocaps-simdna	23111.5	1.000689	1.000000	1.000289	1.001652	1.000842	1.001308	1.001208	1.002368
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	719.3	pcrec_ce658cb7_auto-caps-simdna	1053.0	pcrec_ce658cb7_auto-nocaps-simdna	719.3	1.492886	1.003047	1.527360	1.617143	1.463955	1.000000	1.532888	1.623269
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	pcrec_ce658cb7_vm-in-caps-simdna	356255.4	pcrec_ce658cb7_vm-in-caps-simdna	356255.4	pcrec_ce658cb7_auto-nocaps-simdna	358087.1	1.005613	1.005496	1.002068	1.003249	1.006505	1.005141	1.001632	1.000000
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	643.0	pcrec_ce658cb7_auto-caps-simdna	643.4	pcrec_ce658cb7_auto-nocaps-simdna	643.0	1.005547	1.006755	1.179216	1.351959	1.000562	1.000000	1.147009	1.340769
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	26.1	pcrec_6ef76820_auto-caps-simdna	26.1	pcrec_6ef76820_auto-nocaps-simdna	26.1	1.001186	1.000000	1.024810	1.225909	1.031527	1.057254	1.092088	1.290706
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	617.5	pcrec_ce658cb7_auto-caps-simdna	617.5	pcrec_ce658cb7_auto-nocaps-simdna	617.8	1.019101	1.019199	1.070232	1.178116	1.000000	1.000628	1.046565	1.143512
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	pcrec_ce658cb7_auto-nocaps-simdna	3262305.9	pcrec_6ef76820_auto-caps-simdna	7489169.5	pcrec_ce658cb7_auto-nocaps-simdna	3262305.9	2.295667	1.171247	7.790573	7.980512	2.332173	1.000000	7.850643	7.928323
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	1159.3	pcrec_ce658cb7_auto-caps-simdna	2855.3	pcrec_ce658cb7_auto-nocaps-simdna	1159.3	2.495503	1.022872	89.735438	88.486989	2.462956	1.000000	89.714675	88.379233
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_6ef76820_auto-caps-simdna	37.0	pcrec_6ef76820_auto-caps-simdna	37.0	pcrec_6ef76820_auto-nocaps-simdna	38.0	1.000000	1.026591	1.705953	1.858048	1.060888	1.062172	623.963832	624.550457
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_ce658cb7_vm-caps-simdna	795.0	pcrec_ce658cb7_vm-caps-simdna	795.0	pcrec_ce658cb7_auto-nocaps-simdna	1058.4	1.383060	1.385769	1.767904	1.843665	1.330716	1.331324	1.000000	1.069607
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	12.5	pcrec_6ef76820_auto-caps-simdna	26.5	pcrec_6ef76820_auto-nocaps-simdna	12.5	2.119569	1.000000	2.353964	2.819914	2.139179	1.077683	2.280401	2.772086
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	414.3	pcrec_6ef76820_auto-caps-simdna	805.8	pcrec_ce658cb7_auto-nocaps-simdna	414.3	1.944997	1.077269	2.821080	3.471312	1.959377	1.000000	2.130955	2.431198
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	13.4	pcrec_6ef76820_auto-caps-simdna	25.9	pcrec_6ef76820_auto-nocaps-simdna	13.4	1.926392	1.000000	2.452481	2.984697	1.986654	1.080485	2.588986	3.021830
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	406.7	pcrec_ce658cb7_auto-caps-simdna	734.9	pcrec_ce658cb7_auto-nocaps-simdna	406.7	1.845357	1.145701	2.078301	2.378425	1.807110	1.000000	1.964348	2.422905
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	81991.4	pcrec_ce658cb7_auto-caps-simdna	81991.4	pcrec_ce658cb7_auto-nocaps-simdna	82382.8	1.005259	1.005055	97.863181	97.860628	1.000000	1.004773	97.884379	97.847818
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	775.2	pcrec_ce658cb7_auto-caps-simdna	775.2	pcrec_ce658cb7_auto-nocaps-simdna	778.7	1.000853	1.013815	1.342370	1.328341	1.000000	1.004420	1.300125	1.327438
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	pcrec_6ef76820_auto-nocaps-simdna	4080567.1	pcrec_ce658cb7_auto-caps-simdna	4082159.3	pcrec_6ef76820_auto-nocaps-simdna	4080567.1	1.000608	1.000000	5.122295	5.271968	1.000390	1.000221	5.108094	5.099623
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	2692.5	pcrec_ce658cb7_auto-caps-simdna	2692.5	pcrec_ce658cb7_auto-nocaps-simdna	2693.8	1.002360	1.001916	6.104381	6.140460	1.000000	1.000500	6.434715	6.302385
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	1358250.8	pcrec_ce658cb7_auto-caps-simdna	1358250.8	pcrec_ce658cb7_auto-nocaps-simdna	1358717.2	1.002806	1.001142	7.363633	7.354642	1.000000	1.000343	7.345063	7.360076
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	669.0	pcrec_ce658cb7_auto-caps-simdna	669.0	pcrec_ce658cb7_auto-nocaps-simdna	670.6	1.002607	1.006466	1.830531	1.969157	1.000000	1.002476	1.794451	1.965122
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	997728.6	pcrec_ce658cb7_auto-caps-simdna	997728.6	pcrec_ce658cb7_auto-nocaps-simdna	998346.1	1.016651	1.014173	4.323041	4.322900	1.000000	1.000619	4.322718	4.323304
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	1092.1	pcrec_ce658cb7_auto-caps-simdna	1092.1	pcrec_ce658cb7_auto-nocaps-simdna	1096.8	1.054783	1.057160	4.749147	4.857238	1.000000	1.004302	4.734416	4.835261
capability@0.1	wild-waf-crs-942360-concat-sqli	large-subject-throughput	plain	pcrec_ce658cb7_auto-caps-simdna	12136502.5	pcrec_ce658cb7_auto-caps-simdna	12136502.5	pcrec_ce658cb7_auto-nocaps-simdna	12154636.3	1.000392	1.001587	3.987735	3.959155	1.000000	1.001494	3.983183	3.988791
capability@0.1	wild-waf-crs-942360-concat-sqli	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	7332.3	pcrec_ce658cb7_auto-caps-simdna	7335.5	pcrec_ce658cb7_auto-nocaps-simdna	7332.3	1.010740	1.006668	6.666511	6.620045	1.000439	1.000000	6.628914	6.669843
capability@0.1	wild-waf-crs-942500-comment-obfuscation	large-subject-throughput	plain	pcrec_ce658cb7_vm-in-caps-simdna	23110.4	pcrec_ce658cb7_vm-in-caps-simdna	23110.4	pcrec_ce658cb7_auto-nocaps-simdna	23117.8	1.001941	1.000719	1.002714	1.001857	1.000933	1.000318	1.000289	1.000000
capability@0.1	wild-waf-crs-942500-comment-obfuscation	short-subject-search	plain	pcrec_ce658cb7_auto-nocaps-simdna	637.1	pcrec_ce658cb7_auto-caps-simdna	638.3	pcrec_ce658cb7_auto-nocaps-simdna	637.1	1.005254	1.006413	1.443956	1.616765	1.001804	1.000000	1.425633	1.615018
capability@0.1	winpath-near-miss	large-subject-throughput	plain	pcrec_6ef76820_auto-caps-simdna	18.8	pcrec_6ef76820_auto-caps-simdna	18.8	pcrec_6ef76820_auto-nocaps-simdna	18.9	1.000000	1.007692	1.475306	1.941823	1.118812	1.124676	1234.958129	1234.243389
capability@0.1	winpath-near-miss	short-subject-search	plain	pcrec_ce658cb7_auto-caps-simdna	465.9	pcrec_ce658cb7_auto-caps-simdna	465.9	pcrec_ce658cb7_auto-nocaps-simdna	469.5	1.049457	1.060761	1.649570	1.979633	1.000000	1.007714	1.855076	2.037326
