# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=capability, version=0.1, since=2026-09-17T00:00:00Z, until=2026-09-18T03:00:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=libpcre2_10.46_dfa-nocaps-simdna, testee=pcrec_a770139e_auto-caps-simdna, testee=pcrec_a770139e_auto-nocaps-simdna, testee=pcrec_a770139e_vm-caps-simdna, testee=pcrec_a770139e_vm-in-caps-simdna, testee=pcrec_cf0962e3_auto-caps-simdna, testee=pcrec_cf0962e3_auto-nocaps-simdna, testee=pcrec_cf0962e3_vm-caps-simdna, testee=pcrec_cf0962e3_vm-in-caps-simdna; source: store/index.tsv (12 record(s) matching this query); records: 11; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 1; newer_not_measured: 0; testees: libpcre2_10.46_dfa-nocaps-simdna,libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_a770139e_auto-caps-simdna,pcrec_a770139e_auto-nocaps-simdna,pcrec_a770139e_vm-caps-simdna,pcrec_a770139e_vm-in-caps-simdna,pcrec_cf0962e3_auto-caps-simdna,pcrec_cf0962e3_auto-nocaps-simdna,pcrec_cf0962e3_vm-caps-simdna,pcrec_cf0962e3_vm-in-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_dfa-nocaps-simdna	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_a770139e_auto-caps-simdna	pcrec_a770139e_auto-nocaps-simdna	pcrec_a770139e_vm-caps-simdna	pcrec_a770139e_vm-in-caps-simdna	pcrec_cf0962e3_auto-caps-simdna	pcrec_cf0962e3_auto-nocaps-simdna	pcrec_cf0962e3_vm-caps-simdna	pcrec_cf0962e3_vm-in-caps-simdna
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	1364.9	2.810467	3.551277	2.440152	1.377438	1.002022	4.684622	4.798274	1.367898	1.000000	4.640528	4.839318
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	128335.2	12.363707	12.808796	1.000000	3.186766	3.192066	30.730451	30.722575	3.189740	3.192397	30.733758	30.744092
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	708.0	4.339055	4.333000	4.262291	1.002075	1.005637	6.499224	6.782936	1.000000	1.004317	6.535722	6.755093
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	51579.8	50.558428	52.789601	1.000000	2.125114	2.124892	32.418332	32.435765	2.123534	2.130927	32.440880	32.406772
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	1184.0	2.995307	3.180407	2.474676	1.000407	1.001874	1.806016	1.702067	1.000000	1.001761	1.813330	1.695529
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	pcrec_a770139e_auto-nocaps-simdna	3803399.2	7.401992	12.276484	2.766047	1.841042	1.000000	6.673415	6.825509	1.839584	1.003694	6.657179	6.789184
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_a770139e_auto-nocaps-simdna	1235.2	97.108871	173.968166	18.161296	2.348060	1.000000	84.383429	82.488697	2.343707	1.000661	84.251671	82.475686
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	38.2	18.212002	13.302885	4.307205	1.013984	1.009041	117337.971135	117320.237105	1.000401	1.000000	117223.176697	117208.801670
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_a770139e_auto-nocaps-simdna	1058.6	6.839414	5.698179	3.092009	1.004595	1.000000	6.127411	6.074242	1.006221	1.005546	6.125853	6.062172
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	18.7	4.390632	5.223106	7.809760	1.711888	1.008231	228135.456656	227967.547787	1.709897	1.000000	227896.270159	228083.875833
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	499.9	5.412834	6.393456	6.638314	1.744178	1.000654	12.814554	13.438692	1.744312	1.000000	12.932443	13.427099
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	17.9	4.497206	5.242373	6.832514	1.692787	1.005943	198836.407493	198427.197601	1.689311	1.000000	198825.714548	198374.536621
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	484.7	6.917859	6.555502	6.352514	1.667795	1.001450	10.097325	10.578567	1.666043	1.000000	10.110448	10.535914
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_a770139e_auto-nocaps-simdna	82442.8	347.480027	316.838417	1.632382	1.001838	1.000000	98.724282	98.526603	1.004045	1.003921	98.559052	98.515887
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_a770139e_auto-nocaps-simdna	712.6	4.783999	4.136572	4.059558	1.011546	1.000000	9.684836	9.459407	1.009741	1.006711	9.736743	9.388784
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	4079780.6	5.767982	7.374489	1.324256	1.000769	1.000397	5.108287	5.236470	1.000155	1.000000	5.123608	5.117591
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	2699.6	6.100944	7.516841	1.775996	1.001720	1.001454	6.098294	6.107675	1.003858	1.000000	6.065773	6.170848
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1051200.3	5.299324	6.356171	1.000000	1.207818	1.206224	9.487153	9.458246	1.207500	1.204630	9.494509	9.437269
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_a770139e_auto-nocaps-simdna	1303.3	2.442008	2.786440	2.624474	1.003882	1.000000	8.503915	8.651205	1.000674	1.005347	8.497673	8.638934
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	60156.2	40.573539	47.152648	1.000000	16.534404	16.736850	71.665619	71.688587	16.673322	16.652207	71.664213	71.670345
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	1142.8	4.173105	4.565796	2.727926	1.005485	1.004278	4.596878	4.642619	1.000000	1.007098	4.592974	4.627211
capability@0.1	wild-waf-crs-942360-concat-sqli	large-subject-throughput	plain	pcrec_a770139e_auto-nocaps-simdna	12110526.0	18.807903	23.034827	1.421523	1.005055	1.000000	4.001760	3.996921	1.000507	1.002860	3.997855	3.994623
capability@0.1	wild-waf-crs-942360-concat-sqli	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	7374.4	24.786061	30.104272	2.315167	1.001322	1.007382	6.585284	6.593724	1.003077	1.000000	6.578798	6.570828
capability@0.1	wild-waf-crs-942500-comment-obfuscation	large-subject-throughput	plain	pcrec_cf0962e3_auto-caps-simdna	23126.1	84.292621	101.794220	2.239949	refused	refused	176.673521	176.622320	1.000000	1.001226	176.575652	176.726456
capability@0.1	wild-waf-crs-942500-comment-obfuscation	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	735.0	4.403847	4.553887	3.824286	refused	refused	6.471779	6.572646	1.000000	1.002496	6.485739	6.469966
capability@0.1	winpath-near-miss	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	20.0	13.226871	13.373004	5.976755	1.010119	1.010825	244936.920196	246586.867189	1.013258	1.000000	245961.105711	246018.255439
capability@0.1	winpath-near-miss	short-subject-search	plain	pcrec_a770139e_auto-caps-simdna	498.9	10.914878	9.289804	5.709037	1.000000	1.002263	12.359955	12.407730	1.003041	1.001262	12.367894	12.385869
