# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=altwide, version=0.2, since=2026-09-03T03:50:00Z, until=2026-09-06T16:30:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna, testee=pcrec_334fd10e_auto-caps-simdna_noisland, testee=pcrec_334fd10e_auto-nocaps-simdna, testee=pcrec_334fd10e_vm-caps-simdna, testee=pcrec_334fd10e_vm-in-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-caps-simdna_noclsfold; source: store/index.tsv (10 record(s) matching this query); records: 10; subbench_versions: altwide@0.2; machines: budu-ryzen1600; schema_versions: 1.5; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_auto-nocaps-simdna,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-caps-simdna_noclsfold; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_334fd10e_auto-caps-simdna,pcrec_334fd10e_auto-caps-simdna_noisland,pcrec_334fd10e_vm-caps-simdna,pcrec_334fd10e_vm-in-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-caps-simdna_noclsfold; no=pcrec_334fd10e_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_334fd10e_auto-caps-simdna	pcrec_334fd10e_auto-caps-simdna_noisland	pcrec_334fd10e_auto-nocaps-simdna	pcrec_334fd10e_vm-caps-simdna	pcrec_334fd10e_vm-in-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-caps-simdna_noclsfold
altwide@0.2	srt-256	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna	7616.3	pcrec_334fd10e_auto-caps-simdna	7616.3	pcrec_334fd10e_auto-nocaps-simdna	7621.4	1373.795565	156.835016	1.000000	1.001773	1.000670	5.825009	5.817116	1.000548	5.829632	5.821914
altwide@0.2	srt-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	585377928.0	libpcre2_10.46_jit-caps-simdna	585377928.0			7.759942	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	srt-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	112185.3	libpcre2_10.46_interp-caps-simdna	112185.3			1.000000	1.002536	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	srt-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2672883.8	libpcre2_10.46_jit-caps-simdna	2672883.8			7.789878	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1193710872.0	libpcre2_10.46_jit-caps-simdna	1193710872.0			7.743314	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	194477.3	libpcre2_10.46_interp-caps-simdna	194477.3			1.000000	1.000965	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-1024	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5097629.2	libpcre2_10.46_jit-caps-simdna	5097629.2			7.913849	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-128	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	3114195.5	pcrec_d34c9131_auto-caps-simdna	3114195.5	pcrec_334fd10e_auto-nocaps-simdna	3117504.6	370.133704	26.924275	1.000365	1.000514	1.001063	4.735174	4.679389	1.000000	4.749253	4.655817
altwide@0.2	w-128	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	27694.0	libpcre2_10.46_jit-caps-simdna	27694.0			1.000222	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-128	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	367.9	pcrec_d34c9131_vm-caps-simdna	367.9	pcrec_334fd10e_auto-nocaps-simdna	504.2	excluded	excluded	1.374248	1.375718	1.370630	1.033371	1.081153	1.393874	1.000000	1.007739
altwide@0.2	w-128	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna	7583.0	pcrec_334fd10e_auto-caps-simdna	7583.0	pcrec_334fd10e_auto-nocaps-simdna	7590.9	704.123111	53.109546	1.000000	1.000320	1.001037	5.607742	5.635575	1.000198	5.610769	5.590383
altwide@0.2	w-192	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna_noisland	3114421.4	pcrec_334fd10e_auto-caps-simdna_noisland	3114421.4	pcrec_334fd10e_auto-nocaps-simdna	3118253.4	552.907791	53.331530	1.001974	1.000000	1.001230	5.104835	5.094841	1.008989	5.111812	5.108722
altwide@0.2	w-192	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	40106.0	libpcre2_10.46_jit-caps-simdna	40106.0			1.000098	1.000000	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-192	match-compliance	whole-subject	pcrec_334fd10e_vm-caps-simdna	377.6	pcrec_334fd10e_vm-caps-simdna	377.6	pcrec_334fd10e_auto-nocaps-simdna	502.6	excluded	excluded	1.338977	1.330298	1.331035	1.000000	1.056691	1.353043	1.019396	1.022652
altwide@0.2	w-192	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	7594.4	pcrec_334fd10e_auto-caps-simdna_noisland	7594.4	pcrec_334fd10e_auto-nocaps-simdna	7596.6	1044.640283	104.651700	1.000375	1.000000	1.000297	5.948215	5.981617	1.002639	5.949028	5.951728
altwide@0.2	w-2048	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	3096624395.0	libpcre2_10.46_jit-caps-simdna	3096624395.0			5.969307	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-2048	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	377102.2	libpcre2_10.46_jit-caps-simdna	377102.2			1.001027	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-2048	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	11547658.0	libpcre2_10.46_jit-caps-simdna	11547658.0			6.480261	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-256	large-subject-throughput	plain	pcrec_334fd10e_auto-caps-simdna	2899328.6	pcrec_334fd10e_auto-caps-simdna	2899328.6	pcrec_334fd10e_auto-nocaps-simdna	2903293.9	809.411790	82.237732	1.000000	1.001055	1.001368	5.479424	5.481157	1.000447	5.484965	5.489255
altwide@0.2	w-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	53454.8	libpcre2_10.46_jit-caps-simdna	53454.8			1.005552	1.000000	refused	refused	refused	excluded	excluded	refused	excluded	excluded
altwide@0.2	w-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	380.5	pcrec_d34c9131_vm-caps-simdna_noclsfold	380.5			excluded	excluded	refused	refused	refused	1.011322	1.071323	refused	1.004229	1.000000
altwide@0.2	w-256	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	7610.3	pcrec_d34c9131_auto-caps-simdna	7610.3	pcrec_334fd10e_auto-nocaps-simdna	7626.8	1400.537674	150.606555	1.001908	1.000988	1.002165	5.836855	5.827667	1.000000	5.820835	5.830595
altwide@0.2	w-384	large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna_noclsfold	16529526.2	pcrec_d34c9131_vm-caps-simdna_noclsfold	16529526.2			211.258946	24.879771	refused	refused	refused	1.000813	1.012388	refused	1.017057	1.000000
altwide@0.2	w-384	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	76997.9	libpcre2_10.46_jit-caps-simdna	76997.9			1.000931	1.000000	refused	refused	refused	excluded	excluded	refused	excluded	excluded
altwide@0.2	w-384	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna_noclsfold	391.7	pcrec_d34c9131_vm-caps-simdna_noclsfold	391.7			excluded	excluded	refused	refused	refused	1.025497	1.044291	refused	1.013565	1.000000
altwide@0.2	w-384	short-subject-search	plain	pcrec_d34c9131_vm-caps-simdna_noclsfold	52554.4	pcrec_d34c9131_vm-caps-simdna_noclsfold	52554.4			302.172335	36.019789	refused	refused	refused	1.014111	1.001149	refused	1.005885	1.000000
altwide@0.2	w-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	588053816.0	libpcre2_10.46_jit-caps-simdna	588053816.0			7.906003	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-512	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	102346.8	libpcre2_10.46_interp-caps-simdna	102346.8			1.000000	1.002173	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2687414.0	libpcre2_10.46_jit-caps-simdna	2687414.0			7.866578	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	w-64	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	3407831.3	pcrec_334fd10e_auto-caps-simdna_noisland	3411706.9	pcrec_334fd10e_auto-nocaps-simdna	3407831.3	166.352872	9.952730	1.005191	1.001137	1.000000	3.867917	3.864839	1.002563	3.868012	3.869248
altwide@0.2	w-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	15229.1	libpcre2_10.46_interp-caps-simdna	15229.1			1.000000	1.000350	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-64	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	410.3	pcrec_d34c9131_vm-caps-simdna	410.3	pcrec_334fd10e_auto-nocaps-simdna	501.2	excluded	excluded	1.226354	1.213983	1.221436	1.059417	1.022470	1.227936	1.000000	1.001069
altwide@0.2	w-64	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	7420.4	pcrec_334fd10e_auto-caps-simdna_noisland	7420.4	pcrec_334fd10e_auto-nocaps-simdna	7424.7	357.249082	22.054670	1.000552	1.000000	1.000582	6.288058	6.302437	1.000942	6.290854	6.302326
altwide@0.2	w-8	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	2252692.7	pcrec_d34c9131_auto-caps-simdna	2256257.3	pcrec_334fd10e_auto-nocaps-simdna	2252692.7	12.764232	1.463339	1.002235	1.001720	1.000000	4.084624	4.074572	1.001582	4.073178	4.076837
altwide@0.2	w-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2991.2	libpcre2_10.46_interp-caps-simdna	2991.2			1.000000	1.004107	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-8	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	370.8	pcrec_d34c9131_vm-caps-simdna	370.8	pcrec_334fd10e_auto-nocaps-simdna	466.3	excluded	excluded	1.258084	1.253055	1.257737	1.043185	1.065402	1.161172	1.000000	1.509105
altwide@0.2	w-8	short-subject-search	plain	pcrec_334fd10e_auto-caps-simdna_noisland	4648.0	pcrec_334fd10e_auto-caps-simdna_noisland	4648.0	pcrec_334fd10e_auto-nocaps-simdna	4653.8	29.132850	2.446236	1.000760	1.000000	1.001266	6.819990	6.851618	1.002572	6.867275	6.845166
altwide@0.2	w-96	large-subject-throughput	plain	pcrec_334fd10e_auto-nocaps-simdna	3127120.0	pcrec_334fd10e_auto-caps-simdna_noisland	3132478.6	pcrec_334fd10e_auto-nocaps-simdna	3127120.0	276.734046	24.332504	1.003632	1.001714	1.000000	4.516158	4.513907	1.004366	4.508879	4.522924
altwide@0.2	w-96	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	21495.5	libpcre2_10.46_interp-caps-simdna	21495.5			1.000000	1.001735	excluded	excluded	excluded	excluded	excluded	excluded	excluded	excluded
altwide@0.2	w-96	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	396.8	pcrec_d34c9131_vm-caps-simdna	396.8	pcrec_334fd10e_auto-nocaps-simdna	525.2	excluded	excluded	1.326414	1.324285	1.323644	1.000296	1.093482	1.254717	1.000000	1.001423
altwide@0.2	w-96	short-subject-search	plain	pcrec_334fd10e_auto-nocaps-simdna	7575.5	pcrec_334fd10e_auto-caps-simdna	7577.8	pcrec_334fd10e_auto-nocaps-simdna	7575.5	532.305563	46.108608	1.000296	1.000603	1.000000	6.567290	6.586592	1.001215	6.560642	6.558977
altwide@0.2	wb-256	large-subject-throughput	plain	pcrec_d34c9131_vm-caps-simdna_noclsfold	7162101.4	pcrec_d34c9131_vm-caps-simdna_noclsfold	7162101.4			52.075293	5.262925	refused	refused	refused	1.001814	1.004242	refused	1.012625	1.000000
altwide@0.2	wb-256	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	57664.5	libpcre2_10.46_jit-caps-simdna	57664.5			1.000732	1.000000	refused	refused	refused	excluded	excluded	refused	excluded	excluded
altwide@0.2	wb-256	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	416.5	pcrec_d34c9131_vm-caps-simdna	416.5			excluded	excluded	refused	refused	refused	1.002462	1.083403	refused	1.000000	1.009720
altwide@0.2	wb-256	short-subject-search	plain	pcrec_334fd10e_vm-in-caps-simdna	33261.7	pcrec_334fd10e_vm-in-caps-simdna	33261.7			61.231217	6.238628	refused	refused	refused	1.000305	1.000000	refused	1.005777	1.001411
altwide@0.2	wb-512	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	88537138.3	libpcre2_10.46_jit-caps-simdna	88537138.3			7.995745	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	wb-512	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	102631.9	libpcre2_10.46_jit-caps-simdna	102631.9			1.043108	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
altwide@0.2	wb-512	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	479750.9	libpcre2_10.46_jit-caps-simdna	479750.9			8.476544	1.000000	refused	refused	refused	refused	refused	refused	refused	refused
