# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=capability, version=0.1, since=2026-09-17T00:00:00Z, until=2026-09-21T01:10:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=libpcre2_10.46_dfa-nocaps-simdna, testee=pcrec_cf0962e3_auto-caps-simdna, testee=pcrec_cf0962e3_auto-nocaps-simdna, testee=pcrec_cf0962e3_vm-caps-simdna, testee=pcrec_cf0962e3_vm-in-caps-simdna, testee=pcrec_25b1984f_auto-caps-simdna, testee=pcrec_25b1984f_auto-nocaps-simdna, testee=pcrec_25b1984f_vm-caps-simdna, testee=pcrec_25b1984f_vm-in-caps-simdna; source: store/index.tsv (12 record(s) matching this query); records: 11; subbench_versions: capability@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 1; newer_not_measured: 0; testees: libpcre2_10.46_dfa-nocaps-simdna,libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_25b1984f_auto-caps-simdna,pcrec_25b1984f_auto-nocaps-simdna,pcrec_25b1984f_vm-caps-simdna,pcrec_25b1984f_vm-in-caps-simdna,pcrec_cf0962e3_auto-caps-simdna,pcrec_cf0962e3_auto-nocaps-simdna,pcrec_cf0962e3_vm-caps-simdna,pcrec_cf0962e3_vm-in-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_dfa-nocaps-simdna	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_25b1984f_auto-caps-simdna	pcrec_25b1984f_auto-nocaps-simdna	pcrec_25b1984f_vm-caps-simdna	pcrec_25b1984f_vm-in-caps-simdna	pcrec_cf0962e3_auto-caps-simdna	pcrec_cf0962e3_auto-nocaps-simdna	pcrec_cf0962e3_vm-caps-simdna	pcrec_cf0962e3_vm-in-caps-simdna
capability@0.1	wild-secrets-username-password-pair	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	1364.9	2.810467	3.551277	2.440152	1.365159	1.008230	4.652562	4.778603	1.367898	1.000000	4.640528	4.839318
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	128335.2	12.363707	12.808796	1.000000	3.193141	3.200810	30.732350	30.745629	3.189740	3.192397	30.733758	30.744092
capability@0.1	wild-semdiv-altorder-foo-foobar-rustregex	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	708.0	4.339055	4.333000	4.262291	1.010239	1.011537	6.646160	6.437931	1.000000	1.004317	6.535722	6.755093
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	51579.8	50.558428	52.789601	1.000000	2.126868	2.128207	32.416054	32.414860	2.123534	2.130927	32.440880	32.406772
capability@0.1	wild-semdiv-dollar-trailing-newline-pcre2	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	1184.0	2.995307	3.180407	2.474676	1.004648	1.004027	1.811098	1.692939	1.000000	1.001761	1.813330	1.695529
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	3811980.8	7.385329	12.248847	2.759820	1.840800	1.000000	6.705168	6.793227	1.835442	1.001435	6.642193	6.773900
capability@0.1	wild-semdiv-empty-alt-repeat-pcre2	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	1236.0	97.044752	173.853298	18.149304	2.347353	1.001784	84.208409	82.539727	2.342159	1.000000	84.196041	82.421229
capability@0.1	wild-validator-email-owasp	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	38.2	18.212002	13.302885	4.307205	1.057313	1.037670	117311.165784	117127.256819	1.000401	1.000000	117223.176697	117208.801670
capability@0.1	wild-validator-email-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1063.7	6.806799	5.671006	3.077264	1.007834	1.000000	6.098941	6.035228	1.001423	1.000751	6.096641	6.033263
capability@0.1	wild-validator-ipv4-owasp	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	18.7	4.392092	5.224842	7.812355	1.712526	1.000000	228187.251530	227996.331304	1.710466	1.000332	227972.011757	228159.679782
capability@0.1	wild-validator-ipv4-owasp	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	497.9	5.434977	6.419611	6.665470	1.748402	1.000000	12.763158	13.164813	1.751448	1.004091	12.985348	13.482028
capability@0.1	wild-validator-us-zip-owasp	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	17.8	4.527619	5.277825	6.878719	1.696903	1.000000	200337.997873	199895.872581	1.700735	1.006763	200170.297616	199716.068543
capability@0.1	wild-validator-us-zip-owasp	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	484.7	6.917859	6.555502	6.352514	1.667001	1.000435	10.084786	10.519711	1.666043	1.000000	10.110448	10.535914
capability@0.1	wild-validator-uuid-grok	large-subject-throughput	plain	pcrec_25b1984f_auto-nocaps-simdna	82557.9	346.995680	316.396781	1.630106	1.000041	1.000000	98.465273	98.289561	1.002645	1.002522	98.421672	98.378568
capability@0.1	wild-validator-uuid-grok	short-subject-search	plain	pcrec_25b1984f_auto-caps-simdna	716.2	4.760424	4.116187	4.039552	1.000000	1.002310	9.573967	9.457039	1.004765	1.001750	9.688760	9.342515
capability@0.1	wild-waf-crs-942140-dbnames	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	4079780.6	5.767982	7.374489	1.324256	1.001284	1.004834	5.121813	5.126261	1.000155	1.000000	5.123608	5.117591
capability@0.1	wild-waf-crs-942140-dbnames	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	2699.6	6.100944	7.516841	1.775996	1.005139	1.002889	6.126135	6.083245	1.003858	1.000000	6.065773	6.170848
capability@0.1	wild-waf-crs-942160-sleep-benchmark	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1051200.3	5.299324	6.356171	1.000000	1.208038	1.210725	9.489833	9.497723	1.207500	1.204630	9.494509	9.437269
capability@0.1	wild-waf-crs-942160-sleep-benchmark	short-subject-search	plain	pcrec_25b1984f_auto-nocaps-simdna	1301.1	2.446195	2.791219	2.628975	1.003334	1.000000	8.509170	8.651542	1.002390	1.007071	8.512246	8.653749
capability@0.1	wild-waf-crs-942270-union-select	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	60156.2	40.573539	47.152648	1.000000	16.618926	16.604289	71.688818	71.698181	16.673322	16.652207	71.664213	71.670345
capability@0.1	wild-waf-crs-942270-union-select	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	1142.8	4.173105	4.565796	2.727926	1.006697	1.005186	4.589664	4.628190	1.000000	1.007098	4.592974	4.627211
capability@0.1	wild-waf-crs-942360-concat-sqli	large-subject-throughput	plain	pcrec_cf0962e3_auto-caps-simdna	12116664.4	18.798375	23.023157	1.420803	1.002683	1.010169	3.989400	3.990622	1.000000	1.002352	3.995830	3.992599
capability@0.1	wild-waf-crs-942360-concat-sqli	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	7374.4	24.786061	30.104272	2.315167	1.000619	1.005784	6.590670	6.580474	1.003077	1.000000	6.578798	6.570828
capability@0.1	wild-waf-crs-942500-comment-obfuscation	large-subject-throughput	plain	pcrec_25b1984f_auto-caps-simdna	23121.0	84.311226	101.816688	2.240443	1.000000	1.002538	176.926794	176.797801	1.000221	1.001447	176.614626	176.765463
capability@0.1	wild-waf-crs-942500-comment-obfuscation	short-subject-search	plain	pcrec_cf0962e3_auto-caps-simdna	735.0	4.403847	4.553887	3.824286	1.001663	1.020452	6.477260	6.560409	1.000000	1.002496	6.485739	6.469966
capability@0.1	winpath-near-miss	large-subject-throughput	plain	pcrec_cf0962e3_auto-nocaps-simdna	20.0	13.226871	13.373004	5.976755	1.004623	1.010094	245751.735923	245228.440096	1.013258	1.000000	245961.105711	246018.255439
capability@0.1	winpath-near-miss	short-subject-search	plain	pcrec_cf0962e3_auto-nocaps-simdna	499.5	10.901121	9.278095	5.701842	1.002438	1.000838	12.347386	12.379494	1.001776	1.000000	12.352305	12.370258
