# reporter: v18 (2026-09-18); surface: matrix; filters: subbench=syntax, version=0.1, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_d34c9131_auto-caps-simdna, testee=pcrec_d34c9131_auto-nocaps-simdna, testee=pcrec_d34c9131_vm-caps-simdna, testee=pcrec_d34c9131_vm-in-caps-simdna, testee=rust_1.13.1_default-caps-simdna; source: store/index.tsv (7 record(s) matching this query); records: 7; subbench_versions: syntax@0.1; machines: budu-ryzen1600; schema_versions: 1.5,1.6; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_d34c9131_auto-caps-simdna,pcrec_d34c9131_auto-nocaps-simdna,pcrec_d34c9131_vm-caps-simdna,pcrec_d34c9131_vm-in-caps-simdna,rust_1.13.1_default-caps-simdna
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee/best_ns recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
subbench	pattern	regime_or_na	form	best_testee	best_ns	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_d34c9131_auto-caps-simdna	pcrec_d34c9131_auto-nocaps-simdna	pcrec_d34c9131_vm-caps-simdna	pcrec_d34c9131_vm-in-caps-simdna	rust_1.13.1_default-caps-simdna
syntax@0.1	esc-hex	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	345567.2	8.683520	1.490024	2.273087	2.266855	4.963206	4.973611	1.000000
syntax@0.1	esc-hex	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1404.1	1.015942	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	257.2	excluded	excluded	1.687776	1.703535	1.075789	1.000000	1.645542
syntax@0.1	esc-hex	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	516.6	4.135077	3.338862	1.000000	1.026261	1.922617	1.789563	1.976226
syntax@0.1	esc-hex-braced	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	38246.4	58.199827	7.182671	1.002631	1.000000	43.844772	43.859956	wrong
syntax@0.1	esc-hex-braced	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.7	1.012958	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-hex-braced	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	257.5	excluded	excluded	1.710328	1.696893	1.024010	1.000000	wrong
syntax@0.1	esc-hex-braced	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	370.6	4.401055	4.231972	1.001719	1.000000	3.040329	2.878990	wrong
syntax@0.1	esc-nl	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	71370.7	32.041101	2.336245	4.531743	4.513753	29.188847	29.184342	1.000000
syntax@0.1	esc-nl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1650.8	1.008817	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-nl	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	263.9	excluded	excluded	1.708800	1.713156	1.000000	1.001956	1.627934
syntax@0.1	esc-nl	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	372.9	7.162915	4.397798	1.000000	1.001846	3.835541	3.653908	1.520434
syntax@0.1	esc-octal-0	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	168150.4	13.729649	1.000000	2.675554	2.670136	12.327402	12.419368	refused
syntax@0.1	esc-octal-0	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1714.1	1.008913	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	esc-octal-0	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	266.4	excluded	excluded	1.722340	1.731471	1.000000	1.004426	refused
syntax@0.1	esc-octal-0	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	516.6	5.308844	3.413498	1.000000	1.001002	2.736588	2.612884	refused
syntax@0.1	esc-octal-o	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	517143.8	5.802997	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	1.011946	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-octal-o	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1594.8	1.340174	1.000000	refused	refused	refused	refused	refused
syntax@0.1	esc-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	106124.2	9.885853	1.000000	1.141102	1.138956	13.357696	13.360534	refused
syntax@0.1	esc-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.1	1.015468	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	esc-quote	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	257.4	excluded	excluded	1.699883	1.696163	1.026777	1.000000	refused
syntax@0.1	esc-quote	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	417.8	3.913599	4.039701	1.001353	1.000000	2.572766	2.434582	refused
syntax@0.1	esc-tab	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	56460.4	13.019935	2.021234	1.186552	1.189426	31.400131	31.378688	1.000000
syntax@0.1	esc-tab	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1458.7	1.016448	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	esc-tab	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	259.8	excluded	excluded	1.702637	1.734406	1.000000	1.003024	1.649791
syntax@0.1	esc-tab	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	380.0	4.836646	4.543572	1.002017	1.000000	3.489860	3.344358	1.487649
syntax@0.1	floor	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	23090.3	1.004648	2.251175	1.001149	1.000000	35.257838	35.247231	1.016412
syntax@0.1	floor	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1264.4	1.003634	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	floor	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	236.2	excluded	excluded	1.807446	1.822251	1.000000	1.076281	1.013376
syntax@0.1	floor	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	388.3	3.883336	4.170525	1.000781	1.000000	2.060277	2.002273	1.974566
syntax@0.1	grp-atomic-alt	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	403210.2	19.493763	1.000000	2.462800	2.461093	25.976906	33.206459	refused
syntax@0.1	grp-atomic-alt	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1420.7	1.020298	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-atomic-alt	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	493.1	excluded	excluded	1.000000	1.000217	1.000318	1.230882	refused
syntax@0.1	grp-atomic-alt	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	955.9	6.746504	1.811508	1.000000	1.003970	6.625495	8.880702	refused
syntax@0.1	grp-atomic-rep	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	811605.3	8.686977	1.797265	1.000711	1.000000	4.788753	4.787711	refused
syntax@0.1	grp-atomic-rep	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1511.4	1.012202	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-atomic-rep	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	282.6	excluded	excluded	1.588823	1.586527	1.428131	1.000000	refused
syntax@0.1	grp-atomic-rep	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	838.0	3.988298	2.105004	1.000000	1.023171	3.005554	2.918298	refused
syntax@0.1	grp-branch-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1239281.4	11.919334	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1894.5	1.015102	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-branch-reset	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1876.3	3.294492	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	555879.3	5.525396	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1419.3	1.011526	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-callout	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1627.3	1.325119	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-cap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	546581.2	6.831143	1.000000	1.597017	1.448085	1.758500	2.476873	1.552967
syntax@0.1	grp-cap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.8	1.000210	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-cap	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	227.3	excluded	excluded	1.000000	1.905739	1.057134	1.301057	1.995547
syntax@0.1	grp-cap	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	526.9	4.376012	3.295988	1.201766	1.000000	1.087314	1.591189	4.480564
syntax@0.1	grp-comment	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	515705.5	5.846874	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1408.3	1.026795	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-comment	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1597.4	1.357787	1.000000	refused	refused	refused	refused	refused
syntax@0.1	grp-named	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	543074.3	6.855187	1.000000	1.600329	1.439580	1.768429	2.484799	1.578168
syntax@0.1	grp-named	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.2	1.002797	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-named	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	227.3	excluded	excluded	1.000000	1.927563	1.063315	1.300672	1.996068
syntax@0.1	grp-named	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	534.5	4.317342	3.207701	1.181021	1.000000	1.067885	1.571436	4.415759
syntax@0.1	grp-named-quote	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	545012.5	6.839526	1.000000	1.595859	1.451585	1.764300	2.476162	refused
syntax@0.1	grp-named-quote	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1480.5	1.001909	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	grp-named-quote	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	227.3	excluded	excluded	1.000000	1.913502	1.057835	1.301011	refused
syntax@0.1	grp-named-quote	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	523.9	4.407819	3.316954	1.205080	1.000000	1.091084	1.598585	refused
syntax@0.1	grp-noncap	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163636.7	28.824129	1.000000	1.269003	1.267640	23.197150	23.191577	1.385172
syntax@0.1	grp-noncap	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1464.1	1.010119	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	grp-noncap	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	317.0	excluded	excluded	1.394555	1.386016	1.300728	1.000000	3.059594
syntax@0.1	grp-noncap	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	508.6	9.453210	3.155583	1.000000	1.003075	4.952547	4.694085	4.698698
syntax@0.1	lit-cat	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	345109.4	9.010012	1.491609	2.288233	2.275317	4.968560	4.896013	1.000000
syntax@0.1	lit-cat	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.8	1.024167	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	lit-cat	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	257.2	excluded	excluded	1.670509	1.694827	1.075241	1.000000	1.646811
syntax@0.1	lit-cat	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	514.8	4.244194	3.195048	1.008077	1.000000	1.936373	1.795918	1.985971
syntax@0.1	lka-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	296693.5	9.091539	1.000000	1.944582	1.945743	14.148645	14.158593	refused
syntax@0.1	lka-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1947.4	1.013536	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-neg	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	358.4	excluded	excluded	1.000000	1.003948	1.003661	1.295124	refused
syntax@0.1	lka-neg	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	772.6	3.586497	2.291417	1.000000	1.000320	3.317904	3.409471	refused
syntax@0.1	lka-nonatomic	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	301404.7	11.462717	1.000000	1.755908	1.756158	4.277549	4.271639	refused
syntax@0.1	lka-nonatomic	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2337.7	1.004726	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-nonatomic	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	220.0	excluded	excluded	1.000744	1.000000	1.105879	1.348060	refused
syntax@0.1	lka-nonatomic	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	631.7	5.437696	2.682774	1.000000	1.003887	1.346018	1.487119	refused
syntax@0.1	lka-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163094.2	14.591023	1.000000	10.303716	10.265469	8.035736	10.320977	refused
syntax@0.1	lka-pos	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1913.2	1.000000	1.001576	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-pos	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	198.4	excluded	excluded	1.063699	1.062938	1.000000	1.361992	refused
syntax@0.1	lka-pos	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	749.0	4.153634	2.312123	1.000431	1.000000	1.221639	1.630740	refused
syntax@0.1	lka-verb	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	163260.5	14.570101	1.000000	10.251257	10.284134	8.026808	10.322943	refused
syntax@0.1	lka-verb	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1899.4	1.005540	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lka-verb	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	198.4	excluded	excluded	1.063135	1.062875	1.000000	1.360559	refused
syntax@0.1	lka-verb	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	746.9	4.144994	2.309796	1.000000	1.002458	1.225965	1.637673	refused
syntax@0.1	lkb-neg	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	341251.5	13.614744	1.000000	2.319492	2.319971	42.135744	45.821235	refused
syntax@0.1	lkb-neg	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1337.6	1.016387	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lkb-neg	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	536.6	excluded	excluded	1.001254	1.000000	1.000935	1.229056	refused
syntax@0.1	lkb-neg	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	903.2	4.248996	1.957601	1.000000	1.006896	9.279850	10.505827	refused
syntax@0.1	lkb-pos	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	201079.5	17.693633	1.000000	20.059500	20.064642	20.138286	30.671397	refused
syntax@0.1	lkb-pos	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1272.1	1.018323	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	lkb-pos	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	223.3	excluded	excluded	1.000589	1.000279	1.000000	1.665825	refused
syntax@0.1	lkb-pos	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	806.2	4.266298	2.057221	1.000176	1.000000	2.799208	4.570176	refused
syntax@0.1	mod-a	large-subject-throughput	plain	pcrec_d34c9131_vm-in-caps-simdna	5714482.5	5.352159	2.240337	1.191995	1.203982	1.000982	1.000000	refused
syntax@0.1	mod-a	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4035.7	1.004539	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-a	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	471.3	excluded	excluded	1.329685	1.335083	1.018367	1.000000	refused
syntax@0.1	mod-a	short-subject-search	plain	pcrec_d34c9131_vm-in-caps-simdna	571.2	7.807752	3.478928	1.386629	1.393895	1.068560	1.000000	refused
syntax@0.1	mod-i	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565429.9	7.114701	1.000000	2.267313	2.246662	3.819163	3.824062	1.462631
syntax@0.1	mod-i	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1805.9	1.002624	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-i	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	263.2	excluded	excluded	1.738848	1.757408	1.027092	1.000000	2.385340
syntax@0.1	mod-i	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	685.5	4.047821	2.433745	1.000000	1.010676	1.706402	1.635753	2.422919
syntax@0.1	mod-j-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	15977643.3	12.489648	1.000000	1.838721	1.847685	1.833102	2.109614	refused
syntax@0.1	mod-j-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	4265.8	1.006538	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-j-uc	match-compliance	whole-subject	pcrec_d34c9131_auto-nocaps-simdna	936.7	excluded	excluded	1.027028	1.000000	1.027670	1.382755	refused
syntax@0.1	mod-j-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	6439.4	10.194525	1.000000	2.241556	2.245394	2.250800	2.591265	refused
syntax@0.1	mod-n	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	521149.4	6.586983	1.000000	1.504396	1.506963	3.294891	3.301422	refused
syntax@0.1	mod-n	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1466.1	1.001207	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-n	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	257.7	excluded	excluded	1.701115	1.683541	1.071764	1.000000	refused
syntax@0.1	mod-n	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	517.4	4.525124	3.169141	1.000000	1.020962	1.926390	1.786110	refused
syntax@0.1	mod-r	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	565789.5	7.114462	1.000000	2.243707	2.269614	3.808749	3.821785	refused
syntax@0.1	mod-r	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1808.4	1.000000	1.000126	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-r	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	263.2	excluded	excluded	1.740437	1.744132	1.025562	1.000000	refused
syntax@0.1	mod-r	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	683.2	4.093968	2.558255	1.000000	1.011461	1.716522	1.641085	refused
syntax@0.1	mod-reset	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	738166.6	5.050861	1.000000	1.307460	1.306192	2.911371	2.927028	refused
syntax@0.1	mod-reset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1573.0	1.009420	1.000000	excluded	excluded	excluded	excluded	refused
syntax@0.1	mod-reset	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	260.0	excluded	excluded	1.761267	1.731883	1.075818	1.000000	refused
syntax@0.1	mod-reset	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	874.8	2.838246	1.825583	1.000000	1.000863	1.342531	1.265798	refused
syntax@0.1	mod-s	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	169775.6	14.075081	1.000000	2.579204	2.574317	9.791584	9.738072	1.035887
syntax@0.1	mod-s	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1930.3	1.010207	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-s	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	271.7	excluded	excluded	1.762670	1.803501	1.007195	1.000000	2.394364
syntax@0.1	mod-s	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	542.1	5.581953	3.003408	1.000000	1.001340	2.237049	2.141644	2.969928
syntax@0.1	mod-u-uc	large-subject-throughput	plain	pcrec_d34c9131_auto-caps-simdna	145917.6	4.980523	1.552709	1.000000	1.005242	28.397299	28.429372	2.231506
syntax@0.1	mod-u-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1403.3	1.014395	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-u-uc	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	367.8	excluded	excluded	1.203025	1.207086	1.000000	1.270651	2.831849
syntax@0.1	mod-u-uc	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	417.0	4.237953	3.880325	1.000000	1.003867	6.612314	6.647917	3.882075
syntax@0.1	mod-unset	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	696464.6	5.355853	1.062869	1.385776	1.384279	3.089013	3.107191	1.000000
syntax@0.1	mod-unset	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1567.7	1.010503	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	mod-unset	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	260.1	excluded	excluded	1.777623	1.763385	1.075008	1.000000	2.032395
syntax@0.1	mod-unset	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	870.2	2.836079	1.993576	1.000973	1.000000	1.345971	1.273574	1.737555
syntax@0.1	mod-x	large-subject-throughput	plain	rust_1.13.1_default-caps-simdna	346777.8	8.656425	1.479372	2.259698	2.284869	4.947186	4.957575	1.000000
syntax@0.1	mod-x	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1406.0	1.013042	1.000000	refused	refused	refused	refused	refused
syntax@0.1	mod-x	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	515.7	4.150063	3.101849	1.000000	1.027815	1.929447	1.795513	1.982092
syntax@0.1	msc-c-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	442572.9	6.827661	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1407.5	1.013278	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-c-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1647.2	1.304680	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	170213.5	13.912203	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1877.0	1.009811	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-r-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1774.0	1.668564	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	1305841.7	2.481553	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1424.7	1.015165	1.000000	refused	refused	refused	refused	refused
syntax@0.1	msc-x-uc	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	1746.2	1.273519	1.000000	refused	refused	refused	refused	refused
syntax@0.1	qnt-lazy	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	144951.2	5.067061	1.534620	1.000867	1.000000	31.387719	31.408982	2.256770
syntax@0.1	qnt-lazy	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1422.4	1.009471	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-lazy	match-compliance	whole-subject	pcrec_d34c9131_vm-caps-simdna	370.9	excluded	excluded	1.186633	1.192129	1.000000	1.268569	2.895746
syntax@0.1	qnt-lazy	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	413.7	4.332465	4.139377	1.000000	1.013016	7.321434	7.188795	4.008390
syntax@0.1	qnt-plus	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	811457.8	5.840125	1.910804	1.001102	1.000000	4.790780	4.790192	2.153288
syntax@0.1	qnt-plus	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1452.8	1.013851	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	283.6	excluded	excluded	1.601333	1.578852	1.410019	1.000000	3.792334
syntax@0.1	qnt-plus	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	852.0	3.391964	2.086658	1.003099	1.000000	2.961647	2.865207	4.254056
syntax@0.1	qnt-plus-ctl	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	719993.0	6.530795	2.079931	1.001118	1.000000	14.501461	11.266530	2.143131
syntax@0.1	qnt-plus-ctl	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1449.5	1.016186	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-plus-ctl	match-compliance	whole-subject	pcrec_d34c9131_auto-caps-simdna	472.7	excluded	excluded	1.000000	1.008922	1.056348	1.052427	2.183848
syntax@0.1	qnt-plus-ctl	short-subject-search	plain	pcrec_d34c9131_auto-nocaps-simdna	747.5	3.854012	2.460955	1.004561	1.000000	8.085841	6.725855	3.818767
syntax@0.1	qnt-poss-brace	large-subject-throughput	plain	pcrec_d34c9131_auto-nocaps-simdna	846554.4	5.884342	1.660749	1.000026	1.000000	3.546082	3.550064	2.027532
syntax@0.1	qnt-poss-brace	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	1439.8	1.022283	1.000000	excluded	excluded	excluded	excluded	excluded
syntax@0.1	qnt-poss-brace	match-compliance	whole-subject	pcrec_d34c9131_vm-in-caps-simdna	275.4	excluded	excluded	1.636371	1.631033	1.043493	1.000000	wrong
syntax@0.1	qnt-poss-brace	short-subject-search	plain	pcrec_d34c9131_auto-caps-simdna	827.6	5.714756	2.476304	1.000000	1.000305	2.265563	2.215940	wrong
