# reporter: v24 (2026-09-26); surface: matrix; filters: subbench=bounded, version=0.3, since=2026-09-02T02:40:00Z, until=2026-09-03T00:00:00Z, testee=libpcre2_10.46_interp-caps-simdna, testee=libpcre2_10.46_jit-caps-simdna, testee=pcrec_1989c62_auto-caps-simdna, testee=pcrec_1989c62_auto-nocaps-simdna, testee=pcrec_1989c62_vm-caps-simdna, testee=pcrec_1989c62_vm-in-caps-simdna; source: store/index.tsv (6 record(s) matching this query); records: 6; subbench_versions: bounded@0.3; machines: budu-ryzen1600; schema_versions: 1.4; superseded: 0; newer_not_measured: 0; testees: libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_1989c62_auto-caps-simdna,pcrec_1989c62_auto-nocaps-simdna,pcrec_1989c62_vm-caps-simdna,pcrec_1989c62_vm-in-caps-simdna; capture_class: yes=libpcre2_10.46_interp-caps-simdna,libpcre2_10.46_jit-caps-simdna,pcrec_1989c62_auto-caps-simdna,pcrec_1989c62_vm-caps-simdna,pcrec_1989c62_vm-in-caps-simdna; no=pcrec_1989c62_auto-nocaps-simdna; undeclared=
# matrix: a data cell is testee median_ns / this ROW's best measured median_ns (best = lowest median_ns among the row's measured, pinned-tier, expectation-passing cells) -- ratios compare WITHIN A ROW ONLY, never across rows, patterns or subbenches; best_testee_pooled/best_ns_pooled recover the absolute scale a ratio alone loses. A cell excluded for a wrong answer or a give-up never enters the best-of comparison even where it also carries a timing. Closed status tokens, checked in this order: unsup = unsupported-by-declaration (the testee's own advance capability declaration, not an engine failure); refused = did-not-compile; wrong = excluded, n_wrong > 0; gave-up = excluded, n_gave_up > 0 and no wrong answer; no-expectation = excluded, n_no_expectation > 0 and no wrong answer or give-up (KB-27: no derived expectation exists for this (pattern, subject, regime) at all -- an oracle give-up dropped it at derivation, or nobody has authored one yet -- so there is nothing to compare the engine's own answer against, which is why this is checked AFTER wrong/gave-up rather than folded into either); excluded = every other reason a cell is not timed (a non-measured status, a scratch-tier row not included, a different form's own row, or this testee never ran this pattern under this row's form at all). A row with regime_or_na="" and form="" is F26's own case (docs/design/predicate_audit_v1.md): every testee in the roster refused or declared unsupported for that pattern, so no ranking group -- and no regime -- ever existed for it; every (row, testee) cell in this file is populated, by construction, never blank.
# capture_class disclosure (inbox I-99; [B91]): best_testee_pooled/best_ns_pooled and every ratio cell above are the row's best/ratio ACROSS THE WHOLE roster -- POOLED: a capturing config's ratio may be computed against a non-capturing config's median, or vice versa, when both classes are present in this query. best_testee_yes/best_ns_yes and best_testee_no/best_ns_no are the row's best over the capture_class yes / no testees ONLY (same rankability rule; empty where that class has no rankable cell in the row; an undeclared testee is in neither), so a class-pure ratio is ratio x best_ns_pooled / best_ns_<class>. These match the report's own class-pure ranking sections; matrix_page.py recomputes every best and ratio over the reader's own testee selection from each cell's ratio x best_ns_pooled, never from a second reduction.
subbench	pattern	regime_or_na	form	best_testee_pooled	best_ns_pooled	best_testee_yes	best_ns_yes	best_testee_no	best_ns_no	libpcre2_10.46_interp-caps-simdna	libpcre2_10.46_jit-caps-simdna	pcrec_1989c62_auto-caps-simdna	pcrec_1989c62_auto-nocaps-simdna	pcrec_1989c62_vm-caps-simdna	pcrec_1989c62_vm-in-caps-simdna
bounded@0.3	ctx-lazy-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	6164.1	libpcre2_10.46_interp-caps-simdna	6164.1			1.000000	1.005157	excluded	excluded	excluded	excluded
bounded@0.3	ctx-lazy-64	match-compliance	whole-subject	pcrec_1989c62_auto-nocaps-simdna	1861.0	pcrec_1989c62_auto-caps-simdna	1867.3	pcrec_1989c62_auto-nocaps-simdna	1861.0	excluded	excluded	1.003399	1.000000	1.013677	1.053886
bounded@0.3	ctx-lazy-64	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	5235.2	libpcre2_10.46_jit-caps-simdna	5235.2	pcrec_1989c62_auto-nocaps-simdna	8926.6	5.539812	1.000000	1.707838	1.705125	4.645837	4.643852
bounded@0.3	dig-exact-16	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	74586.7	pcrec_1989c62_auto-caps-simdna	74655.9	pcrec_1989c62_auto-nocaps-simdna	74586.7	2.820512	1.306161	1.000928	1.000000	4.410674	4.389655
bounded@0.3	dig-exact-16	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2461.2	libpcre2_10.46_jit-caps-simdna	2461.2			1.000324	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-16	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	620.7	pcrec_1989c62_vm-in-caps-simdna	620.7	pcrec_1989c62_auto-nocaps-simdna	720.4	excluded	excluded	1.157277	1.160605	1.012654	1.000000
bounded@0.3	dig-exact-16	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	2298.5	pcrec_1989c62_auto-caps-simdna	2298.5	pcrec_1989c62_auto-nocaps-simdna	2302.2	8.274011	1.769940	1.000000	1.001591	5.212270	5.274256
bounded@0.3	dig-exact-2	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	150463.6	pcrec_1989c62_auto-caps-simdna	151210.3	pcrec_1989c62_auto-nocaps-simdna	150463.6	6.926604	2.900943	1.004963	1.000000	2.487868	2.581250
bounded@0.3	dig-exact-2	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3066.0	libpcre2_10.46_interp-caps-simdna	3066.0			1.000000	1.001914	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-2	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	469.6	pcrec_1989c62_vm-caps-simdna	469.6	pcrec_1989c62_auto-nocaps-simdna	545.5	excluded	excluded	1.148134	1.161739	1.000000	1.019562
bounded@0.3	dig-exact-2	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1128.5	pcrec_1989c62_auto-caps-simdna	1128.5	pcrec_1989c62_auto-nocaps-simdna	1132.3	4.403028	2.158612	1.000000	1.003365	3.671120	3.453549
bounded@0.3	dig-exact-32	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	66013.0	pcrec_1989c62_auto-caps-simdna	66224.1	pcrec_1989c62_auto-nocaps-simdna	66013.0	2.352840	1.130004	1.003198	1.000000	4.159400	4.181469
bounded@0.3	dig-exact-32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2067.6	libpcre2_10.46_interp-caps-simdna	2067.6			1.000000	1.006572	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-32	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	647.9	pcrec_1989c62_vm-in-caps-simdna	647.9	pcrec_1989c62_auto-nocaps-simdna	899.7	excluded	excluded	1.383235	1.388674	1.003613	1.000000
bounded@0.3	dig-exact-32	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	2290.1	pcrec_1989c62_auto-caps-simdna	2290.1	pcrec_1989c62_auto-nocaps-simdna	2297.8	7.008514	1.677047	1.000000	1.003357	5.609419	5.615105
bounded@0.3	dig-exact-8	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	89957.3	pcrec_1989c62_auto-caps-simdna	90371.6	pcrec_1989c62_auto-nocaps-simdna	89957.3	3.578683	1.681152	1.004606	1.000000	3.824907	3.733919
bounded@0.3	dig-exact-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2758.9	libpcre2_10.46_interp-caps-simdna	2758.9			1.000000	1.000599	excluded	excluded	excluded	excluded
bounded@0.3	dig-exact-8	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	554.1	pcrec_1989c62_vm-in-caps-simdna	554.1	pcrec_1989c62_auto-nocaps-simdna	611.6	excluded	excluded	1.100103	1.103785	1.004808	1.000000
bounded@0.3	dig-exact-8	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	2079.8	pcrec_1989c62_auto-caps-simdna	2093.8	pcrec_1989c62_auto-nocaps-simdna	2079.8	8.322869	1.793326	1.006732	1.000000	5.068790	5.240705
bounded@0.3	dig-upto-16	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	83762.8	pcrec_1989c62_auto-caps-simdna	83762.8	pcrec_1989c62_auto-nocaps-simdna	84043.4	2.506665	1.379124	1.000000	1.003350	3.836015	3.997543
bounded@0.3	dig-upto-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3665.4	libpcre2_10.46_interp-caps-simdna	3665.4			1.000000	1.016878	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-16	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	664.9	pcrec_1989c62_vm-in-caps-simdna	664.9	pcrec_1989c62_auto-nocaps-simdna	749.0	excluded	excluded	1.120189	1.126412	1.014952	1.000000
bounded@0.3	dig-upto-16	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1400.8	pcrec_1989c62_auto-caps-simdna	1400.8	pcrec_1989c62_auto-nocaps-simdna	1422.9	3.648399	1.933883	1.000000	1.015781	2.720005	2.808137
bounded@0.3	dig-upto-2	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	148600.7	pcrec_1989c62_auto-caps-simdna	148600.7	pcrec_1989c62_auto-nocaps-simdna	148769.5	7.204787	3.119695	1.000000	1.001136	2.413032	2.485438
bounded@0.3	dig-upto-2	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3409.2	libpcre2_10.46_interp-caps-simdna	3409.2			1.000000	1.004263	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-2	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	458.3	pcrec_1989c62_vm-caps-simdna	458.3	pcrec_1989c62_auto-nocaps-simdna	546.2	excluded	excluded	1.180636	1.191752	1.000000	1.007774
bounded@0.3	dig-upto-2	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1038.0	pcrec_1989c62_auto-caps-simdna	1038.0	pcrec_1989c62_auto-nocaps-simdna	1040.3	4.943816	2.518548	1.000000	1.002269	3.453341	3.535934
bounded@0.3	dig-upto-32	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	76109.3	pcrec_1989c62_auto-caps-simdna	76109.3	pcrec_1989c62_auto-nocaps-simdna	76133.8	1.882863	1.176098	1.000000	1.000322	3.597284	3.618049
bounded@0.3	dig-upto-32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3757.6	libpcre2_10.46_interp-caps-simdna	3757.6			1.000000	1.005167	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-32	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	698.1	pcrec_1989c62_vm-in-caps-simdna	698.1	pcrec_1989c62_auto-nocaps-simdna	947.9	excluded	excluded	1.358460	1.357838	1.018261	1.000000
bounded@0.3	dig-upto-32	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1510.7	pcrec_1989c62_auto-caps-simdna	1510.7	pcrec_1989c62_auto-nocaps-simdna	1573.5	3.410860	1.829421	1.000000	1.041626	2.415957	2.428739
bounded@0.3	dig-upto-4	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	136067.5	pcrec_1989c62_auto-caps-simdna	136164.2	pcrec_1989c62_auto-nocaps-simdna	136067.5	4.304818	1.952228	1.000710	1.000000	2.337592	2.580641
bounded@0.3	dig-upto-4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	3465.1	libpcre2_10.46_jit-caps-simdna	3465.1			1.000335	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-4	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	470.7	pcrec_1989c62_vm-caps-simdna	470.7	pcrec_1989c62_auto-nocaps-simdna	556.3	excluded	excluded	1.181939	1.181867	1.000000	1.067979
bounded@0.3	dig-upto-4	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1234.3	pcrec_1989c62_auto-caps-simdna	1234.3	pcrec_1989c62_auto-nocaps-simdna	1235.9	4.054090	2.131850	1.000000	1.001271	2.884359	2.937239
bounded@0.3	dig-upto-8	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	101141.9	pcrec_1989c62_auto-caps-simdna	101141.9	pcrec_1989c62_auto-nocaps-simdna	101341.6	3.261281	1.619650	1.000000	1.001974	3.274321	3.394298
bounded@0.3	dig-upto-8	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	3530.7	libpcre2_10.46_interp-caps-simdna	3530.7			1.000000	1.001282	excluded	excluded	excluded	excluded
bounded@0.3	dig-upto-8	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	588.4	pcrec_1989c62_vm-in-caps-simdna	588.4	pcrec_1989c62_auto-nocaps-simdna	624.1	excluded	excluded	1.053883	1.060612	1.014626	1.000000
bounded@0.3	dig-upto-8	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1295.8	pcrec_1989c62_auto-caps-simdna	1295.8	pcrec_1989c62_auto-nocaps-simdna	1322.0	3.863996	2.041604	1.000000	1.020160	2.985554	2.850930
bounded@0.3	dotted4	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	34846.6	libpcre2_10.46_jit-caps-simdna	34846.6	pcrec_1989c62_auto-nocaps-simdna	66434.2	1.794384	1.000000	1.906966	1.906479	25.969793	26.539225
bounded@0.3	dotted4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2083.7	libpcre2_10.46_jit-caps-simdna	2083.7			1.011284	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	dotted4	match-compliance	whole-subject	pcrec_1989c62_auto-nocaps-simdna	573.8	pcrec_1989c62_auto-caps-simdna	580.5	pcrec_1989c62_auto-nocaps-simdna	573.8	excluded	excluded	1.011811	1.000000	1.310514	1.502485
bounded@0.3	dotted4	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	3128.5	pcrec_1989c62_auto-caps-simdna	3131.1	pcrec_1989c62_auto-nocaps-simdna	3128.5	3.844174	1.019076	1.000848	1.000000	8.193068	8.369605
bounded@0.3	floor	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	1671.9	pcrec_1989c62_auto-caps-simdna	1673.0	pcrec_1989c62_auto-nocaps-simdna	1671.9	1.078776	2.534224	1.000662	1.000000	18.885175	18.893433
bounded@0.3	floor	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	1409.9	libpcre2_10.46_interp-caps-simdna	1409.9			1.000000	1.002430	excluded	excluded	excluded	excluded
bounded@0.3	floor	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	246.2	pcrec_1989c62_vm-caps-simdna	246.2	pcrec_1989c62_auto-nocaps-simdna	497.8	excluded	excluded	2.044713	2.022302	1.000000	1.205330
bounded@0.3	floor	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	477.6	pcrec_1989c62_auto-caps-simdna	478.1	pcrec_1989c62_auto-nocaps-simdna	477.6	4.019730	3.729958	1.001003	1.000000	2.316983	2.309070
bounded@0.3	grp-upto-1024	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	213580.7	pcrec_1989c62_auto-caps-simdna	213847.5	pcrec_1989c62_auto-nocaps-simdna	213580.7	32.182969	5.035873	1.001249	1.000000	1.156767	1.288705
bounded@0.3	grp-upto-1024	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	123237.1	libpcre2_10.46_jit-caps-simdna	123237.1			1.000372	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	grp-upto-1024	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	1993.9	pcrec_1989c62_vm-in-caps-simdna	1993.9	pcrec_1989c62_auto-nocaps-simdna	4829.6	excluded	excluded	2.420278	2.422137	1.002149	1.000000
bounded@0.3	grp-upto-1024	short-subject-search	plain	pcrec_1989c62_vm-caps-simdna	1308.5	pcrec_1989c62_vm-caps-simdna	1308.5	pcrec_1989c62_auto-nocaps-simdna	1634.7	36.593834	3.463340	1.251692	1.249243	1.000000	1.044702
bounded@0.3	hex32	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	255756.2	pcrec_1989c62_auto-caps-simdna	255756.2	pcrec_1989c62_auto-nocaps-simdna	256148.6	4.703856	1.120937	1.000000	1.001534	2.167942	2.155875
bounded@0.3	hex32	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	2349.1	libpcre2_10.46_interp-caps-simdna	2349.1			1.000000	1.029923	excluded	excluded	excluded	excluded
bounded@0.3	hex32	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	758.7	pcrec_1989c62_vm-caps-simdna	758.7	pcrec_1989c62_auto-nocaps-simdna	987.7	excluded	excluded	1.308347	1.301825	1.000000	1.103379
bounded@0.3	hex32	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	3019.2	pcrec_1989c62_auto-caps-simdna	3030.4	pcrec_1989c62_auto-nocaps-simdna	3019.2	10.675634	1.617430	1.003722	1.000000	5.790735	5.834188
bounded@0.3	line-80	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	32218.7	libpcre2_10.46_jit-caps-simdna	32218.7	pcrec_1989c62_auto-nocaps-simdna	75478.1	3.958042	1.000000	2.347037	2.342681	2.455018	2.454092
bounded@0.3	line-80	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	9822.6	libpcre2_10.46_jit-caps-simdna	9822.6			1.001626	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	line-80	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	4725.3	pcrec_1989c62_vm-caps-simdna	4725.3	pcrec_1989c62_auto-nocaps-simdna	5459.8	excluded	excluded	1.156269	1.155447	1.000000	1.018292
bounded@0.3	line-80	short-subject-search	plain	libpcre2_10.46_jit-caps-simdna	2809.0	libpcre2_10.46_jit-caps-simdna	2809.0	pcrec_1989c62_auto-nocaps-simdna	3923.7	2.217349	1.000000	1.360801	1.396855	6.508269	6.586725
bounded@0.3	nest2-4	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	83802.0	pcrec_1989c62_auto-caps-simdna	83802.0	pcrec_1989c62_auto-nocaps-simdna	83954.6	5.502085	1.284154	1.000000	1.001820	5.620634	5.583730
bounded@0.3	nest2-4	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	104972.8	libpcre2_10.46_interp-caps-simdna	104972.8			1.000000	1.000712	excluded	excluded	excluded	excluded
bounded@0.3	nest2-4	match-compliance	whole-subject	pcrec_1989c62_auto-caps-simdna	747.4	pcrec_1989c62_auto-caps-simdna	747.4	pcrec_1989c62_auto-nocaps-simdna	748.3	excluded	excluded	1.000000	1.001201	24.820701	24.832053
bounded@0.3	nest2-4	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	1392.2	pcrec_1989c62_auto-caps-simdna	1434.1	pcrec_1989c62_auto-nocaps-simdna	1392.2	5.805175	1.958775	1.030095	1.000000	3.997533	4.062865
bounded@0.3	nest2-64	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	65575.3	pcrec_1989c62_auto-caps-simdna	65575.3	pcrec_1989c62_auto-nocaps-simdna	66229.1	1.451359	1.106763	1.000000	1.009970	7.276062	7.082025
bounded@0.3	nest2-64	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	7691.0	libpcre2_10.46_interp-caps-simdna	7691.0			1.000000	1.001976	excluded	excluded	excluded	excluded
bounded@0.3	nest2-64	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	2093.8	pcrec_1989c62_vm-caps-simdna	2093.8	pcrec_1989c62_auto-nocaps-simdna	2147.6	excluded	excluded	1.032137	1.025678	1.000000	1.055546
bounded@0.3	nest2-64	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1774.4	pcrec_1989c62_auto-caps-simdna	1774.4	pcrec_1989c62_auto-nocaps-simdna	1777.5	3.873993	1.697154	1.000000	1.001790	3.457016	3.510822
bounded@0.3	nest2-letters-6	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	174676.6	libpcre2_10.46_jit-caps-simdna	174676.6	pcrec_1989c62_auto-nocaps-simdna	195296.4	5.387946	1.000000	1.119537	1.118046	1.516151	1.566018
bounded@0.3	nest2-letters-6	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	11351547.7	libpcre2_10.46_interp-caps-simdna	11351547.7			1.000000	1.000318	excluded	excluded	excluded	excluded
bounded@0.3	nest2-letters-6	match-compliance	whole-subject	pcrec_1989c62_auto-caps-simdna	1205.7	pcrec_1989c62_auto-caps-simdna	1205.7	pcrec_1989c62_auto-nocaps-simdna	1206.6	excluded	excluded	1.000000	1.000735	1982.058648	1978.906504
bounded@0.3	nest2-letters-6	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1305.5	pcrec_1989c62_auto-caps-simdna	1305.5	pcrec_1989c62_auto-nocaps-simdna	1344.9	5.482939	2.037482	1.000000	1.030143	3.149320	3.252541
bounded@0.3	nest3-16	large-subject-throughput	plain	libpcre2_10.46_jit-caps-simdna	53623.6	libpcre2_10.46_jit-caps-simdna	53623.6	pcrec_1989c62_auto-nocaps-simdna	66622.4	2.534925	1.000000	1.175857	1.242408	15.099317	14.973739
bounded@0.3	nest3-16	match-compliance	plain	libpcre2_10.46_interp-caps-simdna	12630.5	libpcre2_10.46_interp-caps-simdna	12630.5			1.000000	1.003138	excluded	excluded	excluded	excluded
bounded@0.3	nest3-16	match-compliance	whole-subject	pcrec_1989c62_vm-in-caps-simdna	3363.5	pcrec_1989c62_vm-in-caps-simdna	3363.5	pcrec_1989c62_auto-nocaps-simdna	3864.3	excluded	excluded	1.149091	1.148883	1.164362	1.000000
bounded@0.3	nest3-16	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	1777.7	pcrec_1989c62_auto-caps-simdna	1779.3	pcrec_1989c62_auto-nocaps-simdna	1777.7	5.093408	1.707928	1.000848	1.000000	5.691287	6.110914
bounded@0.3	nest3-3	large-subject-throughput	plain	pcrec_1989c62_auto-nocaps-simdna	77707.8	pcrec_1989c62_auto-caps-simdna	77714.9	pcrec_1989c62_auto-nocaps-simdna	77707.8	6.702948	1.120702	1.000092	1.000000	5.784354	5.807424
bounded@0.3	nest3-3	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	18347374.1	libpcre2_10.46_jit-caps-simdna	18347374.1			1.000281	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	nest3-3	match-compliance	whole-subject	pcrec_1989c62_auto-caps-simdna	889.2	pcrec_1989c62_auto-caps-simdna	889.2	pcrec_1989c62_auto-nocaps-simdna	891.7	excluded	excluded	1.000000	1.002785	3195.612515	3172.442174
bounded@0.3	nest3-3	short-subject-search	plain	pcrec_1989c62_auto-nocaps-simdna	1512.7	pcrec_1989c62_auto-caps-simdna	1526.1	pcrec_1989c62_auto-nocaps-simdna	1512.7	7.543964	1.854456	1.008875	1.000000	3.759020	3.844305
bounded@0.3	pw-8-64	large-subject-throughput	plain	pcrec_1989c62_vm-caps-simdna	127279.1	pcrec_1989c62_vm-caps-simdna	127279.1	pcrec_1989c62_auto-nocaps-simdna	210650.6	2.780361	1.018590	1.655571	1.655030	1.000000	1.010762
bounded@0.3	pw-8-64	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	7264.0	libpcre2_10.46_jit-caps-simdna	7264.0			1.001216	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	pw-8-64	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	2137.1	pcrec_1989c62_vm-caps-simdna	2137.1	pcrec_1989c62_auto-nocaps-simdna	3543.5	excluded	excluded	1.656959	1.658136	1.000000	1.046209
bounded@0.3	pw-8-64	short-subject-search	plain	pcrec_1989c62_vm-caps-simdna	2251.7	pcrec_1989c62_vm-caps-simdna	2251.7	pcrec_1989c62_auto-nocaps-simdna	3083.3	3.192060	1.168490	1.307063	1.369285	1.000000	1.093665
bounded@0.3	year4	large-subject-throughput	plain	pcrec_1989c62_auto-caps-simdna	126347.9	pcrec_1989c62_auto-caps-simdna	126347.9	pcrec_1989c62_auto-nocaps-simdna	126565.8	4.437475	1.954635	1.000000	1.001725	2.298569	2.389353
bounded@0.3	year4	match-compliance	plain	libpcre2_10.46_jit-caps-simdna	2908.6	libpcre2_10.46_jit-caps-simdna	2908.6			1.004157	1.000000	excluded	excluded	excluded	excluded
bounded@0.3	year4	match-compliance	whole-subject	pcrec_1989c62_vm-caps-simdna	499.4	pcrec_1989c62_vm-caps-simdna	499.4	pcrec_1989c62_auto-nocaps-simdna	558.6	excluded	excluded	1.120493	1.118653	1.000000	1.026359
bounded@0.3	year4	short-subject-search	plain	pcrec_1989c62_auto-caps-simdna	1957.4	pcrec_1989c62_auto-caps-simdna	1957.4	pcrec_1989c62_auto-nocaps-simdna	1970.7	7.118998	1.784502	1.000000	1.006773	4.307739	4.408698
